player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
101187,Alan Anderson,Alan,1610612764,WAS,33.0,1,0,1,0.0,5.0,0.077,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.333,0.25,0.333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,404,408,31,408,363,340,342,282,209,275,299,312,270,41,116,66,1,237,200,1,406,326,359
203078,Bradley Beal,Bradley,1610612764,WAS,23.0,25,12,13,0.48,87.0,0.241,0.323,0.276,0.438,0.321,0.207,0.237,0.059,0.127,0.111,0.161,0.148,0.333,0.0,0.2,0.3,0.239,0.298,151,144,281,237,123,74,53,69,39,78,128,114,248,277,298,164,261,52,200,301,361,104,53
201971,DeJuan Blair,DeJuan,1610612764,WAS,27.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,362,31,188,426,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
2400,Drew Gooden,Drew,1610612764,WAS,34.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,434,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
202066,Garrett Temple,Garrett,1610612764,WAS,30.0,22,11,11,0.5,49.0,0.136,0.081,0.145,0.0,0.24,0.149,0.129,0.0,0.163,0.137,0.143,0.167,0.188,0.25,0.0,0.214,0.184,0.102,182,157,251,188,195,237,292,225,209,130,179,212,270,223,264,177,275,148,107,1,262,161,279
202390,Gary Neal,Gary,1610612764,WAS,31.0,11,6,5,0.545,20.0,0.214,0.286,0.268,1.0,0.462,0.176,0.15,0.0,0.267,0.222,0.0,0.0,0.0,0.0,0.0,0.143,0.1,0.277,269,235,153,152,283,101,77,77,1,21,151,186,270,94,150,287,1,237,200,1,133,251,66
201581,JJ Hickson,JJ,1610612764,WAS,27.0,5,3,2,0.6,13.0,0.296,0.429,0.357,0.0,0.0,0.364,0.313,0.0,0.375,0.333,0.2,0.167,0.0,0.0,0.0,0.75,0.231,0.385,329,293,75,103,304,37,18,25,209,275,46,64,270,28,51,127,275,237,200,1,424,110,25
201162,Jared Dudley,Jared,1610612764,WAS,30.0,23,10,13,0.435,70.0,0.125,0.123,0.143,0.167,0.22,0.073,0.083,0.2,0.234,0.226,0.138,0.154,0.231,0.0,0.0,0.288,0.049,0.112,173,176,281,265,152,253,245,227,145,146,261,264,146,134,149,182,264,124,200,1,352,308,264
202322,John Wall,John,1610612764,WAS,25.0,33,16,17,0.485,129.0,0.356,0.295,0.34,0.333,0.321,0.538,0.492,0.097,0.189,0.165,0.6,0.333,0.4,0.273,0.625,0.138,0.452,0.371,81,99,341,231,57,18,74,29,59,76,12,20,219,189,222,14,380,40,101,424,126,18,27
1626162,Kelly Oubre Jr.,Kelly,1610612764,WAS,20.0,3,1,2,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,357,362,75,330,413,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,406,326,359
101162,Marcin Gortat,Marcin,1610612764,WAS,32.0,29,13,16,0.448,93.0,0.142,0.194,0.132,0.0,0.0,0.151,0.188,0.633,0.25,0.367,0.075,0.192,0.056,0.571,0.2,0.255,0.222,0.168,117,129,324,256,114,217,162,251,209,275,174,153,24,108,38,251,302,231,32,301,320,120,185
201977,Marcus Thornton,Marcus,1610612764,WAS,29.0,16,8,8,0.5,46.0,0.209,0.308,0.284,0.444,0.378,0.095,0.098,0.0,0.111,0.079,0.2,0.0,0.143,0.0,0.0,0.048,0.086,0.233,222,195,204,188,203,109,63,62,38,39,239,247,270,301,345,127,1,177,200,1,64,265,107
202693,Markieff Morris,Markieff,1610612764,WAS,26.0,21,5,16,0.238,58.0,0.18,0.2,0.211,0.0,0.138,0.111,0.146,0.059,0.27,0.204,0.111,0.111,0.143,0.5,0.0,0.238,0.179,0.162,188,252,324,393,177,151,146,130,209,211,221,194,248,92,175,209,216,177,37,1,290,166,197
2403,Nene,ene,1610612764,WAS,33.0,10,3,7,0.3,28.0,0.121,0.222,0.114,0.0,0.0,0.154,0.194,0.2,0.231,0.222,0.091,0.0,0.167,0.0,0.0,0.316,0.188,0.174,277,293,188,363,251,262,126,279,209,275,170,150,146,137,150,233,1,158,200,1,372,155,176
203490,Otto Porter Jr.,Otto,1610612764,WAS,23.0,24,11,13,0.458,85.0,0.074,0.067,0.087,0.0,0.094,0.019,0.014,0.158,0.203,0.192,0.036,0.103,0.067,0.4,0.2,0.087,0.043,0.048,163,157,281,248,128,352,312,323,209,232,294,308,172,169,190,279,212,226,57,301,76,312,350
201196,Ramon Sessions,Ramon,1610612764,WAS,30.0,19,9,10,0.474,48.0,0.114,0.094,0.156,0.111,0.156,0.054,0.067,0.067,0.111,0.098,0.053,0.0,0.0,0.0,0.0,0.065,0.071,0.082,203,182,238,240,198,282,279,211,176,195,274,275,237,301,319,270,1,237,200,1,68,286,315
