close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
202696,Nikola Vučević,1610612753,ORL,C,28.0,78,78,0.347,209,489,0.427,0.369,0.058
203095,Evan Fournier,1610612753,ORL,G-F,26.0,79,77,0.439,152,396,0.384,0.374,0.01
203082,Terrence Ross,1610612753,ORL,G-F,28.0,79,78,0.53,132,393,0.336,0.365,-0.029
203932,Aaron Gordon,1610612753,ORL,F,23.0,76,76,0.432,145,390,0.372,0.367,0.005
201571,D.J. Augustin,1610612753,ORL,G,31.0,79,79,0.499,129,347,0.372,0.373,-0.001
1628371,Jonathan Isaac,1610612753,ORL,F,21.0,73,72,0.433,101,292,0.346,0.369,-0.023
1628411,Wes Iwundu,1610612753,ORL,F,24.0,68,64,0.478,71,222,0.32,0.369,-0.049
1628964,Mo Bamba,1610612753,ORL,C,21.0,45,40,0.372,70,166,0.422,0.366,0.056
1626170,Jerian Grant,1610612753,ORL,G,26.0,53,47,0.449,58,151,0.384,0.361,0.023
203920,Khem Birch,1610612753,ORL,C,26.0,50,46,0.379,46,131,0.351,0.353,-0.002
1628515,Isaiah Briscoe,1610612753,ORL,G,23.0,34,29,0.523,34,103,0.33,0.362,-0.032
1626185,Jarell Martin,1610612753,ORL,F,25.0,36,30,0.45,25,68,0.368,0.352,0.016
203487,Michael Carter-Williams,1610612753,ORL,G,27.0,22,20,0.423,21,63,0.333,0.358,-0.025
1628365,Markelle Fultz,1610612753,ORL,G,21.0,17,17,0.476,21,59,0.356,0.367,-0.011
1628518,Amile Jefferson,1610612753,ORL,F,26.0,11,9,0.556,6,20,0.3,0.36,-0.06
1628982,Melvin Frazier Jr.,1610612753,ORL,G-F,22.0,9,6,0.5,4,7,0.571,0.357,0.215
1628505,Troy Caupain,1610612753,ORL,G,23.0,3,2,0.75,0,3,0.0,0.296,-0.296
