close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
202687,Bismack Biyombo,1610612761,TOR,C-F,23.0,81,81,0.524,201,418,0.481,0.591,-0.111
202685,Jonas Valančiūnas,1610612761,TOR,C,24.0,59,58,0.494,192,344,0.558,0.598,-0.04
202335,Patrick Patterson,1610612761,TOR,F,27.0,78,74,0.307,118,209,0.565,0.588,-0.023
200768,Kyle Lowry,1610612761,TOR,G,30.0,76,70,0.26,143,207,0.691,0.597,0.094
202709,Cory Joseph,1610612761,TOR,G,24.0,79,69,0.254,101,179,0.564,0.585,-0.021
2449,Luis Scola,1610612761,TOR,F,36.0,75,69,0.313,104,178,0.584,0.606,-0.021
201942,DeMar DeRozan,1610612761,TOR,G,26.0,77,67,0.235,101,151,0.669,0.608,0.061
203082,Terrence Ross,1610612761,TOR,F-G,25.0,72,58,0.218,71,122,0.582,0.598,-0.016
201574,Jason Thompson,1610612761,TOR,F-C,29.0,44,39,0.467,50,91,0.549,0.58,-0.03
201949,James Johnson,1610612761,TOR,F,29.0,56,36,0.214,39,70,0.557,0.608,-0.05
203512,Lucas Nogueira,1610612761,TOR,C,23.0,25,21,0.455,30,65,0.462,0.589,-0.127
201960,DeMarre Carroll,1610612761,TOR,F,29.0,26,23,0.232,43,63,0.683,0.602,0.081
1626181,Norman Powell,1610612761,TOR,G,23.0,38,27,0.214,28,51,0.549,0.59,-0.041
1626153,Delon Wright,1610612761,TOR,G,24.0,18,9,0.27,9,17,0.529,0.581,-0.051
203461,Anthony Bennett,1610612761,TOR,F,23.0,12,6,0.267,8,8,1.0,0.629,0.371
203998,Bruno Caboclo,1610612761,TOR,F,20.0,1,1,0.6,5,6,0.833,0.568,0.265
