GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK
Players,203460,Andre Roberson,Andre,1610612760,OKC,24.0,24,11,13,0.458,2.1,0.833,0.167,0.727,0.0,0.273,0.182,0.0,0.0,0.727,0.5,0.5,1.0,0.0,0.6,0.4,5,6,0.833,163,157,281,248,281,141,234,73,195,117,58,299,234,38,138,146,1,82,167,164,179,255,25
Players,201627,Anthony Morrow,Anthony,1610612760,OKC,30.0,18,7,11,0.389,1.2,0.667,0.333,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,0.333,211,215,251,302,371,193,170,320,195,43,7,43,234,303,270,257,1,82,1,264,279,296,255
Players,1626166,Cameron Payne,Cameron,1610612760,OKC,21.0,4,3,1,0.75,2.9,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6,0.167,339,293,31,44,195,268,92,1,195,209,175,299,234,1,270,1,194,82,313,1,279,255,324
Players,203079,Dion Waiters,Dion,1610612760,OKC,24.0,38,20,18,0.526,3.4,0.565,0.435,0.667,0.333,0.167,0.167,0.166,0.111,0.333,0.167,0.833,1.0,0.0,0.286,0.714,7,23,0.304,38,45,361,173,120,253,126,88,31,164,65,244,174,171,250,65,1,82,275,64,149,116,282
Players,202683,Enes Freedom,Enes,1610612760,OKC,24.0,20,13,7,0.65,1.8,0.667,0.333,0.615,0.0,0.0,0.0,0.385,0.308,0.615,1.0,0.0,0.0,0.0,1.0,0.0,4,6,0.667,196,129,188,80,311,193,170,114,195,209,175,99,36,65,1,257,194,82,1,264,197,255,45
Players,203962,Josh Huestis,Josh,1610612760,OKC,24.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,408,31,408,428,363,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,379,342
Players,201142,Kevin Durant,Kevin,1610612760,OKC,27.0,37,20,17,0.541,3.9,0.675,0.325,0.473,0.257,0.243,0.074,0.284,0.081,0.216,0.343,0.657,0.667,0.333,0.426,0.574,47,114,0.412,51,45,341,158,55,192,187,189,56,128,129,176,200,251,199,121,153,47,244,98,2,4,179
Players,202713,Kyle Singler,Kyle,1610612760,OKC,28.0,9,5,4,0.556,1.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,289,252,127,142,309,363,1,320,195,209,175,299,234,303,270,257,194,82,313,264,342,316,342
Players,2555,Nick Collison,Nick,1610612760,OKC,35.0,4,2,2,0.5,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,339,326,75,188,400,1,275,320,195,209,175,299,234,303,270,257,194,82,313,264,342,337,342
Players,200751,Randy Foye,Randy,1610612760,OKC,32.0,24,11,13,0.458,2.5,0.375,0.625,0.0,0.0,0.333,0.0,0.667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,8,0.125,163,157,281,248,242,319,60,320,195,99,175,24,234,303,270,257,1,82,1,264,279,226,337
Players,201566,Russell Westbrook,Russell,1610612760,OKC,27.0,42,22,20,0.524,3.8,0.722,0.278,0.545,0.258,0.136,0.152,0.319,0.114,0.288,0.028,0.972,0.333,0.667,0.071,0.929,42,108,0.389,16,25,395,178,61,180,199,141,55,174,73,150,171,204,269,51,180,25,311,31,7,5,201
Players,201586,Serge Ibaka,Serge,1610612760,OKC,26.0,39,20,19,0.513,3.3,0.852,0.148,0.722,0.167,0.083,0.139,0.195,0.056,0.556,0.846,0.154,1.0,0.0,0.857,0.143,14,27,0.519,32,45,379,185,133,140,239,75,103,192,82,231,223,78,72,248,1,82,94,246,84,105,93
Players,203500,Steven Adams,Steven,1610612760,OKC,22.0,33,19,14,0.576,3.4,1.0,0.0,0.75,0.0,0.0,0.0,0.25,0.167,0.75,0.778,0.222,0.0,0.0,0.778,0.222,9,18,0.5,81,64,298,121,128,1,275,64,195,209,175,189,114,36,84,234,194,82,114,226,126,144,98
