GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,1627846,Abdel Nader,Abdel,1610612756,PHX,27.0,1,1,0,1.0,0.1,0.0,0.0,0.0,113.6,75.0,75.0,-113.6,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,1000.0,833.33,1000.0,0.0,1,0,0,0.0,0.0,0.0,97,54,1,1,125,119,119,119,75,29,29,123,118,118,39,12,39,40,73,81,1,1,73,85,102,103,4,3,3,83,73,91,73,91,73
Players,1629661,Cameron Johnson,Cameron,1610612756,PHX,25.0,4,2,2,0.5,2.1,74.6,73.7,73.7,133.6,126.3,126.3,-59.0,-52.6,-52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.34,111.08,92.57,111.08,-0.063,19,0,0,0.0,0.0,0.0,36,35,69,52,72,110,105,105,102,104,104,110,106,106,39,12,39,40,73,81,1,1,73,85,102,103,38,48,48,116,73,91,73,91,73
Players,1626166,Cameron Payne,Cameron,1610612756,PHX,26.0,4,3,1,0.75,2.1,102.0,94.7,94.7,116.1,106.3,106.3,-14.1,-11.5,-11.5,0.75,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.3,0.322,94.4,102.36,85.3,102.36,0.102,19,2,6,0.5,1.5,0.333,36,19,23,27,73,66,73,73,79,71,71,75,75,75,2,12,17,40,73,81,1,1,61,75,28,28,76,67,67,55,24,20,31,26,54
Players,101108,Chris Paul,Chris,1610612756,PHX,36.0,5,2,3,0.4,2.5,79.2,69.2,69.2,115.9,117.9,117.9,-36.6,-48.6,-48.6,0.0,0.0,0.0,0.0,0.0,0.0,16.7,18.1,0.333,0.551,0.429,0.448,96.99,102.29,85.24,102.29,0.044,26,2,6,0.4,1.2,0.333,30,35,98,73,62,104,108,108,78,94,94,97,102,102,39,12,39,40,73,81,120,123,61,55,13,13,59,68,68,73,24,20,46,37,54
Players,203967,Dario Šarić,Dario,1610612756,PHX,27.0,1,1,0,1.0,0.2,189.4,166.7,166.7,113.6,50.0,50.0,75.8,116.7,116.7,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,482.74,685.71,571.43,685.71,0.0,3,0,0,0.0,0.0,0.0,97,54,1,1,121,12,11,11,75,19,19,17,14,14,39,12,39,40,6,3,1,1,73,85,102,103,5,5,5,83,73,91,73,91,73
Players,1629028,Deandre Ayton,Deandre,1610612756,PHX,22.0,8,4,4,0.5,2.6,78.1,73.2,73.2,127.4,115.9,115.9,-49.2,-42.7,-42.7,0.0,0.0,0.0,0.05,0.185,0.128,0.0,0.0,0.4,0.4,0.114,0.124,90.02,97.55,81.29,97.55,0.096,41,2,5,0.3,0.6,0.4,11,11,114,52,59,106,106,106,95,90,90,103,98,98,39,12,39,35,36,32,1,1,55,71,69,68,99,79,79,56,24,26,59,63,48
Players,1626164,Devin Booker,Devin,1610612756,PHX,24.0,8,4,4,0.5,2.6,82.1,76.2,76.2,124.5,119.0,119.0,-42.4,-42.9,-42.9,0.125,0.17,5.0,0.056,0.12,0.093,30.0,31.3,0.3,0.451,0.432,0.455,91.86,97.52,81.27,97.52,-0.045,42,3,10,0.4,1.3,0.3,11,11,114,52,60,103,100,100,93,95,95,101,99,99,32,11,37,34,52,48,130,130,65,69,12,11,93,80,80,115,16,9,48,35,62
Players,203109,Jae Crowder,Jae,1610612756,PHX,30.0,8,4,4,0.5,2.7,86.9,80.4,80.4,122.9,119.1,119.1,-36.1,-38.7,-38.7,0.182,0.0,66.7,0.0,0.138,0.08,0.0,0.0,0.0,1.136,0.02,0.03,97.15,102.48,85.4,102.48,0.118,46,0,0,0.0,0.0,0.0,11,11,114,52,57,98,99,99,92,96,96,96,91,91,25,12,5,40,46,54,1,1,73,10,100,101,57,66,66,48,73,91,73,91,73
Players,1628969,Mikal Bridges,Mikal,1610612756,PHX,24.0,8,4,4,0.5,1.9,100.5,90.9,90.9,119.0,111.8,111.8,-18.5,-20.9,-20.9,0.0,0.0,0.0,0.0,0.136,0.086,0.0,0.0,0.833,0.833,0.083,0.094,95.78,103.91,86.59,103.91,0.082,33,2,3,0.3,0.4,0.667,11,11,114,52,75,71,81,81,84,83,83,81,79,79,39,12,39,40,48,53,1,1,18,26,82,80,66,62,62,60,24,41,59,74,22
Players,1628470,Torrey Craig,Torrey,1610612756,PHX,30.0,3,3,0,1.0,0.2,69.4,25.0,25.0,126.8,100.0,100.0,-57.4,-75.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.25,389.19,324.32,389.19,0.0,4,0,0,0.0,0.0,0.0,53,19,1,1,119,113,117,117,94,58,58,109,118,118,39,12,39,40,73,81,1,1,73,85,102,103,8,12,12,83,73,91,73,91,73
