season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end
2015-16,1610612739,CLE,Cleveland Cavaliers,41500407,2016-06-19T00:00:00,CLE @ GSW,W,53.9,18.0,19.1,20.2,53.9,11.2,6.7,7.9,31.5,0,0,0,1,11,59,31,16,21,41,20,35,24,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500407,2016-06-19T00:00:00,GSW vs. CLE,L,53.9,11.2,6.7,7.9,31.5,18.0,19.1,20.2,53.9,0,0,0,87,11,130,153,137,149,114,141,155,152,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500406,2016-06-16T00:00:00,GSW @ CLE,L,50.0,16.7,9.4,10.4,31.3,15.6,12.5,19.8,43.8,0,0,0,87,11,72,125,106,151,89,80,151,95,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500406,2016-06-16T00:00:00,CLE vs. GSW,W,49.0,15.3,12.2,19.4,42.9,16.3,9.2,10.2,30.6,0,0,0,1,11,90,96,24,80,96,43,65,20,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500405,2016-06-13T00:00:00,GSW vs. CLE,L,49.0,11.2,19.4,9.2,30.6,18.4,9.2,28.6,49.0,0,0,0,87,11,134,26,118,152,118,43,172,128,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500405,2016-06-13T00:00:00,CLE @ GSW,W,49.0,18.4,9.2,28.6,49.0,11.2,19.4,9.2,30.6,0,0,0,1,11,57,129,1,44,40,145,55,20,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500404,2016-06-10T00:00:00,CLE vs. GSW,L,56.5,10.6,29.4,7.1,56.5,21.2,22.4,10.6,23.5,0,0,0,87,11,139,3,146,15,147,159,68,4,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500404,2016-06-10T00:00:00,GSW @ CLE,W,55.8,20.9,22.1,10.5,23.3,10.5,29.1,7.0,55.8,0,0,0,1,11,29,14,105,171,33,170,25,157,1.0,2015,2016
2015-16,1610612739,CLE,Cleveland Cavaliers,41500403,2016-06-08T00:00:00,CLE vs. GSW,W,50.5,35.8,24.2,15.8,56.8,8.4,3.2,8.4,33.7,0,0,0,1,11,1,8,49,13,16,4,43,31,1.0,2015,2016
2015-16,1610612744,GSW,Golden State Warriors,41500403,2016-06-08T00:00:00,GSW @ CLE,L,50.5,8.4,3.2,8.4,33.7,35.8,24.2,15.8,56.8,0,0,0,87,11,157,169,128,139,172,165,124,160,1.0,2015,2016
