TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,TRAVEL,DOUBLE_DRIBBLE,DISCONTINUED_DRIBBLE,OFF_THREE_SEC,FIVE_SEC,EIGHT_SEC,SHOT_CLOCK,INBOUND,BACKCOURT,OFF_GOALTENDING,PALMING,OFF_FOUL,DEF_THREE_SEC,CHARGE,DELAY_OF_GAME,DEF_GOALTENDING,LANE,JUMP_BALL,KICKED_BALL,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,TRAVEL_RANK,DOUBLE_DRIBBLE_RANK,DISCONTINUED_DRIBBLE_RANK,OFF_THREE_SEC_RANK,FIVE_SEC_RANK,EIGHT_SEC_RANK,SHOT_CLOCK_RANK,INBOUND_RANK,BACKCOURT_RANK,OFF_GOALTENDING_RANK,PALMING_RANK,OFF_FOUL_RANK,DEF_THREE_SEC_RANK,CHARGE_RANK,DELAY_OF_GAME_RANK,DEF_GOALTENDING_RANK,LANE_RANK,JUMP_BALL_RANK,KICKED_BALL_RANK
1610612737,Atlanta Hawks,82,43,39,0.524,0.7,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.1,0.0,0.0,1.0,0.1,0.2,0.2,0.3,0.0,0.0,0.3,1,16,16,16,5,6,1,3,4,1,16,1,2,16,5,30,17,29,15,2,4,1,18
1610612738,Boston Celtics,82,51,31,0.622,0.6,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.1,0.1,0.0,1.5,0.1,0.3,0.3,0.2,0.0,0.0,0.2,1,6,6,6,11,6,1,3,4,1,16,1,2,1,5,22,17,25,3,7,4,1,28
1610612751,Brooklyn Nets,82,44,38,0.537,0.6,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.0,0.0,1.6,0.2,0.3,0.3,0.1,0.0,0.0,0.5,1,14,14,14,11,6,1,3,4,1,2,1,2,16,5,15,4,25,3,23,4,1,2
1610612766,Charlotte Hornets,82,43,39,0.524,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.1,1.4,0.2,0.5,0.2,0.4,0.0,0.0,0.3,1,16,16,16,23,6,1,22,4,1,25,1,2,16,1,26,4,7,15,1,4,1,18
1610612741,Chicago Bulls,82,46,36,0.561,0.7,0.1,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.5,0.1,0.5,0.2,0.1,0.0,0.0,0.4,1,12,12,12,5,1,1,3,4,1,16,1,27,16,5,22,17,7,15,23,4,1,7
1610612739,Cleveland Cavaliers,82,44,38,0.537,0.6,0.0,0.0,0.1,0.1,0.0,1.1,0.0,0.1,0.0,0.0,1.2,0.1,0.4,0.2,0.2,0.0,0.0,0.3,1,14,14,14,11,6,1,3,1,1,1,1,2,16,5,29,17,15,15,7,4,1,18
1610612742,Dallas Mavericks,82,52,30,0.634,0.5,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.1,0.0,1.8,0.1,0.4,0.3,0.1,0.0,0.0,0.4,1,5,5,5,23,6,1,3,4,1,2,1,2,1,5,8,17,15,3,23,4,1,7
1610612743,Denver Nuggets,82,48,34,0.585,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,1.9,0.1,0.4,0.3,0.2,0.0,0.0,0.4,1,10,10,10,11,6,1,22,4,1,16,1,27,1,5,5,17,15,3,7,4,1,7
1610612765,Detroit Pistons,82,23,59,0.28,0.7,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.1,0.1,0.0,2.1,0.1,0.6,0.3,0.2,0.0,0.0,0.4,1,28,28,28,5,6,1,1,4,1,2,1,2,1,5,2,17,2,3,7,4,1,7
1610612744,Golden State Warriors,82,53,29,0.646,0.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.1,1.9,0.2,0.4,0.2,0.1,0.0,0.0,0.4,1,3,3,3,5,6,1,22,4,1,25,1,1,16,1,5,4,15,15,23,4,1,7
1610612745,Houston Rockets,82,20,62,0.244,0.8,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.1,0.0,1.8,0.2,0.6,0.3,0.3,0.1,0.0,0.4,1,30,30,30,2,6,1,3,4,1,2,1,2,1,5,8,4,2,3,2,1,1,7
1610612754,Indiana Pacers,82,25,57,0.305,0.6,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.1,0.1,0.0,1.7,0.1,0.5,0.3,0.3,0.0,0.0,0.3,1,26,26,26,11,6,1,3,4,1,2,1,2,1,5,11,17,7,3,2,4,1,18
1610612746,LA Clippers,82,42,40,0.512,0.5,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.1,0.0,0.0,1.5,0.2,0.4,0.3,0.2,0.0,0.0,0.4,1,18,18,18,23,6,1,1,4,1,11,1,2,16,5,22,4,15,3,7,4,1,7
