close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203991,Clint Capela,1610612737,ATL,C,27.0,18,18,0.36,70,112,0.625,0.657,-0.032
203992,Bogdan Bogdanović,1610612737,ATL,G,28.0,18,18,0.358,65,101,0.644,0.619,0.024
1628381,John Collins,1610612737,ATL,F-C,23.0,18,18,0.398,70,97,0.722,0.631,0.091
201568,Danilo Gallinari,1610612737,ATL,F,32.0,18,17,0.396,41,74,0.554,0.632,-0.078
1628989,Kevin Huerter,1610612737,ATL,G-F,22.0,18,17,0.3,44,69,0.638,0.631,0.007
1630168,Onyeka Okongwu,1610612737,ATL,F-C,20.0,18,16,0.462,23,43,0.535,0.64,-0.105
1629027,Trae Young,1610612737,ATL,G,22.0,16,14,0.262,27,32,0.844,0.616,0.228
101150,Lou Williams,1610612737,ATL,G,34.0,18,14,0.349,19,30,0.633,0.615,0.018
1629631,De'Andre Hunter,1610612737,ATL,F-G,23.0,5,5,0.234,9,15,0.6,0.571,0.029
203524,Solomon Hill,1610612737,ATL,F,30.0,11,8,0.326,9,14,0.643,0.656,-0.013
1629629,Cam Reddish,1610612737,ATL,F-G,21.0,4,4,0.19,6,8,0.75,0.603,0.147
203503,Tony Snell,1610612737,ATL,G,29.0,7,6,0.32,4,8,0.5,0.562,-0.062
1627739,Kris Dunn,1610612737,ATL,G,27.0,4,4,0.438,2,7,0.286,0.578,-0.293
1630233,Nathan Knight,1610612737,ATL,F-C,23.0,4,2,0.571,1,4,0.25,0.587,-0.337
1630219,Skylar Mays,1610612737,ATL,G,23.0,3,2,0.286,1,2,0.5,0.641,-0.141
1628981,Bruno Fernando,1610612737,ATL,F-C,22.0,1,1,0.333,1,1,1.0,0.429,0.571
