team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank
1610612738,Boston Celtics,4,3,1,0.75,7.798333333333333,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7,5,2,1,11,7,11,11,9,1,1,1,1
1610612751,Brooklyn Nets,1,0,1,0.0,5.066666666666666,5.0,3.0,0.0,4.0,4.0,3.0,0.0,8.0,15,13,2,9,14,7,8,11,13,6,6,1,5
1610612743,Denver Nuggets,7,3,4,0.429,44.33,7.0,10.0,4.0,34.0,22.0,15.0,4.0,28.0,5,5,11,9,4,6,5,5,4,15,10,10,12
1610612744,Golden State Warriors,13,8,5,0.615,57.86833333333333,20.0,32.0,7.0,40.0,20.0,19.0,11.0,42.0,1,1,14,1,1,3,2,2,1,14,12,14,13
1610612745,Houston Rockets,8,4,4,0.5,34.531666666666666,2.0,10.0,6.0,22.0,15.0,15.0,7.0,20.0,4,4,11,1,5,11,5,3,6,12,10,13,11
1610612754,Indiana Pacers,3,0,3,0.0,7.73,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,9,13,9,9,12,14,11,11,15,8,1,1,5
1610612746,LA Clippers,2,2,0,1.0,8.65,9.0,0.0,4.0,10.0,2.0,4.0,0.0,8.0,12,7,1,1,10,4,11,5,8,3,7,1,5
1610612749,Milwaukee Bucks,5,2,3,0.4,29.00333333333333,4.0,16.0,4.0,26.0,14.0,20.0,6.0,16.0,6,7,9,9,6,9,4,5,5,11,13,12,10
1610612760,Oklahoma City Thunder,3,1,2,0.333,4.996666666666667,1.0,3.0,1.0,6.0,4.0,2.0,0.0,4.0,9,10,5,9,15,13,8,10,11,6,4,1,2
1610612753,Orlando Magic,2,1,1,0.5,6.123333333333333,4.0,2.0,4.0,6.0,0.0,4.0,0.0,8.0,12,10,2,1,13,9,10,5,11,1,7,1,5
1610612755,Philadelphia 76ers,4,2,2,0.5,17.7,8.0,5.0,4.0,14.0,11.0,7.0,2.0,8.0,7,7,5,1,7,5,7,5,7,10,9,8,5
1610612757,Portland Trail Blazers,9,5,4,0.556,52.943333333333335,24.0,20.0,6.0,36.0,5.0,23.0,5.0,52.0,3,3,11,1,3,2,3,3,2,8,15,11,15
1610612759,San Antonio Spurs,3,1,2,0.333,10.4,2.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,9,10,5,9,8,11,11,11,14,5,4,1,2
1610612761,Toronto Raptors,12,7,5,0.583,57.80833333333333,31.0,35.0,10.0,36.0,15.0,21.0,12.0,42.0,2,2,14,1,2,1,1,1,2,12,14,15,13
1610612762,Utah Jazz,2,0,2,0.0,9.446666666666667,0.0,0.0,0.0,8.0,2.0,1.0,3.0,4.0,12,13,5,9,9,14,11,11,9,3,3,9,2
