team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank
1610612738,Boston Celtics,4,3,1,0.75,7.798333333333333,10,16,0.625,3,7,0.429,2,3,0.667,1,5,6,6,0.0,1,1,0,2,3,25,15.0,7,5,2,2,11,8,9,2,8,9,6,10,10,12,10,10,10,8,1,12,8,1,1,10,8,2
1610612751,Brooklyn Nets,1,0,1,0.0,5.066666666666666,3,8,0.375,1,2,0.5,0,0,0.0,2,1,3,3,5.0,2,0,0,2,0,7,-9.0,15,13,2,13,14,14,15,11,14,15,3,13,13,13,8,14,13,10,8,9,12,1,1,14,15,11
1610612743,Denver Nuggets,7,3,4,0.429,44.33,30,70,0.429,7,26,0.269,21,24,0.875,12,30,42,17,16.0,3,8,4,19,18,88,-6.0,5,5,11,9,4,4,4,6,4,4,14,4,4,4,4,2,3,2,13,6,1,11,12,5,4,10
1610612744,Golden State Warriors,13,8,5,0.615,57.86833333333333,40,103,0.388,17,46,0.37,31,36,0.861,22,38,60,29,18.0,7,8,6,27,28,128,12.0,1,1,14,3,1,2,2,10,1,1,7,2,2,7,1,1,1,1,15,3,1,14,15,2,2,3
1610612745,Houston Rockets,8,4,4,0.5,34.531666666666666,18,51,0.353,7,21,0.333,24,30,0.8,10,27,37,8,12.0,3,3,5,17,22,67,-15.0,4,4,11,6,5,5,5,14,4,5,9,3,3,8,5,3,5,7,12,6,5,12,10,3,5,14
1610612754,Indiana Pacers,3,0,3,0.0,7.73,3,9,0.333,3,5,0.6,0,0,0.0,0,5,5,2,2.0,0,0,1,3,1,9,-16.0,9,13,9,13,12,14,13,15,8,11,2,13,13,13,15,10,11,14,3,14,12,5,4,12,14,15
1610612746,LA Clippers,2,2,0,1.0,8.65,8,11,0.727,2,4,0.5,7,9,0.778,1,4,5,3,3.0,3,1,1,4,8,25,8.0,12,7,1,1,10,9,12,1,11,12,3,8,8,9,10,12,11,10,7,6,8,5,5,8,8,5
1610612749,Milwaukee Bucks,5,2,3,0.4,29.00333333333333,18,45,0.4,5,16,0.313,12,17,0.706,9,21,30,11,9.0,4,3,3,23,10,53,-11.0,6,7,9,10,6,5,6,8,6,6,11,7,6,11,6,6,6,5,11,4,5,10,13,7,6,13
1610612760,Oklahoma City Thunder,3,1,2,0.333,4.996666666666667,5,9,0.556,2,3,0.667,1,1,1.0,1,2,3,4,2.0,0,1,0,5,0,13,-9.0,9,10,5,11,15,12,13,3,11,13,1,12,12,1,10,13,13,9,3,14,8,1,6,14,13,11
1610612753,Orlando Magic,2,1,1,0.5,6.123333333333333,6,12,0.5,3,6,0.5,0,0,0.0,1,1,2,3,1.0,2,1,0,2,1,15,0.0,12,10,2,6,13,11,11,4,8,10,3,13,13,13,10,14,15,10,2,9,8,1,1,12,12,7
1610612755,Philadelphia 76ers,4,2,2,0.5,17.7,12,26,0.462,4,11,0.364,15,17,0.882,5,9,14,9,7.0,4,0,1,9,11,43,10.0,7,7,5,6,7,7,7,5,7,7,8,6,6,3,7,7,7,6,10,4,12,5,8,6,7,4
1610612757,Portland Trail Blazers,9,5,4,0.556,52.943333333333335,43,108,0.398,11,37,0.297,20,23,0.87,16,23,39,14,5.0,13,8,11,17,21,117,7.0,3,3,11,5,3,1,1,9,3,3,12,5,5,6,3,5,4,4,8,1,1,15,10,4,3,6
1610612759,San Antonio Spurs,3,1,2,0.333,10.4,5,14,0.357,1,3,0.333,7,8,0.875,2,6,8,3,2.0,2,0,2,5,5,18,-1.0,9,10,5,11,8,12,10,13,14,13,9,8,9,4,8,9,8,10,3,9,12,8,6,9,10,8
1610612761,Toronto Raptors,12,7,5,0.583,57.80833333333333,40,95,0.421,13,44,0.295,39,51,0.765,20,27,47,15,16.0,10,4,5,24,38,132,19.0,2,2,14,4,2,2,3,7,2,2,13,1,1,10,2,3,2,3,13,2,4,12,14,1,1,1
1610612762,Utah Jazz,2,0,2,0.0,9.446666666666667,7,19,0.368,2,8,0.25,2,2,1.0,1,7,8,1,2.0,1,3,2,9,2,18,-4.0,12,13,5,13,9,10,8,12,11,8,15,10,11,1,10,8,8,15,3,12,5,8,8,11,10,9
