player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1630174,Aaron Nesmith,Aaron,1610612738,BOS,22.0,15,8,7,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,40,194,67,59,4,2,11,1,15,14,5,126,11,63,20,6,2,45,BOS
201143,Al Horford,Al,1610612738,BOS,36.0,23,14,9,0.609,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,5,7,204,34,27,4,2,11,1,15,2,5,15,2,24,5,6,2,4,BOS
1628464,Daniel Theis,Daniel,1610612738,BOS,30.0,16,10,6,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,29,21,162,26,59,4,2,11,1,15,14,5,36,11,63,20,6,2,8,BOS
1628401,Derrick White,Derrick,1610612738,BOS,27.0,23,13,10,0.565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,5,13,213,53,27,4,2,11,1,15,14,5,36,11,10,20,6,2,16,BOS
1629684,Grant Williams,Grant,1610612738,BOS,23.0,24,14,10,0.583,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1,7,213,39,13,4,2,11,1,15,14,5,8,11,10,20,6,2,45,BOS
1627759,Jaylen Brown,Jaylen,1610612738,BOS,25.0,24,14,10,0.583,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,1,7,213,39,2,4,2,11,1,1,14,5,3,11,3,20,6,2,45,BOS
1628369,Jayson Tatum,Jayson,1610612738,BOS,24.0,24,14,10,0.583,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,7.0,0.0,0.0,0.0,2.0,1,7,213,39,13,4,2,11,1,1,14,5,2,11,2,20,6,2,8,BOS
1629752,Juwan Morgan,Juwan,1610612738,BOS,25.0,9,6,3,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,58,34,16,59,4,2,11,1,15,14,5,126,11,63,20,6,2,45,BOS
1628436,Luke Kornet,Luke,1610612738,BOS,26.0,9,4,5,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,87,139,103,59,4,2,11,1,15,14,5,126,11,63,20,6,2,45,BOS
1630238,Malik Fitts,Malik,1610612738,BOS,24.0,9,6,3,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,58,34,16,59,4,2,11,1,15,14,5,126,11,63,20,6,2,45,BOS
203935,Marcus Smart,Marcus,1610612738,BOS,28.0,21,12,9,0.571,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,13,14,204,51,59,1,2,11,1,4,14,5,8,11,24,20,6,2,45,BOS
203917,Nik Stauskas,Nik,1610612738,BOS,28.0,13,8,5,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,40,139,29,59,4,2,11,1,15,14,5,126,11,63,20,6,2,45,BOS
1630202,Payton Pritchard,Payton,1610612738,BOS,24.0,24,14,10,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,213,39,59,4,2,11,1,15,14,5,126,11,63,5,6,2,45,BOS
1629057,Robert Williams III,Robert,1610612738,BOS,24.0,17,9,8,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,26,27,201,68,59,4,2,11,1,15,14,5,55,11,63,20,6,2,8,BOS
1630573,Sam Hauser,Sam,1610612738,BOS,24.0,7,3,4,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,98,52,105,59,4,2,11,1,15,14,5,126,11,63,20,6,2,45,BOS
