GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,203142,Chris Copeland,Chris,1610612749,MIL,32.0,1,0,1,0.0,0.1733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,408,363,408,423,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,206,400,190,13,400
Players,203996,Damien Inglis,Damien,1610612749,MIL,21.0,1,0,1,0.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-231.3,0.0,0,0,0.0,404,408,363,408,417,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,429,400,190,13,400
Players,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,21.0,38,19,19,0.5,133.95,4.7,11.1,0.419,0.4,1.1,0.333,9.3,12.2,0.765,1.1,11.1,12.2,3.6,2.9,0.4,4.3,1.1,7.2,8.2,19.0,-6.1,50.1,12,3,44.4,38,64,43,188,50,224,241,174,203,258,88,74,71,168,221,50,91,119,103,230,25,126,134,76,168,257,102,29,4,113
Players,202328,Greg Monroe,Greg,1610612749,MIL,26.0,31,15,16,0.484,114.52666666666669,10.5,15.1,0.694,0.0,0.0,0.0,3.4,7.1,0.471,5.9,8.4,14.2,3.4,3.4,0.4,0.8,1.7,3.4,5.0,24.3,-5.0,46.9,16,0,44.4,100,109,97,232,87,55,165,43,209,275,209,226,165,290,41,109,64,129,81,226,146,81,329,160,110,248,119,17,13,114
Players,202349,Greivis Vasquez,Greivis,1610612749,MIL,29.0,6,4,2,0.667,13.241666666666667,3.6,14.5,0.25,3.6,14.5,0.25,0.0,0.0,0.0,0.0,3.6,3.6,14.5,0.0,0.0,0.0,0.0,3.6,0.0,10.9,47.1,37.0,0,0,32.6,312,270,329,61,303,261,178,298,39,13,140,299,312,299,270,302,340,4,282,237,200,206,319,326,273,35,197,190,13,220
Players,203953,Jabari Parker,Jabari,1610612749,MIL,21.0,30,16,14,0.533,103.87333333333332,4.6,9.7,0.476,0.5,0.9,0.5,4.6,5.5,0.833,2.3,6.0,8.3,1.4,1.8,0.9,0.9,0.5,3.7,3.7,14.3,1.4,30.1,6,0,28.2,107,99,125,168,100,226,266,128,197,263,30,183,211,122,147,193,202,244,172,182,140,190,316,222,221,199,265,60,13,267
Players,201573,Jerryd Bayless,Jerryd,1610612749,MIL,27.0,20,10,10,0.5,68.465,5.6,14.7,0.381,3.5,5.6,0.625,3.5,5.6,0.625,1.4,2.1,3.5,3.5,0.7,0.7,0.0,2.1,4.9,4.9,18.2,2.1,29.1,0,0,30.1,196,176,187,188,158,182,172,205,44,153,20,222,208,234,197,339,343,123,266,201,200,63,250,165,177,190,275,190,13,243
Players,203089,John Henson,John,1610612749,MIL,25.0,12,7,5,0.583,21.135,2.3,9.1,0.25,0.0,0.0,0.0,11.4,13.6,0.833,0.0,9.1,9.1,4.5,0.0,2.3,4.5,0.0,13.6,6.8,15.9,-15.9,54.1,1,0,43.2,257,215,264,116,280,304,282,298,209,275,209,47,57,122,270,95,177,87,282,57,22,206,30,100,201,308,79,125,13,126
Players,203948,Johnny O'Bryant III,Johnny,1610612749,MIL,23.0,5,1,4,0.2,9.4,5.1,5.1,1.0,0.0,0.0,0.0,10.2,10.2,1.0,5.1,10.2,15.3,5.1,0.0,0.0,0.0,0.0,15.3,5.1,20.4,-10.2,46.5,0,0,40.9,329,362,285,396,331,209,352,1,209,275,209,60,100,1,58,69,51,78,282,237,200,206,26,155,157,280,122,190,13,138
Players,203114,Khris Middleton,Khris,1610612749,MIL,24.0,38,20,18,0.526,155.45833333333334,8.0,22.8,0.351,1.9,9.9,0.188,11.7,14.2,0.826,0.0,3.7,3.7,4.6,5.2,2.8,0.3,0.9,5.6,9.6,29.6,1.5,45.0,0,0,46.0,38,45,59,173,24,105,68,243,116,55,178,44,51,139,270,298,338,84,23,41,192,141,219,48,70,195,133,190,13,104
