group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
Players,202692,Alec Burks,Alec,1610612765,DET,31.0,22,8,14,0.364,2.4,0.522,0.478,0.167,0.111,0.5,0.056,0.333,0.111,0.056,0.667,0.333,0.667,0.333,0.667,0.333,9,23,0.391,169,204,331,351,274,232,164,306,69,83,138,100,176,314,100,209,206,39,174,170,133,123,246
Players,202711,Bojan Bogdanović,Bojan,1610612765,DET,34.0,29,11,18,0.379,3.9,0.469,0.531,0.328,0.09,0.313,0.075,0.359,0.134,0.239,0.545,0.455,0.857,0.143,0.667,0.333,18,49,0.367,105,158,384,334,66,267,129,253,84,155,114,89,152,260,134,188,176,77,174,170,68,54,269
Players,1630595,Cade Cunningham,Cade,1610612765,DET,21.0,4,2,2,0.5,4.2,0.846,0.154,0.571,0.286,0.0,0.0,0.429,0.0,0.286,0.0,1.0,0.0,0.0,0.0,1.0,2,13,0.154,351,326,72,188,31,91,303,124,15,257,174,55,247,230,275,1,250,87,333,1,260,176,357
Players,202709,Cory Joseph,Cory,1610612765,DET,31.0,13,3,10,0.231,3.0,0.2,0.8,0.308,0.0,0.692,0.0,0.0,0.0,0.308,0.5,0.5,0.333,0.667,0.4,0.6,5,10,0.5,237,304,268,404,198,344,45,262,142,48,174,295,247,220,137,154,238,16,270,87,190,205,117
Players,1630647,Eugene Omoruyi,Eugene,1610612765,DET,26.0,5,1,4,0.2,3.0,0.5,0.5,0.667,0.0,0.0,0.0,0.333,0.333,0.667,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,338,372,136,408,191,236,131,80,142,257,174,100,35,69,1,259,250,87,1,267,295,323,117
Players,1628977,Hamidou Diallo,Hamidou,1610612765,DET,24.0,8,1,7,0.125,1.6,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,290,372,219,417,358,1,325,207,142,257,174,28,247,159,1,259,250,87,1,267,295,356,1
Players,1630587,Isaiah Livers,Isaiah,1610612765,DET,24.0,19,4,15,0.211,2.4,0.455,0.545,0.4,0.0,0.6,0.0,0.0,0.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0,2,11,0.182,191,278,344,407,273,272,122,207,142,62,174,295,247,159,1,259,1,87,1,267,260,195,352
Players,1630191,Isaiah Stewart,Isaiah,1610612765,DET,22.0,18,7,11,0.389,3.2,0.455,0.545,0.4,0.0,0.2,0.0,0.4,0.0,0.4,0.667,0.333,1.0,0.0,0.75,0.25,4,11,0.364,199,223,284,329,171,272,122,207,142,206,174,66,247,159,100,209,1,87,142,206,207,195,271
Players,1631093,Jaden Ivey,Jaden,1610612765,DET,21.0,28,9,19,0.321,3.5,0.538,0.462,0.339,0.102,0.356,0.0,0.305,0.136,0.237,0.2,0.8,0.714,0.286,0.412,0.588,17,39,0.436,118,189,398,383,118,224,171,246,72,136,174,128,151,263,249,67,202,53,269,92,73,69,203
Players,1631105,Jalen Duren,Jalen,1610612765,DET,19.0,20,7,13,0.35,3.4,1.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.5,6,15,0.4,181,223,313,358,124,1,325,62,142,257,174,159,247,52,137,154,250,87,219,120,173,163,236
Players,1630164,James Wiseman,James,1610612765,DET,22.0,8,0,8,0.0,3.0,1.0,0.0,0.889,0.0,0.0,0.0,0.111,0.222,0.889,0.5,0.5,0.0,0.0,0.5,0.5,4,5,0.8,290,418,238,418,194,1,325,40,142,257,174,264,77,33,137,154,250,87,219,120,207,261,38
Players,1630165,Killian Hayes,Killian,1610612765,DET,21.0,24,6,18,0.25,3.3,0.444,0.556,0.188,0.063,0.563,0.0,0.249,0.125,0.125,0.333,0.667,0.667,0.333,0.556,0.444,9,27,0.333,148,239,384,396,157,276,120,303,110,74,174,159,162,299,205,101,206,39,214,145,133,106,286
Players,1628963,Marvin Bagley III,Marvin,1610612765,DET,24.0,10,2,8,0.2,3.2,0.5,0.5,0.333,0.0,0.0,0.0,0.667,0.0,0.333,1.0,0.0,0.0,0.0,1.0,0.0,1,4,0.25,271,326,238,408,176,236,131,247,142,257,174,24,247,206,1,259,250,87,1,267,295,279,331
Players,1630181,R.J. Hampton,R.J.,1610612765,DET,22.0,7,1,6,0.143,2.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2,0.5,309,372,191,414,285,1,325,1,142,257,174,295,247,1,275,1,250,87,333,1,295,323,117
Players,203585,Rodney McGruder,Rodney,1610612765,DET,31.0,3,0,3,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,368,418,115,418,221,366,325,323,142,257,174,295,247,315,275,259,250,87,333,267,361,396,361
