player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,team
1628993,Alize Johnson,Alize,1610612751,BKN,25.0,5,3,2,0.6,4.5,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.5,1.0,0.25,0.75,0.0,0.0,0.25,0.75,4,7,0.571,120,100,35,50,188,1,192,1,124,158,17,178,8,1,167,38,153,82,190,21,162,174,34,BKN
201933,Blake Griffin,Blake,1610612751,BKN,32.0,12,7,5,0.583,26.5,0.544,0.456,0.519,0.0,0.389,0.037,0.092,0.12,0.519,0.607,0.393,0.786,0.214,0.667,0.333,42,79,0.532,38,38,168,56,80,137,93,98,124,87,147,148,105,66,78,131,104,54,95,106,53,58,48,BKN
1628971,Bruce Brown,Bruce,1610612751,BKN,24.0,12,7,5,0.583,23.1,0.861,0.139,0.8,0.021,0.063,0.105,0.137,0.147,0.779,0.842,0.158,1.0,0.0,0.85,0.15,40,79,0.506,38,38,168,56,95,45,185,36,118,155,83,110,81,31,33,176,1,82,44,168,55,58,57,BKN
1629185,Chris Chiozza,Chris,1610612751,BKN,25.0,6,4,2,0.667,3.2,0.571,0.429,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,7,0.286,100,80,35,31,204,128,100,133,6,32,158,178,168,203,193,1,153,1,201,1,179,174,193,BKN
201935,James Harden,James,1610612751,BKN,31.0,9,6,3,0.667,35.7,0.389,0.611,0.297,0.011,0.396,0.011,0.307,0.11,0.286,0.222,0.778,0.083,0.917,0.157,0.843,51,108,0.472,73,58,64,31,29,175,54,168,123,86,157,25,116,138,173,35,151,7,195,17,43,46,90,BKN
201145,Jeff Green,Jeff,1610612751,BKN,34.0,6,3,3,0.5,24.7,0.455,0.545,0.245,0.041,0.612,0.041,0.143,0.204,0.204,1.0,0.0,1.0,0.0,1.0,0.0,16,33,0.485,100,100,64,96,85,161,69,185,98,31,143,104,33,180,1,183,1,82,1,187,109,116,80,BKN
203925,Joe Harris,Joe,1610612751,BKN,29.0,12,7,5,0.583,36.2,0.333,0.667,0.239,0.015,0.739,0.164,0.022,0.149,0.224,0.875,0.125,1.0,0.0,0.959,0.041,49,123,0.398,38,38,168,56,25,189,34,189,120,16,46,176,80,172,29,179,1,82,26,186,48,34,155,BKN
201142,Kevin Durant,Kevin,1610612751,BKN,32.0,12,7,5,0.583,40.4,0.709,0.291,0.545,0.277,0.241,0.044,0.214,0.151,0.268,0.348,0.652,0.697,0.303,0.428,0.572,145,282,0.514,38,38,168,56,4,84,146,89,10,128,140,52,78,150,142,67,121,37,163,49,9,8,53,BKN
202681,Kyrie Irving,Kyrie,1610612751,BKN,29.0,9,6,3,0.667,36.1,0.601,0.399,0.52,0.167,0.353,0.162,0.127,0.142,0.353,0.302,0.698,0.708,0.292,0.429,0.571,77,163,0.472,73,58,64,31,26,116,114,97,33,98,47,119,84,117,158,51,119,38,160,50,25,27,89,BKN
1629013,Landry Shamet,Landry,1610612751,BKN,24.0,12,7,5,0.583,17.2,0.366,0.634,0.32,0.04,0.6,0.18,0.08,0.16,0.28,0.75,0.25,0.9,0.1,0.833,0.167,18,41,0.439,38,38,168,56,117,179,51,165,103,32,37,156,66,142,46,159,86,71,48,158,101,104,115,BKN
1628455,Mike James,Mike,1610612751,BKN,30.0,9,6,3,0.667,11.4,0.628,0.372,0.545,0.121,0.455,0.0,0.0,0.242,0.424,0.222,0.778,0.4,0.6,0.286,0.714,14,43,0.326,73,58,64,31,144,109,121,88,52,75,158,178,23,93,173,35,140,17,188,24,116,97,180,BKN
1629651,Nic Claxton,Nic,1610612751,BKN,22.0,12,7,5,0.583,10.8,1.0,0.0,0.933,0.0,0.0,0.067,0.067,0.267,0.933,0.786,0.214,0.0,0.0,0.786,0.214,14,29,0.483,38,38,168,56,147,1,192,23,124,158,124,161,18,17,39,170,153,82,62,150,116,127,83,BKN
1629617,Reggie Perry,Reggie,1610612751,BKN,21.0,5,3,2,0.6,4.4,0.615,0.385,0.625,0.0,0.375,0.0,0.0,0.0,0.625,0.6,0.4,1.0,0.0,0.714,0.286,7,13,0.538,120,100,35,50,191,111,119,68,124,91,158,178,168,50,79,124,1,82,81,129,148,157,46,BKN
1627789,Timothe Luwawu-Cabarrot,Timothe,1610612751,BKN,26.0,7,5,2,0.714,3.5,0.4,0.6,0.25,0.0,0.75,0.0,0.0,0.25,0.25,0.0,1.0,0.5,0.5,0.333,0.667,3,10,0.3,86,75,35,21,199,171,58,179,124,9,158,178,19,157,193,1,134,21,177,31,168,162,187,BKN
204020,Tyler Johnson,Tyler,1610612751,BKN,29.0,8,5,3,0.625,8.6,0.353,0.647,0.353,0.235,0.529,0.176,0.118,0.0,0.118,1.0,0.0,1.0,0.0,1.0,0.0,6,17,0.353,81,75,64,47,159,183,47,155,14,54,38,126,168,195,1,183,1,82,1,187,152,149,170,BKN
