team_id,team_name,team,gp,g,fga_frequency,fgm,fga,fg_pct,efg_pct,fg2a_frequency,fg2m,fg2a,fg2_pct,fg3a_frequency,fg3m,fg3a,fg3_pct
1610612747,Los Angeles Lakers,LAL,21,21,0.424,481,739,0.651,0.651,0.424,481,739,0.651,0.0,0,0,
1610612748,Miami Heat,MIA,21,21,0.374,373,639,0.584,0.584,0.374,373,639,0.584,0.0,0,0,
1610612743,Denver Nuggets,DEN,19,19,0.376,334,589,0.567,0.567,0.376,334,589,0.567,0.0,0,0,
1610612738,Boston Celtics,BOS,17,17,0.391,330,564,0.585,0.585,0.391,330,564,0.585,0.0,0,0,
1610612746,LA Clippers,LAC,13,13,0.402,265,451,0.588,0.588,0.402,265,451,0.588,0.0,0,0,
1610612761,Toronto Raptors,TOR,11,11,0.416,209,405,0.516,0.516,0.416,209,405,0.516,0.0,0,0,
1610612745,Houston Rockets,HOU,12,12,0.39,221,401,0.551,0.551,0.39,221,401,0.551,0.0,0,0,
1610612749,Milwaukee Bucks,MIL,10,10,0.388,198,337,0.588,0.588,0.388,198,337,0.588,0.0,0,0,
1610612762,Utah Jazz,UTA,7,7,0.429,141,246,0.573,0.573,0.429,141,246,0.573,0.0,0,0,
1610612760,Oklahoma City Thunder,OKC,7,7,0.378,120,226,0.531,0.531,0.378,120,226,0.531,0.0,0,0,
1610612742,Dallas Mavericks,DAL,6,6,0.366,119,196,0.607,0.607,0.366,119,196,0.607,0.0,0,0,
1610612757,Portland Trail Blazers,POR,5,5,0.388,92,171,0.538,0.538,0.388,92,171,0.538,0.0,0,0,
1610612754,Indiana Pacers,IND,4,4,0.405,73,130,0.562,0.562,0.405,73,130,0.562,0.0,0,0,
1610612755,Philadelphia 76ers,PHI,4,4,0.371,63,125,0.504,0.504,0.371,63,125,0.504,0.0,0,0,
1610612753,Orlando Magic,ORL,5,5,0.275,57,122,0.467,0.467,0.275,57,122,0.467,0.0,0,0,
1610612751,Brooklyn Nets,BKN,4,4,0.304,56,111,0.505,0.505,0.304,56,111,0.505,0.0,0,0,
