season,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612761,TOR,Toronto Raptors,41800406,2019-06-13,TOR @ GSW,W,48.0,39,82,0.476,13,33,0.394,23,29,0.793,11,28,39,25,12.0,8,2,6,23,23,114,4.0,1,1,1,1,9,65,116,48,46,75,46,43,43,78,56,142,134,48,50,51,132,109,95,51,50,66,1,2018,2019,False,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800406,2019-06-13,GSW vs. TOR,L,48.0,39,80,0.488,11,31,0.355,21,30,0.7,11,31,42,28,17.0,9,6,2,23,23,110,-4.0,1,83,83,83,9,65,134,36,79,93,81,64,36,128,56,116,103,25,129,29,38,11,95,51,68,91,1,2018,2019,True,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800405,2019-06-10,TOR vs. GSW,L,48.0,38,85,0.447,8,32,0.25,21,27,0.778,13,30,43,19,13.0,6,5,7,19,22,105,-1.0,1,83,83,83,9,78,93,81,130,85,140,64,54,85,26,128,90,121,63,88,57,128,25,71,88,83,1,2018,2019,True,TOR,GSW
2018-19,1610612744,GSW,Golden State Warriors,41800405,2019-06-10,GSW @ TOR,W,48.0,38,82,0.463,20,42,0.476,10,14,0.714,6,31,37,27,16.0,5,7,5,22,19,106,1.0,1,1,1,1,9,78,116,63,1,13,6,150,152,122,146,116,144,29,114,116,25,82,69,130,86,82,1,2018,2019,False,TOR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800404,2019-06-07,TOR @ GSW,W,48.0,36,86,0.419,10,32,0.313,23,24,0.958,7,32,39,22,11.0,12,4,6,21,23,105,13.0,1,1,1,1,9,103,81,106,103,85,111,43,82,1,121,103,134,84,36,7,84,109,48,51,88,31,1,2018,2019,False,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800404,2019-06-07,GSW vs. TOR,L,48.0,35,78,0.449,8,27,0.296,14,21,0.667,8,34,42,26,19.0,6,6,4,23,21,92,-13.0,1,83,83,83,9,117,146,78,130,131,121,134,116,141,101,80,103,39,149,88,38,54,95,97,146,132,1,2018,2019,True,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800403,2019-06-05,GSW vs. TOR,L,48.0,36,91,0.396,12,36,0.333,25,30,0.833,13,28,41,25,15.0,8,3,10,21,22,109,-14.0,1,83,83,83,9,103,41,130,61,51,90,21,36,51,26,142,116,48,104,51,112,154,48,71,72,135,1,2018,2019,True,GSW,TOR
2018-19,1610612761,TOR,Toronto Raptors,41800403,2019-06-05,TOR @ GSW,W,48.0,43,82,0.524,17,38,0.447,20,21,0.952,5,35,40,30,16.0,9,10,3,22,21,123,14.0,1,1,1,1,9,26,116,12,6,37,12,73,116,4,157,70,126,15,114,29,9,34,69,97,15,29,1,2018,2019,False,GSW,TOR
2018-19,1610612744,GSW,Golden State Warriors,41800402,2019-06-02,GSW @ TOR,W,48.0,38,82,0.463,13,34,0.382,20,23,0.87,6,36,42,34,16.0,7,5,2,26,22,109,5.0,1,1,1,1,9,78,116,63,46,67,60,73,96,35,146,59,103,3,114,72,57,11,137,71,72,57,1,2018,2019,False,TOR,GSW
2018-19,1610612761,TOR,Toronto Raptors,41800402,2019-06-02,TOR vs. GSW,L,48.0,35,94,0.372,11,38,0.289,23,26,0.885,15,34,49,17,15.0,8,2,5,22,26,104,-5.0,1,83,83,83,9,117,24,147,79,37,129,43,63,28,16,80,38,145,104,51,132,82,69,20,94,100,1,2018,2019,True,TOR,GSW
