GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,203085,Austin Rivers,Austin,1610612746,LAC,23.0,1,0,1,0.0,3.9,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,2.7,0,0,2.0,98,99,64,99,31,74,6,74,33,2,33,46,49,46,48,9,15,1,44,36,32,31,81,64,83,125,45,36,2,55
Players,201933,Blake Griffin,Blake,1610612746,LAC,27.0,1,0,1,0.0,4.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,0,0,0.0,98,99,64,99,17,74,44,74,33,10,33,46,49,46,48,83,88,45,2,36,32,31,81,64,83,125,130,36,2,107
Players,101108,Chris Paul,Chris,1610612746,LAC,31.0,1,0,1,0.0,4.4,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-5.0,3.5,0,0,3.0,98,99,64,99,17,10,14,24,33,68,33,46,49,46,48,83,88,1,44,36,32,31,2,64,21,125,31,36,2,34
Players,202332,Cole Aldrich,Cole,1610612746,LAC,27.0,1,0,1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0,0,0.0,98,99,64,99,118,74,99,74,33,68,33,46,49,46,48,83,88,45,44,36,32,31,6,64,83,72,106,36,2,107
Players,201599,DeAndre Jordan,DeAndre,1610612746,LAC,27.0,2,0,2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.167,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,-3.0,2.9,2,0,2.5,78,99,44,99,56,74,99,74,33,68,33,23,2,45,1,9,1,45,44,36,32,31,81,1,73,110,42,8,2,45
Players,200755,JJ Redick,JJ,1610612746,LAC,32.0,2,0,2,0.0,3.9,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,-2.5,2.0,0,0,2.0,78,99,44,99,32,10,14,24,33,10,33,46,49,46,48,83,88,45,44,36,32,31,27,64,21,104,62,36,2,55
Players,2037,Jamal Crawford,Jamal,1610612746,LAC,36.0,2,0,2,0.0,4.2,0.5,1.5,0.333,0.0,0.5,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.5,-5.0,3.3,0,0,3.0,78,99,44,99,23,31,28,48,33,30,33,6,9,1,48,83,88,17,44,36,32,31,81,6,16,125,35,36,2,34
Players,201145,Jeff Green,Jeff,1610612746,LAC,29.0,1,0,1,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,2.4,0,0,2.0,98,99,64,99,66,74,99,74,33,68,33,46,49,46,48,1,1,45,44,36,32,31,6,64,83,122,51,36,2,55
Players,201601,Luc Mbah a Moute,Luc,1610612746,LAC,29.0,1,0,1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0,0,0.0,98,99,64,99,121,74,99,74,33,68,33,46,49,46,48,83,88,45,44,36,32,31,81,64,83,125,106,36,2,107
Players,1718,Paul Pierce,Paul,1610612746,LAC,38.0,1,0,1,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,0.0,0,0,0.0,98,99,64,99,107,74,99,74,33,68,33,46,49,46,48,83,88,45,44,36,32,31,6,64,83,122,106,36,2,107
