GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,203085,Austin Rivers,Austin,1610612746,LAC,23.0,1,0,1,0.0,3.9,102.0,100.0,100.0,104.6,122.2,122.2,-2.5,-22.2,-22.2,0.5,0.0,25.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.375,0.381,100.07,91.53,76.27,91.53,-0.143,6,0,3,0.0,3.0,0.0,98,99,19,99,31,42,41,41,64,102,102,54,80,80,9,25,16,48,26,45,1,1,74,83,11,13,38,80,80,116,74,47,74,6,74
Players,201933,Blake Griffin,Blake,1610612746,LAC,27.0,1,0,1,0.0,4.4,59.5,66.7,66.7,118.0,110.0,110.0,-58.5,-43.3,-43.3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.2,0.198,105.62,103.44,86.2,103.44,-0.364,9,0,1,0.0,1.0,0.0,98,99,19,99,17,116,109,109,97,71,71,115,107,107,45,25,45,48,83,88,128,128,74,83,43,47,17,31,31,123,74,76,74,44,74
Players,101108,Chris Paul,Chris,1610612746,LAC,31.0,1,0,1,0.0,4.4,59.5,66.7,66.7,118.0,110.0,110.0,-58.5,-43.3,-43.3,1.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.198,105.62,103.44,86.2,103.44,0.0,9,1,2,1.0,2.0,0.5,98,99,19,99,17,116,109,109,97,71,71,115,107,107,1,25,8,48,83,88,1,1,34,46,43,47,17,31,31,81,44,61,10,14,24
Players,202332,Cole Aldrich,Cole,1610612746,LAC,27.0,1,0,1,0.0,0.9,100.0,100.0,100.0,104.2,150.0,150.0,-4.2,-50.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.14,110.77,92.31,110.77,-0.5,2,0,0,0.0,0.0,0.0,98,99,19,99,118,49,41,41,60,123,123,58,110,111,45,25,45,48,83,88,1,1,74,83,107,107,7,20,20,127,74,99,74,99,74
Players,201599,DeAndre Jordan,DeAndre,1610612746,LAC,27.0,2,0,2,0.0,3.4,83.6,83.3,83.3,105.3,106.7,106.7,-21.7,-23.3,-23.3,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.189,0.2,0.189,95.21,94.64,78.87,94.64,-0.087,12,0,0,0.0,0.0,0.0,78,99,69,99,56,90,86,86,66,69,69,86,84,84,45,25,45,7,18,5,1,1,74,82,43,52,63,66,66,109,74,99,74,99,74
Players,200755,JJ Redick,JJ,1610612746,LAC,32.0,2,0,2,0.0,3.9,75.2,80.0,80.0,100.2,100.0,100.0,-25.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.222,0.223,101.49,98.65,82.21,98.65,0.118,15,2,4,1.0,2.0,0.5,78,99,69,99,32,105,91,91,55,50,50,92,77,77,45,25,45,48,83,88,1,1,34,46,34,40,29,42,42,47,28,34,10,14,24
Players,2037,Jamal Crawford,Jamal,1610612746,LAC,36.0,2,0,2,0.0,4.2,75.2,80.0,80.0,110.9,115.8,115.8,-35.7,-35.8,-35.8,0.333,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.333,0.579,0.222,0.241,103.0,97.82,81.52,97.82,0.32,15,1,3,0.5,1.5,0.333,78,99,69,99,23,105,91,91,80,92,92,102,105,105,18,25,21,48,83,88,1,1,55,36,34,34,25,46,46,14,44,47,31,28,48
Players,201145,Jeff Green,Jeff,1610612746,LAC,29.0,1,0,1,0.0,3.1,103.1,80.0,80.0,104.7,114.3,114.3,-1.6,-34.3,-34.3,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,90.16,93.91,78.26,93.91,0.2,5,0,0,0.0,0.0,0.0,98,99,19,99,66,36,91,91,65,83,83,52,102,102,45,25,45,48,1,5,1,1,74,83,107,107,81,69,69,27,74,99,74,99,74
Players,201601,Luc Mbah a Moute,Luc,1610612746,LAC,29.0,1,0,1,0.0,0.6,0.0,0.0,0.0,173.6,250.0,250.0,-173.6,-250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.17,86.23,71.86,86.23,0.0,0,0,0,0.0,0.0,0.0,98,99,19,99,121,124,124,124,123,131,131,127,131,131,45,25,45,48,83,88,1,1,74,83,107,107,9,99,99,81,74,99,74,99,74
Players,1718,Paul Pierce,Paul,1610612746,LAC,38.0,1,0,1,0.0,1.5,50.0,50.0,50.0,129.3,150.0,150.0,-79.3,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7,128.43,107.02,128.43,-1.0,4,0,0,0.0,0.0,0.0,98,99,19,99,107,121,119,119,115,123,123,120,122,122,45,25,45,48,83,88,1,1,74,83,107,107,5,9,9,129,74,99,74,99,74
