GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,203085,Austin Rivers,Austin,1610612746,LAC,23.0,1,0,1,0.0,3.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,98,99,19,99,31,36,34,24,55,1,131,1,110,32,1,1,64,45
Players,201933,Blake Griffin,Blake,1610612746,LAC,27.0,1,0,1,0.0,4.4,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,-1.0,98,99,19,99,17,36,34,24,55,61,112,94,5,32,1,1,64,130
Players,101108,Chris Paul,Chris,1610612746,LAC,31.0,1,0,1,0.0,4.4,2.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,3.5,98,99,19,99,17,2,34,24,55,61,112,94,5,32,1,130,64,31
Players,202332,Cole Aldrich,Cole,1610612746,LAC,27.0,1,0,1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,99,19,99,118,36,34,24,55,1,128,1,110,32,1,117,64,106
Players,201599,DeAndre Jordan,DeAndre,1610612746,LAC,27.0,2,0,2,0.0,3.4,0.0,0.0,0.0,0.0,0.5,2.0,0.5,2.0,0.0,0.0,0.0,2.0,2.9,78,99,69,99,56,36,34,24,55,43,112,74,49,32,1,1,1,42
Players,200755,JJ Redick,JJ,1610612746,LAC,32.0,2,0,2,0.0,3.9,0.0,1.0,0.0,1.0,0.5,2.5,0.5,2.0,0.0,0.0,0.5,0.0,2.0,78,99,69,99,32,36,4,24,14,43,127,74,49,32,1,95,64,62
Players,2037,Jamal Crawford,Jamal,1610612746,LAC,36.0,2,0,2,0.0,4.2,0.0,0.0,0.0,0.0,0.5,3.5,0.5,2.0,0.0,0.0,0.0,1.0,3.3,78,99,69,99,23,36,34,24,55,43,130,74,49,32,1,1,6,35
Players,201145,Jeff Green,Jeff,1610612746,LAC,29.0,1,0,1,0.0,3.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.4,98,99,19,99,66,36,34,24,55,1,112,1,110,32,1,117,64,51
Players,201601,Luc Mbah a Moute,Luc,1610612746,LAC,29.0,1,0,1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,99,19,99,121,36,34,24,55,1,112,1,110,32,1,1,64,106
Players,1718,Paul Pierce,Paul,1610612746,LAC,38.0,1,0,1,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98,99,19,99,107,36,34,24,55,1,128,1,110,32,1,117,64,106
