player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
201143,Al Horford,Al,1610612738,BOS,38.0,19,16,3,0.842,574.8883333333333,106.6,98,0.177,0.252,15,0.192,16,0.25,154,112,115,590,-13.69,9,1,53,10,11,79,9,50,56,16,93,11,58,197,187,187,206,195,BOS
1628401,Derrick White,Derrick,1610612738,BOS,29.0,19,16,3,0.842,676.025,108.1,62,0.095,0.134,18,0.186,23,0.291,190,131,147,686,-16.9,9,1,53,10,7,87,22,150,159,9,99,5,50,207,198,206,208,205,BOS
1630531,Jaden Springer,Jaden,1610612738,BOS,21.0,4,2,2,0.5,22.03333333333333,86.0,3,0.136,0.188,0,0.0,1,0.333,7,3,6,18,-0.27,141,101,25,78,170,24,165,89,101,162,162,104,33,44,35,45,45,35,BOS
1627759,Jaylen Brown,Jaylen,1610612738,BOS,27.0,19,16,3,0.842,706.8783333333333,109.9,91,0.133,0.19,23,0.235,12,0.145,205,146,153,718,-18.21,9,1,53,10,6,102,11,94,100,3,63,15,103,209,203,210,209,210,BOS
1628369,Jayson Tatum,Jayson,1610612738,BOS,26.0,19,16,3,0.842,768.4483333333334,108.6,167,0.224,0.315,20,0.192,13,0.153,207,153,159,774,-19.11,9,1,53,10,4,91,2,24,22,7,93,13,101,210,204,211,213,211,BOS
1641775,Jordan Walsh,Jordan,1610612738,BOS,20.0,3,1,2,0.333,11.32,62.5,2,0.133,0.222,0,0.0,0,0.0,2,3,6,8,0.01,171,136,25,113,188,9,174,92,80,162,162,142,142,17,35,45,17,9,BOS
201950,Jrue Holiday,Jrue,1610612738,BOS,34.0,19,16,3,0.842,720.06,107.3,79,0.111,0.157,21,0.214,12,0.145,190,141,136,720,-17.5,9,1,53,10,5,81,16,124,130,5,75,15,103,207,202,202,210,207,BOS
204001,Kristaps Porziņģis,Kristaps,1610612738,BOS,28.0,7,6,1,0.857,164.845,101.6,27,0.164,0.216,5,0.217,11,0.478,42,17,28,116,-3.45,80,51,7,7,88,59,63,62,85,70,72,21,24,110,82,100,106,112,BOS
1628436,Luke Kornet,Luke,1610612738,BOS,28.0,13,11,2,0.846,133.22833333333332,111.4,22,0.164,0.222,1,0.125,5,0.556,52,32,29,126,-3.6,35,16,25,9,102,122,79,61,80,135,136,49,11,134,110,102,116,115,BOS
1629674,Neemias Queta,Neemias,1610612738,BOS,24.0,3,1,2,0.333,13.35,55.6,2,0.111,0.167,0,0.0,1,0.5,2,3,6,8,0.06,171,136,25,113,182,7,174,125,119,162,162,104,15,17,35,45,17,5,BOS
1629052,Oshae Brissett,Oshae,1610612738,BOS,26.0,10,8,2,0.8,55.115,93.7,11,0.19,0.289,3,0.5,2,0.222,16,12,14,50,-0.95,56,24,25,18,145,34,121,40,35,99,7,87,68,70,68,68,71,60,BOS
1630202,Payton Pritchard,Payton,1610612738,BOS,26.0,19,16,3,0.842,355.1383333333333,108.6,23,0.068,0.096,4,0.1,0,0.0,98,78,64,358,-8.95,9,1,53,10,40,92,72,185,193,86,148,142,142,172,165,155,183,171,BOS
1630573,Sam Hauser,Sam,1610612738,BOS,26.0,19,16,3,0.842,282.865,102.2,33,0.119,0.168,5,0.217,3,0.097,74,52,53,252,-6.11,9,1,53,10,48,63,54,113,118,70,72,68,116,159,139,140,165,153,BOS
1629004,Svi Mykhailiuk,Svi,1610612738,BOS,27.0,8,6,2,0.75,31.68166666666667,98.4,4,0.129,0.182,1,0.333,0,0.0,15,4,2,22,-0.63,78,51,25,19,158,46,155,97,108,135,22,142,142,67,40,17,51,52,BOS
1630214,Xavier Tillman,Xavier,1610612738,BOS,25.0,8,6,2,0.75,69.12333333333333,95.5,10,0.137,0.208,3,0.2,3,0.375,21,18,17,74,-1.22,78,51,25,19,133,38,127,87,91,99,80,68,29,75,83,73,83,65,BOS
