season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2016-17,1610612741,41600101,2017-04-16,CHI,BOS,BOS,1610612738,106,102,W,4,rnd1,1
2016-17,1610612741,41600102,2017-04-18,CHI,BOS,BOS,1610612738,111,97,W,14,rnd1,2
2016-17,1610612741,41600103,2017-04-21,BOS,CHI,BOS,1610612738,87,104,L,-17,rnd1,3
2016-17,1610612741,41600104,2017-04-23,BOS,CHI,BOS,1610612738,95,104,L,-9,rnd1,4
2016-17,1610612741,41600105,2017-04-26,CHI,BOS,BOS,1610612738,97,108,L,-11,rnd1,5
2016-17,1610612741,41600106,2017-04-28,BOS,CHI,BOS,1610612738,83,105,L,-22,rnd1,6
