season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2016-17,1610612741,21600015,2016-10-27,BOS,CHI,BOS,1610612738,1,105,99,W,6
2016-17,1610612741,21600030,2016-10-29,IND,CHI,IND,1610612754,2,118,101,W,17
2016-17,1610612741,21600043,2016-10-31,CHI,BKN,BKN,1610612751,3,118,88,W,30
2016-17,1610612741,21600061,2016-11-02,CHI,BOS,BOS,1610612738,4,100,107,L,-7
2016-17,1610612741,21600073,2016-11-04,NYK,CHI,NYK,1610612752,5,104,117,L,-13
2016-17,1610612741,21600083,2016-11-05,CHI,IND,IND,1610612754,6,94,111,L,-17
2016-17,1610612741,21600096,2016-11-07,ORL,CHI,ORL,1610612753,7,112,80,W,32
2016-17,1610612741,21600111,2016-11-09,CHI,ATL,ATL,1610612737,8,107,115,L,-8
2016-17,1610612741,21600118,2016-11-10,CHI,MIA,MIA,1610612748,9,98,95,W,3
2016-17,1610612741,21600133,2016-11-12,WAS,CHI,WAS,1610612764,10,106,95,W,11
2016-17,1610612741,21600156,2016-11-15,CHI,POR,POR,1610612757,11,113,88,W,25
2016-17,1610612741,21600173,2016-11-17,CHI,UTA,UTA,1610612762,12,85,77,W,8
2016-17,1610612741,21600192,2016-11-19,CHI,LAC,LAC,1610612746,13,95,102,L,-7
2016-17,1610612741,21600198,2016-11-20,CHI,LAL,LAL,1610612747,14,118,110,W,8
2016-17,1610612741,21600210,2016-11-22,CHI,DEN,DEN,1610612743,15,107,110,L,-3
2016-17,1610612741,21600229,2016-11-25,CHI,PHI,PHI,1610612755,16,105,89,W,16
2016-17,1610612741,21600269,2016-11-30,LAL,CHI,LAL,1610612747,17,90,96,L,-6
2016-17,1610612741,21600286,2016-12-02,CLE,CHI,CLE,1610612739,18,111,105,W,6
2016-17,1610612741,21600296,2016-12-03,CHI,DAL,DAL,1610612742,19,82,107,L,-25
2016-17,1610612741,21600308,2016-12-05,POR,CHI,POR,1610612757,20,110,112,L,-2
2016-17,1610612741,21600317,2016-12-06,CHI,DET,DET,1610612765,21,91,102,L,-11
2016-17,1610612741,21600336,2016-12-08,SAS,CHI,SAS,1610612759,22,95,91,W,4
2016-17,1610612741,21600350,2016-12-10,MIA,CHI,MIA,1610612748,23,105,100,W,5
2016-17,1610612741,21600370,2016-12-13,MIN,CHI,MIN,1610612750,24,94,99,L,-5
2016-17,1610612741,21600384,2016-12-15,CHI,MIL,MIL,1610612749,25,97,108,L,-11
2016-17,1610612741,21600393,2016-12-16,MIL,CHI,MIL,1610612749,26,69,95,L,-26
2016-17,1610612741,21600414,2016-12-19,DET,CHI,DET,1610612765,27,113,82,W,31
2016-17,1610612741,21600432,2016-12-21,WAS,CHI,WAS,1610612764,28,97,107,L,-10
2016-17,1610612741,21600442,2016-12-23,CHI,CHA,CHA,1610612766,29,91,103,L,-12
2016-17,1610612741,21600458,2016-12-25,CHI,SAS,SAS,1610612759,30,100,119,L,-19
2016-17,1610612741,21600465,2016-12-26,IND,CHI,IND,1610612754,31,90,85,W,5
2016-17,1610612741,21600480,2016-12-28,BKN,CHI,BKN,1610612751,32,101,99,W,2
2016-17,1610612741,21600492,2016-12-30,CHI,IND,IND,1610612754,33,101,111,L,-10
2016-17,1610612741,21600503,2016-12-31,MIL,CHI,MIL,1610612749,34,96,116,L,-20
2016-17,1610612741,21600517,2017-01-02,CHA,CHI,CHA,1610612766,35,118,111,W,7
2016-17,1610612741,21600532,2017-01-04,CHI,CLE,CLE,1610612739,36,106,94,W,12
2016-17,1610612741,21600554,2017-01-07,TOR,CHI,TOR,1610612761,37,123,118,W,5
2016-17,1610612741,21600569,2017-01-09,OKC,CHI,OKC,1610612760,38,94,109,L,-15
2016-17,1610612741,21600571,2017-01-10,CHI,WAS,WAS,1610612764,39,99,101,L,-2
2016-17,1610612741,21600587,2017-01-12,CHI,NYK,NYK,1610612752,40,89,104,L,-15
2016-17,1610612741,21600602,2017-01-14,NOP,CHI,NOP,1610612740,41,107,99,W,8
2016-17,1610612741,21600611,2017-01-15,CHI,MEM,MEM,1610612763,42,108,104,W,4
2016-17,1610612741,21600624,2017-01-17,DAL,CHI,DAL,1610612742,43,98,99,L,-1
2016-17,1610612741,21600647,2017-01-20,CHI,ATL,ATL,1610612737,44,93,102,L,-9
2016-17,1610612741,21600660,2017-01-21,SAC,CHI,SAC,1610612758,45,102,99,W,3
2016-17,1610612741,21600677,2017-01-24,CHI,ORL,ORL,1610612753,46,100,92,W,8
2016-17,1610612741,21600683,2017-01-25,ATL,CHI,ATL,1610612737,47,114,119,L,-5
2016-17,1610612741,21600700,2017-01-27,MIA,CHI,MIA,1610612748,48,88,100,L,-12
2016-17,1610612741,21600716,2017-01-29,PHI,CHI,PHI,1610612755,49,121,108,W,13
2016-17,1610612741,21600740,2017-02-01,CHI,OKC,OKC,1610612760,50,128,100,W,28
2016-17,1610612741,21600749,2017-02-03,CHI,HOU,HOU,1610612745,51,117,121,L,-4
2016-17,1610612741,21600778,2017-02-06,CHI,SAC,SAC,1610612758,52,112,107,W,5
2016-17,1610612741,21600792,2017-02-08,CHI,GSW,GSW,1610612744,53,92,123,L,-31
2016-17,1610612741,21600807,2017-02-10,CHI,PHX,PHX,1610612756,54,97,115,L,-18
2016-17,1610612741,21600816,2017-02-12,CHI,MIN,MIN,1610612750,55,89,117,L,-28
2016-17,1610612741,21600831,2017-02-14,TOR,CHI,TOR,1610612761,56,105,94,W,11
2016-17,1610612741,21600849,2017-02-16,BOS,CHI,BOS,1610612738,57,104,103,W,1
2016-17,1610612741,21600859,2017-02-24,PHX,CHI,PHX,1610612756,58,128,121,W,7
2016-17,1610612741,21600871,2017-02-25,CHI,CLE,CLE,1610612739,59,117,99,W,18
2016-17,1610612741,21600891,2017-02-28,DEN,CHI,DEN,1610612743,60,107,125,L,-18
2016-17,1610612741,21600906,2017-03-02,GSW,CHI,GSW,1610612744,61,94,87,W,7
2016-17,1610612741,21600922,2017-03-04,LAC,CHI,LAC,1610612746,62,91,101,L,-10
2016-17,1610612741,21600938,2017-03-06,CHI,DET,DET,1610612765,63,95,109,L,-14
2016-17,1610612741,21600949,2017-03-08,CHI,ORL,ORL,1610612753,64,91,98,L,-7
2016-17,1610612741,21600966,2017-03-10,HOU,CHI,HOU,1610612745,65,94,115,L,-21
2016-17,1610612741,21600985,2017-03-12,CHI,BOS,BOS,1610612738,66,80,100,L,-20
2016-17,1610612741,21600991,2017-03-13,CHI,CHA,CHA,1610612766,67,115,109,W,6
2016-17,1610612741,21601009,2017-03-15,MEM,CHI,MEM,1610612763,68,91,98,L,-7
2016-17,1610612741,21601021,2017-03-17,CHI,WAS,WAS,1610612764,69,107,112,L,-5
2016-17,1610612741,21601032,2017-03-18,UTA,CHI,UTA,1610612762,70,95,86,W,9
2016-17,1610612741,21601051,2017-03-21,CHI,TOR,TOR,1610612761,71,120,122,L,-2
2016-17,1610612741,21601061,2017-03-22,DET,CHI,DET,1610612765,72,117,95,W,22
2016-17,1610612741,21601077,2017-03-24,PHI,CHI,PHI,1610612755,73,107,117,L,-10
2016-17,1610612741,21601090,2017-03-26,CHI,MIL,MIL,1610612749,74,109,94,W,15
2016-17,1610612741,21601122,2017-03-30,CLE,CHI,CLE,1610612739,75,99,93,W,6
2016-17,1610612741,21601138,2017-04-01,ATL,CHI,ATL,1610612737,76,106,104,W,2
2016-17,1610612741,21601146,2017-04-02,CHI,NOP,NOP,1610612740,77,117,110,W,7
2016-17,1610612741,21601160,2017-04-04,CHI,NYK,NYK,1610612752,78,91,100,L,-9
2016-17,1610612741,21601173,2017-04-06,CHI,PHI,PHI,1610612755,79,102,90,W,12
2016-17,1610612741,21601188,2017-04-08,CHI,BKN,BKN,1610612751,80,106,107,L,-1
2016-17,1610612741,21601206,2017-04-10,ORL,CHI,ORL,1610612753,81,122,75,W,47
2016-17,1610612741,21601222,2017-04-12,BKN,CHI,BKN,1610612751,82,112,73,W,39
