season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2022-23,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,37.91333333333333,4,8,3,16,11,25,5,34,4,0,2,5,44.9,1,857,857,857,303,175,13,258,45,1226,1724,745,1287,8,1,787,138,184,1,37:55,2022,2023
2022-23,1628969,Mikal Bridges,Mikal,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,38.69,3,0,0,4,9,21,5,36,0,1,2,3,26.5,1,857,857,857,262,281,687,645,612,1047,1703,745,1361,536,1165,787,364,579,1,38:41,2022,2023
2022-23,203925,Joe Harris,Joe,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,13.356666666666667,0,0,0,2,6,4,2,8,0,0,3,1,6.4,1,857,857,857,1261,756,687,645,859,726,595,341,329,536,1,1135,747,1307,1,13:21,2022,2023
2022-23,201988,Patty Mills,Patty,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,5.3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1,857,857,857,1471,756,687,645,1176,1,1,1,1,536,1,405,747,1601,1,5:18,2022,2023
2022-23,1629661,Cameron Johnson,Cameron,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,39.93333333333333,2,0,4,6,13,22,7,44,0,2,1,6,30.0,1,857,857,857,194,426,687,145,426,1371,1715,938,1602,536,1559,405,86,491,1,39:56,2022,2023
2022-23,203552,Seth Curry,Seth,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,21.51,2,2,0,2,13,9,7,28,0,0,0,0,11.1,1,857,857,857,1000,426,357,645,859,1371,1190,938,1014,536,1,1,1103,1153,1,21:31,2022,2023
2022-23,1627827,Dorian Finney-Smith,Dorian,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,19.133333333333333,5,0,2,2,6,9,2,22,1,0,1,0,15.7,1,857,857,857,1079,111,687,360,859,726,1190,341,794,178,1,405,1103,976,1,19:08,2022,2023
2022-23,1626220,Royce O'Neale,Royce,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,24.626666666666665,0,0,3,0,4,10,2,18,0,0,1,1,14.4,1,857,857,857,877,756,687,258,1176,516,1282,341,648,536,1,405,747,1018,1,24:38,2022,2023
2022-23,203915,Spencer Dinwiddie,Spencer,1610612751,BKN,Brooklyn Nets,42200124,2023-04-22T00:00:00,BKN vs. PHI,L,39.53666666666667,0,0,2,8,13,25,5,40,1,0,3,2,31.6,1,857,857,857,213,756,687,360,300,1371,1724,745,1486,178,1,1135,515,454,1,39:32,2022,2023
2022-23,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,42200123,2023-04-20T00:00:00,BKN vs. PHI,L,27.616666666666667,4,0,2,16,5,2,0,30,0,0,1,4,28.8,1,857,857,857,759,175,687,360,45,628,277,1,1116,536,1,405,244,521,1,27:37,2022,2023
2022-23,203915,Spencer Dinwiddie,Spencer,1610612751,BKN,Brooklyn Nets,42200123,2023-04-20T00:00:00,BKN vs. PHI,L,42.21666666666667,0,3,0,6,11,14,7,46,0,1,1,6,37.1,1,857,857,857,83,756,228,645,426,1226,1544,938,1635,536,1165,405,86,308,1,42:13,2022,2023
2022-23,1629661,Cameron Johnson,Cameron,1610612751,BKN,Brooklyn Nets,42200123,2023-04-20T00:00:00,BKN vs. PHI,L,43.73333333333333,3,2,0,6,8,16,7,40,0,0,3,3,29.0,1,857,857,857,43,281,357,645,426,941,1628,938,1486,536,1,1135,364,514,1,43:44,2022,2023
2022-23,1630560,Cam Thomas,Cam,1610612751,BKN,Brooklyn Nets,42200123,2023-04-20T00:00:00,BKN vs. PHI,L,11.196666666666667,0,0,0,4,5,5,0,10,0,0,2,0,7.7,1,857,857,857,1332,756,687,645,612,628,724,1,389,536,1,787,1103,1261,1,11:12,2022,2023
