group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1629234,Drew Eubanks,Drew,1610612757,POR,25.0,4,0,4,0.0,3.6,1.3,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.3,0.0,0.0,0.0,0.5,0.0,0.3,0.3,2.5,-5.8,5.5,2,0,4.8,369,448,287,448,84,5,88,1,252,333,252,305,316,305,2,270,17,307,275,247,3,200,270,184,38,489,15,96,28,28,POR
Players,203994,Jusuf Nurkić,Jusuf,1610612757,POR,27.0,22,10,12,0.455,3.2,0.9,1.4,0.633,0.0,0.0,0.0,0.4,0.5,0.75,0.7,1.0,1.6,0.2,0.0,0.1,0.0,0.1,0.4,0.5,2.1,1.7,4.7,14,0,4.2,152,156,118,280,140,36,73,73,252,333,252,106,114,173,8,19,8,179,254,130,163,54,164,71,53,59,32,25,28,39,POR
Players,1630553,Keon Johnson,Keon,1610612757,POR,20.0,5,0,5,0.0,3.0,0.4,0.8,0.5,0.2,0.6,0.333,0.0,0.2,0.0,0.2,0.2,0.4,0.0,0.4,0.2,0.0,0.0,0.2,0.4,1.0,-4.4,1.7,0,0,2.0,343,448,259,448,190,155,183,116,76,88,118,305,237,305,92,306,233,307,18,33,199,200,313,114,185,484,262,206,28,202,POR
Players,1630535,Greg Brown III,Greg,1610612757,POR,20.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0,0,0.0,438,448,398,448,478,364,419,364,252,333,252,305,316,305,290,380,406,307,275,247,199,200,388,344,382,416,438,206,28,439,POR
Players,1626159,Justise Winslow,Justise,1610612757,POR,26.0,14,9,5,0.643,2.2,0.3,0.6,0.444,0.0,0.1,0.0,0.5,0.7,0.7,0.4,0.3,0.6,0.4,0.1,0.1,0.0,0.1,0.2,0.5,1.1,1.0,2.7,1,0,2.4,224,173,259,87,316,219,251,177,252,297,252,76,72,207,42,243,124,86,227,67,199,123,307,71,180,100,136,133,28,164,POR
Players,204060,Joe Ingles,Joe,1610612757,POR,34.0,11,1,10,0.091,1.9,0.1,0.4,0.25,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.2,-1.5,0.7,0,0,0.5,254,375,149,446,350,342,344,325,252,230,252,305,316,305,290,380,406,179,275,130,199,200,335,344,377,390,387,206,28,403,POR
Players,202339,Eric Bledsoe,Eric,1610612757,POR,32.0,13,6,7,0.462,2.6,0.3,0.9,0.333,0.1,0.2,0.333,0.3,0.5,0.667,0.0,0.1,0.1,0.2,0.0,0.2,0.1,0.0,0.3,0.3,1.0,0.2,2.2,1,0,1.9,235,231,216,277,264,212,166,267,198,246,118,147,134,219,290,375,404,201,275,22,110,200,220,157,185,195,190,133,28,222,POR
Players,1627739,Kris Dunn,Kris,1610612757,POR,28.0,6,1,5,0.167,1.7,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,-2.5,0.2,0,0,0.2,326,375,259,438,372,364,178,364,252,120,252,305,316,305,290,331,374,307,275,247,199,37,341,344,382,447,430,206,28,435,POR
Players,1629833,Keljin Blevins,Keljin,1610612757,POR,26.0,2,0,2,0.0,0.9,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.6,0,0,0.5,408,448,359,448,438,364,291,364,252,120,252,305,316,305,290,105,174,307,275,247,199,200,388,344,382,385,397,206,28,405,POR
Players,203463,Ben McLemore,Ben,1610612757,POR,29.0,10,6,4,0.6,2.3,0.2,1.0,0.2,0.2,1.0,0.2,0.4,0.6,0.667,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.1,0.2,0.4,1.0,1.8,1.4,0,0,1.5,269,231,287,125,299,276,126,340,76,16,204,107,100,219,290,232,299,307,275,247,199,80,313,114,185,56,314,206,28,275,POR
