group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
Players,1629014,Anfernee Simons,Anfernee,1610612757,POR,23.0,19,9,10,0.474,2.8,0.5,0.1,0.4,0.6,0.7,0.4,0.9,2.0,0.0,0.1,0.3,0.4,2.4,184,173,322,267,223,30,200,17,117,228,141,466,261,199,419,280,129,179
Players,203463,Ben McLemore,Ben,1610612757,POR,29.0,10,6,4,0.6,2.3,0.0,0.3,0.1,0.0,0.8,0.7,0.4,2.0,0.0,0.1,0.2,0.4,1.4,269,231,177,125,299,241,72,110,317,267,231,295,261,199,411,165,114,314
Players,1630314,Brandon Williams,Brandon,1610612757,POR,22.0,4,1,3,0.25,4.7,0.5,0.5,0.0,1.5,1.5,1.3,0.5,5.5,0.0,0.5,0.5,1.0,6.0,369,375,139,421,14,22,22,158,14,452,424,353,8,199,493,415,8,13
Players,1629604,CJ Elleby,CJ,1610612757,POR,22.0,6,2,4,0.333,4.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,4.0,0.0,0.0,0.3,0.2,2.0,326,339,177,378,46,241,245,158,317,332,461,472,19,199,1,289,246,229
Players,203469,Cody Zeller,Cody,1610612757,POR,29.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,494,241,245,158,317,1,1,1,437,199,1,1,344,438
Players,203081,Damian Lillard,Damian,1610612757,POR,31.0,12,5,7,0.417,3.7,0.3,0.1,0.0,0.7,1.7,1.2,1.0,3.5,0.0,0.1,0.3,0.8,4.1,244,247,255,318,69,108,220,158,102,460,407,472,56,199,391,209,22,53
Players,1628372,Dennis Smith Jr.,Dennis,1610612757,POR,24.0,8,4,4,0.5,1.2,0.0,0.0,0.0,0.3,0.3,0.0,0.5,1.0,0.0,0.0,0.3,0.1,2.1,293,275,177,206,426,241,245,158,243,103,1,353,401,199,1,209,291,214
Players,1629234,Drew Eubanks,Drew,1610612757,POR,25.0,4,0,4,0.0,3.6,0.0,1.5,0.0,2.0,1.5,1.3,0.0,5.5,0.5,0.0,0.3,0.3,5.5,369,448,177,448,84,241,2,158,3,452,424,1,8,3,1,209,184,15
Players,1630190,Elijah Hughes,Elijah,1610612757,POR,24.0,1,0,1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,396,241,245,158,317,1,1,1,437,199,1,1,344,438
Players,202339,Eric Bledsoe,Eric,1610612757,POR,32.0,13,6,7,0.462,2.6,0.0,0.2,0.0,0.5,0.6,0.6,0.4,3.1,0.1,0.0,0.3,0.3,2.2,235,231,255,277,264,241,117,158,158,202,190,286,88,110,1,275,157,190
Players,1630535,Greg Brown III,Greg,1610612757,POR,20.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,478,241,245,158,317,1,1,1,437,199,1,1,344,438
Players,204060,Joe Ingles,Joe,1610612757,POR,34.0,11,1,10,0.091,1.9,0.2,0.0,0.0,0.2,0.5,0.4,0.2,1.3,0.0,0.0,0.2,0.0,0.7,254,375,322,446,350,146,245,158,270,178,139,195,385,199,1,160,344,387
Players,1628404,Josh Hart,Josh,1610612757,POR,27.0,20,9,11,0.45,4.0,0.4,0.3,0.0,0.6,2.1,1.4,0.4,4.1,0.0,0.1,0.6,0.5,3.4,171,173,349,287,49,70,102,158,123,484,444,295,17,199,338,454,71,85
Players,1626159,Justise Winslow,Justise,1610612757,POR,26.0,14,9,5,0.643,2.2,0.3,0.4,0.3,0.6,0.4,0.6,0.7,2.3,0.0,0.1,0.2,0.5,2.7,224,173,211,87,316,94,31,30,129,145,182,436,231,199,369,187,71,136
Players,203994,Jusuf Nurkić,Jusuf,1610612757,POR,27.0,22,10,12,0.455,3.2,0.1,0.6,0.0,1.7,0.9,0.5,0.8,2.3,0.0,0.1,0.4,0.5,4.7,152,156,365,280,140,174,13,158,11,311,175,452,236,163,441,331,71,32
Players,1629833,Keljin Blevins,Keljin,1610612757,POR,26.0,2,0,2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,408,448,100,448,438,241,245,158,317,1,1,1,437,199,1,1,344,397
Players,1630553,Keon Johnson,Keon,1610612757,POR,20.0,5,0,5,0.0,3.0,0.0,0.0,0.0,0.4,1.2,1.0,0.0,4.0,0.0,0.0,0.2,0.4,1.7,343,448,211,448,190,241,245,158,176,406,334,1,19,199,1,165,114,262
Players,1627739,Kris Dunn,Kris,1610612757,POR,28.0,6,1,5,0.167,1.7,0.0,0.0,0.0,0.0,0.7,1.0,0.3,2.0,0.0,0.2,0.2,0.0,0.2,326,375,211,438,372,241,245,158,317,214,334,255,261,199,452,150,344,430
Players,1629642,Nassir Little,Nassir,1610612757,POR,22.0,12,7,5,0.583,2.2,0.2,0.0,0.2,0.2,1.3,0.8,0.3,1.3,0.0,0.0,0.2,0.3,0.8,244,211,211,143,315,153,245,70,279,416,282,255,374,199,1,150,184,381
Players,1629617,Reggie Perry,Reggie,1610612757,POR,22.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,448,38,448,478,241,245,158,317,1,1,1,437,199,1,1,344,438
Players,1630570,Trendon Watford,Trendon,1610612757,POR,21.0,6,2,4,0.333,2.0,0.0,0.3,0.0,0.3,1.0,0.7,0.3,2.3,0.2,0.2,0.3,0.3,2.7,326,339,177,378,334,241,49,158,210,332,204,255,227,48,452,289,138,138
