TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,44,26,18,0.591,46.4,13.3,11.2,11.7,35.7,12.5,12.3,8.0,30.4,11,5,8,7,11,17,24,5,18,11,9,10,6
1610612738,Boston Celtics,49,32,17,0.653,44.8,13.7,15.8,9.8,41.2,12.7,12.5,7.7,33.6,4,1,7,2,5,16,12,9,5,12,12,9,11
1610612751,Brooklyn Nets,41,13,28,0.317,47.4,10.8,12.2,9.2,36.6,14.9,24.1,7.1,40.7,20,30,26,30,24,24,22,10,16,19,29,5,22
1610612766,Charlotte Hornets,51,22,29,0.431,47.3,9.7,20.4,4.8,38.8,13.8,16.6,10.7,41.3,2,14,27,23,6,28,2,28,11,16,23,27,24
1610612741,Chicago Bulls,42,23,19,0.548,47.5,17.7,18.9,7.8,30.5,5.7,10.5,9.3,40.7,18,10,12,12,17,5,4,19,26,1,6,19,23
1610612739,Cleveland Cavaliers,36,23,13,0.639,44.8,10.6,10.0,4.5,33.4,12.2,10.3,8.4,36.7,28,10,2,4,25,25,26,29,22,10,5,12,15
1610612742,Dallas Mavericks,41,19,22,0.463,49.6,20.3,6.0,7.3,31.2,13.0,12.3,8.3,39.2,20,20,14,20,20,2,30,23,25,14,10,11,18
1610612743,Denver Nuggets,40,16,24,0.4,43.6,7.6,14.8,7.6,33.7,11.7,8.9,10.7,33.7,23,25,20,25,28,30,15,22,21,6,2,26,12
1610612765,Detroit Pistons,37,15,22,0.405,49.5,10.6,22.5,5.1,28.7,14.0,18.8,9.9,43.7,27,27,14,24,22,26,1,27,28,17,26,22,27
1610612744,Golden State Warriors,25,16,9,0.64,46.8,18.2,17.8,7.9,36.4,12.1,9.8,7.0,29.9,30,25,1,3,30,3,6,18,17,9,4,4,4
1610612745,Houston Rockets,41,23,18,0.561,46.6,13.1,8.6,11.0,29.7,17.9,18.3,11.4,40.0,20,10,8,11,26,18,29,7,27,26,25,28,19
1610612754,Indiana Pacers,38,22,16,0.579,50.3,15.3,10.7,6.1,27.0,10.7,17.5,4.6,38.0,26,14,5,10,15,9,25,25,30,5,24,1,17
1610612746,LA Clippers,34,20,14,0.588,44.1,11.0,16.7,8.0,35.0,11.8,9.5,9.1,25.1,29,19,3,8,29,23,10,17,20,8,3,17,1
1610612747,Los Angeles Lakers,43,14,29,0.326,50.1,16.9,16.5,15.7,43.9,13.7,22.0,10.6,47.1,15,29,27,29,27,7,11,2,2,15,28,24,30
1610612763,Memphis Grizzlies,46,24,22,0.522,49.8,14.9,16.8,7.6,36.6,11.8,8.1,8.4,26.7,8,8,14,14,4,10,9,21,15,7,1,13,2
1610612748,Miami Heat,44,21,23,0.477,48.2,13.7,14.6,8.5,38.0,18.1,13.5,8.8,37.4,11,16,17,18,14,15,16,14,12,27,15,14,16
1610612749,Milwaukee Bucks,39,21,18,0.538,47.7,12.5,12.8,8.3,45.4,16.6,15.0,12.5,40.3,24,16,8,13,21,20,20,15,1,24,19,30,21
1610612750,Minnesota Timberwolves,45,15,30,0.333,50.9,14.2,15.4,8.0,35.0,19.0,15.1,9.8,45.7,9,27,29,28,12,14,13,16,19,29,20,21,28
1610612740,New Orleans Pelicans,44,17,27,0.386,47.9,14.3,11.7,6.8,32.7,14.8,10.9,6.8,32.2,11,23,25,26,7,13,23,24,24,18,7,3,8
1610612752,New York Knicks,43,19,24,0.442,50.3,11.2,18.9,8.6,36.7,15.2,24.4,8.9,41.8,15,20,20,22,9,22,3,12,14,20,30,15,25
1610612760,Oklahoma City Thunder,42,26,16,0.619,45.2,17.9,17.0,17.9,39.9,10.3,12.3,7.6,32.8,18,5,5,5,18,4,7,1,8,4,11,8,9
1610612753,Orlando Magic,39,18,21,0.462,48.7,9.7,16.8,3.5,36.8,16.5,15.5,10.0,40.0,24,22,13,21,19,29,8,30,13,23,22,23,19
1610612755,Philadelphia 76ers,44,21,23,0.477,46.6,12.6,15.1,5.2,32.9,19.7,13.4,9.0,34.5,11,16,17,18,13,19,14,26,23,30,14,16,13
1610612756,Phoenix Suns,50,17,33,0.34,47.5,15.8,13.5,12.4,41.7,16.9,19.8,12.1,46.4,3,23,30,27,8,8,19,4,3,25,27,29,29
1610612757,Portland Trail Blazers,47,23,24,0.489,46.6,10.4,12.4,8.8,40.1,16.0,14.2,10.6,35.7,7,10,20,17,1,27,21,11,7,22,17,25,14
1610612758,Sacramento Kings,49,24,25,0.49,48.7,12.3,9.5,8.6,39.4,18.3,13.9,9.3,33.3,4,8,24,16,2,21,28,13,9,28,16,18,10
1610612759,San Antonio Spurs,43,29,14,0.674,45.5,22.9,14.0,14.5,28.5,12.8,11.2,9.8,30.2,15,3,3,1,16,1,18,3,29,13,8,20,5
1610612761,Toronto Raptors,49,25,24,0.51,46.5,14.9,14.1,7.7,40.4,8.5,15.4,7.2,31.4,4,7,20,15,10,11,17,20,6,2,21,6,7
1610612762,Utah Jazz,45,27,18,0.6,48.9,17.5,9.6,11.3,39.0,15.8,12.7,7.5,42.5,9,4,8,6,23,6,27,6,10,21,13,7,26
1610612764,Washington Wizards,55,32,23,0.582,46.5,14.9,18.6,10.6,41.7,8.6,14.9,5.1,29.3,1,1,17,9,3,12,5,8,4,3,18,2,3
