group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank,team
Players,203552,Seth Curry,Seth,1610612755,PHI,30.0,24,19,5,0.792,78.88833333333334,3,0,3,0,25,21,19,62,0,0,8,5,36.3,95,15,171,33,97,124,217,61,305,352,359,411,343,180,1,338,124,168,PHI
Players,202699,Tobias Harris,Tobias,1610612755,PHI,28.0,28,22,6,0.786,104.82333333333334,11,8,0,36,28,20,17,78,2,2,8,15,113.1,58,9,205,34,43,28,33,150,13,374,351,395,381,50,367,338,33,34,PHI
Players,201980,Danny Green,Danny,1610612755,PHI,34.0,31,23,8,0.742,108.02166666666666,6,2,0,4,46,31,30,100,5,3,10,2,86.2,32,3,264,46,36,63,151,150,177,446,418,450,417,11,403,379,219,68,PHI
Players,2730,Dwight Howard,Dwight,1610612755,PHI,35.0,8,4,4,0.5,29.605,1,3,0,2,5,4,6,20,2,0,4,3,30.8,286,259,142,176,230,215,121,150,221,150,142,250,191,50,1,249,188,188,PHI
Players,1629680,Matisse Thybulle,Matisse,1610612755,PHI,24.0,23,17,6,0.739,25.85833333333333,0,0,0,4,9,7,8,24,2,0,5,1,22.1,104,26,205,47,250,225,217,150,177,210,196,288,209,50,1,277,260,223,PHI
Players,203118,Mike Scott,Mike,1610612755,PHI,32.0,4,3,1,0.75,17.258333333333333,0,0,0,0,10,8,6,8,0,1,1,0,5.4,344,284,25,39,287,225,217,150,305,224,210,250,107,180,265,87,319,337,PHI
Players,201588,George Hill,George,1610612755,PHI,35.0,9,5,4,0.556,21.80666666666667,0,2,0,2,10,7,3,22,0,1,3,3,15.9,271,237,142,141,269,225,151,150,221,224,196,183,199,180,265,196,188,258,PHI
Players,1629751,Dakota Mathias,Dakota,1610612755,PHI,25.0,1,1,0,1.0,5.536666666666667,0,3,0,0,2,6,2,2,0,0,1,1,4.2,406,351,1,1,368,225,121,150,305,83,180,136,28,180,1,87,260,353,PHI
Players,1629003,Shake Milton,Shake,1610612755,PHI,24.0,13,9,4,0.692,51.495,5,7,0,2,16,11,8,40,0,1,5,5,26.2,218,152,142,60,156,84,46,150,221,279,261,288,279,180,265,277,124,206,PHI
Players,1627788,Furkan Korkmaz,Furkan,1610612755,PHI,23.0,7,5,2,0.714,25.843333333333334,0,0,3,2,8,6,1,22,0,0,2,3,27.9,299,237,79,54,251,225,217,61,221,195,180,128,199,180,1,146,188,197,PHI
Players,1630222,Mason Jones,Mason,1610612755,PHI,22.0,1,0,1,0.0,0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,406,405,25,405,433,225,217,150,305,1,1,1,1,180,1,1,319,454,PHI
Players,1630198,Isaiah Joe,Isaiah,1610612755,PHI,21.0,1,1,0,1.0,8.683333333333334,0,0,0,0,10,8,6,6,2,0,1,1,11.2,406,351,1,1,332,225,217,150,305,224,210,250,87,50,1,87,260,288,PHI
Players,1629109,Gary Clark,Gary,1610612755,PHI,26.0,7,2,5,0.286,9.221666666666666,0,0,0,0,5,2,0,8,0,0,2,0,2.4,299,318,171,364,327,225,217,150,305,150,90,1,107,180,1,146,319,381,PHI
Players,203954,Joel Embiid,Joel,1610612755,PHI,27.0,25,20,5,0.8,92.63166666666666,18,10,3,24,41,33,23,78,10,3,7,36,174.3,87,14,171,30,67,7,21,61,36,436,423,431,381,1,403,322,2,9,PHI
Players,1627732,Ben Simmons,Ben,1610612755,PHI,24.0,30,23,7,0.767,117.95833333333331,5,8,3,26,35,24,20,94,5,0,13,22,120.1,38,3,238,37,24,84,33,61,31,411,382,418,406,11,1,421,16,30,PHI
Players,1630178,Tyrese Maxey,Tyrese,1610612755,PHI,20.0,5,2,3,0.4,8.275,0,0,0,0,10,4,9,8,0,0,2,0,2.0,328,318,109,288,337,225,217,150,305,224,142,306,107,180,1,146,319,385,PHI
