season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,game_no,pf,opp_pf,wl,differential
2015-16,1610612763,21500011,2015-10-28,CLE,MEM,CLE,1610612739,1,76,106,L,-30
2015-16,1610612763,21500018,2015-10-29,MEM,IND,IND,1610612754,2,112,103,W,9
2015-16,1610612763,21500036,2015-10-31,BKN,MEM,BKN,1610612751,3,101,91,W,10
2015-16,1610612763,21500051,2015-11-02,MEM,GSW,GSW,1610612744,4,69,119,L,-50
2015-16,1610612763,21500058,2015-11-03,MEM,SAC,SAC,1610612758,5,103,89,W,14
2015-16,1610612763,21500074,2015-11-05,MEM,POR,POR,1610612757,6,96,115,L,-19
2015-16,1610612763,21500091,2015-11-07,MEM,UTA,UTA,1610612762,7,79,89,L,-10
2015-16,1610612763,21500105,2015-11-09,MEM,LAC,LAC,1610612746,8,92,94,L,-2
2015-16,1610612763,21500120,2015-11-11,GSW,MEM,GSW,1610612744,9,84,100,L,-16
2015-16,1610612763,21500133,2015-11-13,POR,MEM,POR,1610612757,10,101,100,W,1
2015-16,1610612763,21500146,2015-11-15,MEM,MIN,MIN,1610612750,11,114,106,W,8
2015-16,1610612763,21500155,2015-11-16,OKC,MEM,OKC,1610612760,12,122,114,W,8
2015-16,1610612763,21500180,2015-11-20,HOU,MEM,HOU,1610612745,13,96,84,W,12
2015-16,1610612763,21500195,2015-11-21,MEM,SAS,SAS,1610612759,14,82,92,L,-10
2015-16,1610612763,21500211,2015-11-24,DAL,MEM,DAL,1610612742,15,110,96,W,14
2015-16,1610612763,21500220,2015-11-25,MEM,HOU,HOU,1610612745,16,102,93,W,9
2015-16,1610612763,21500233,2015-11-27,ATL,MEM,ATL,1610612737,17,101,116,L,-15
2015-16,1610612763,21500251,2015-11-29,PHI,MEM,PHI,1610612755,18,92,84,W,8
2015-16,1610612763,21500266,2015-12-01,MEM,NOP,NOP,1610612740,19,113,104,W,9
2015-16,1610612763,21500280,2015-12-03,SAS,MEM,SAS,1610612759,20,83,103,L,-20
2015-16,1610612763,21500299,2015-12-06,PHX,MEM,PHX,1610612756,21,95,93,W,2
2015-16,1610612763,21500316,2015-12-08,OKC,MEM,OKC,1610612760,22,88,125,L,-37
2015-16,1610612763,21500322,2015-12-09,MEM,DET,DET,1610612765,23,93,92,W,1
2015-16,1610612763,21500338,2015-12-11,CHA,MEM,CHA,1610612766,24,99,123,L,-24
2015-16,1610612763,21500354,2015-12-13,MEM,MIA,MIA,1610612748,25,97,100,L,-3
2015-16,1610612763,21500362,2015-12-14,WAS,MEM,WAS,1610612764,26,112,95,W,17
2015-16,1610612763,21500377,2015-12-16,MEM,CHI,CHI,1610612741,27,85,98,L,-13
2015-16,1610612763,21500394,2015-12-18,MEM,DAL,DAL,1610612742,28,88,97,L,-9
2015-16,1610612763,21500402,2015-12-19,IND,MEM,IND,1610612754,29,96,84,W,12
2015-16,1610612763,21500419,2015-12-22,MEM,PHI,PHI,1610612755,30,104,90,W,14
2015-16,1610612763,21500427,2015-12-23,MEM,WAS,WAS,1610612764,31,91,100,L,-9
2015-16,1610612763,21500443,2015-12-26,MEM,CHA,CHA,1610612766,32,92,98,L,-6
2015-16,1610612763,21500455,2015-12-27,LAL,MEM,LAL,1610612747,33,112,96,W,16
2015-16,1610612763,21500471,2015-12-29,MIA,MEM,MIA,1610612748,34,99,90,W,9
2015-16,1610612763,21500503,2016-01-02,MEM,UTA,UTA,1610612762,35,87,92,L,-5
2015-16,1610612763,21500519,2016-01-04,MEM,POR,POR,1610612757,36,91,78,W,13
2015-16,1610612763,21500534,2016-01-06,MEM,OKC,OKC,1610612760,37,94,112,L,-18
2015-16,1610612763,21500542,2016-01-08,DEN,MEM,DEN,1610612743,38,91,84,W,7
2015-16,1610612763,21500560,2016-01-10,BOS,MEM,BOS,1610612738,39,101,98,W,3
2015-16,1610612763,21500572,2016-01-12,HOU,MEM,HOU,1610612745,40,91,107,L,-16
