GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
22400071,2024-10-23,PHX,LAC,1
22400085,2024-10-25,PHX,LAL,2
22400095,2024-10-26,DAL,PHX,3
22400111,2024-10-28,LAL,PHX,4
22400131,2024-10-31,PHX,LAC,5
22400149,2024-11-02,POR,PHX,6
22400167,2024-11-04,PHI,PHX,7
22400178,2024-11-06,MIA,PHX,8
22400190,2024-11-08,PHX,DAL,9
22400209,2024-11-10,SAC,PHX,10
22400006,2024-11-12,PHX,UTA,11
22400227,2024-11-13,PHX,SAC,12
22400018,2024-11-15,PHX,OKC,13
22400234,2024-11-17,PHX,MIN,14
22400249,2024-11-18,ORL,PHX,15
22400257,2024-11-20,NYK,PHX,16
22400039,2024-11-26,LAL,PHX,17
22400297,2024-11-27,BKN,PHX,18
22400303,2024-11-30,GSW,PHX,19
22400057,2024-12-03,SAS,PHX,20
22400330,2024-12-05,PHX,NOP,21
22400346,2024-12-07,PHX,MIA,22
22400352,2024-12-08,PHX,ORL,23
22401214,2024-12-13,PHX,UTA,24
22401219,2024-12-15,POR,PHX,25
22400369,2024-12-19,IND,PHX,26
22400387,2024-12-21,DET,PHX,27
22400402,2024-12-23,PHX,DEN,28
22400409,2024-12-25,DEN,PHX,29
22400425,2024-12-27,DAL,PHX,30
22400431,2024-12-28,PHX,GSW,31
22400453,2024-12-31,MEM,PHX,32
22400480,2025-01-04,PHX,IND,33
22400494,2025-01-06,PHX,PHI,34
22400502,2025-01-07,PHX,CHA,35
22400522,2025-01-09,ATL,PHX,36
22400533,2025-01-11,UTA,PHX,37
22400547,2025-01-12,CHA,PHX,38
22400556,2025-01-14,PHX,ATL,39
22400573,2025-01-16,PHX,WAS,40
22400586,2025-01-18,PHX,DET,41
22400603,2025-01-20,PHX,CLE,42
22400613,2025-01-22,PHX,BKN,43
22400645,2025-01-25,WAS,PHX,44
22400659,2025-01-27,LAC,PHX,45
22400672,2025-01-29,MIN,PHX,46
22400685,2025-01-31,PHX,GSW,47
22400694,2025-02-01,PHX,POR,48
22400709,2025-02-03,PHX,POR,49
22400724,2025-02-05,PHX,OKC,50
22400740,2025-02-07,UTA,PHX,51
22400749,2025-02-08,DEN,PHX,52
22400767,2025-02-11,MEM,PHX,53
22400779,2025-02-12,PHX,HOU,54
22400795,2025-02-20,PHX,SAS,55
22400806,2025-02-22,PHX,CHI,56
22400816,2025-02-23,PHX,TOR,57
22400832,2025-02-25,PHX,MEM,58
22400848,2025-02-27,NOP,PHX,59
22400857,2025-02-28,NOP,PHX,60
22400873,2025-03-02,MIN,PHX,61
22400889,2025-03-04,LAC,PHX,62
22400909,2025-03-07,PHX,DEN,63
22400921,2025-03-09,PHX,DAL,64
22400935,2025-03-10,PHX,MEM,65
22400949,2025-03-12,PHX,HOU,66
22400967,2025-03-14,SAC,PHX,67
22400977,2025-03-16,PHX,LAL,68
22400991,2025-03-17,TOR,PHX,69
22401007,2025-03-19,CHI,PHX,70
22401021,2025-03-21,CLE,PHX,71
22401043,2025-03-24,MIL,PHX,72
22401058,2025-03-26,BOS,PHX,73
22401071,2025-03-28,PHX,MIN,74
22401088,2025-03-30,HOU,PHX,75
22401101,2025-04-01,PHX,MIL,76
22401120,2025-04-04,PHX,BOS,77
22401140,2025-04-06,PHX,NYK,78
22401154,2025-04-08,GSW,PHX,79
22401164,2025-04-09,OKC,PHX,80
22401182,2025-04-11,SAS,PHX,81
22401200,2025-04-13,PHX,SAC,82
