GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,1627293,Alex Stepheson,Alex,1610612763,MEM,28.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,424,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
Players,2757,Beno Udrih,Beno,1610612763,MEM,33.0,8,6,2,0.75,20.0,0.064,0.0,0.091,0.0,0.167,0.0,0.0,0.0,0.118,0.111,0.333,0.0,0.0,0.0,0.0,0.111,0.125,0.0,296,235,75,44,285,365,342,317,209,187,299,312,270,294,298,66,1,237,200,1,93,225,359
Players,2365,Chris Andersen,Chris,1610612763,MEM,37.0,7,4,3,0.571,9.0,0.125,0.167,0.071,0.0,0.0,0.667,0.625,0.0,0.714,0.625,0.0,0.0,0.0,0.5,0.0,0.0,0.667,0.3,301,270,109,127,335,253,196,346,209,275,7,7,270,5,7,287,1,237,37,1,1,5,52
Players,203210,JaMychal Green,JaMychal,1610612763,MEM,26.0,16,8,8,0.5,23.0,0.159,0.25,0.186,0.167,0.077,0.125,0.105,0.5,0.125,0.286,0.0,0.143,0.167,0.5,0.0,0.267,0.083,0.214,222,195,204,188,266,185,93,167,145,240,198,237,32,279,88,287,250,158,37,1,331,268,134
Players,1626185,Jarell Martin,Jarell,1610612763,MEM,22.0,5,2,3,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,329,326,109,291,380,390,342,379,209,275,299,312,270,356,370,1,1,1,200,1,299,326,359
Players,200770,Jordan Farmar,Jordan,1610612763,MEM,29.0,4,1,3,0.25,14.0,0.243,0.125,0.261,1.0,0.571,0.444,0.364,0.0,0.5,0.273,0.0,0.143,0.0,0.0,0.25,0.25,0.4,0.269,339,362,109,380,302,72,236,81,1,6,27,43,270,8,97,287,250,237,200,327,299,30,73
Players,202362,Lance Stephenson,Lance,1610612763,MEM,25.0,20,5,15,0.25,45.0,0.194,0.233,0.209,0.2,0.143,0.029,0.095,0.5,0.273,0.321,0.067,0.333,0.077,0.167,0.25,0.045,0.143,0.162,196,252,313,380,204,131,117,132,127,203,290,249,32,88,68,262,380,225,142,327,63,206,198
Players,201188,Marc Gasol,Marc,1610612763,MEM,31.0,27,19,8,0.704,105.0,0.241,0.301,0.254,0.0,0.0,0.291,0.315,0.189,0.167,0.174,0.122,0.043,0.059,0.25,0.143,0.204,0.313,0.276,131,64,204,56,97,73,66,86,209,275,72,62,155,214,210,200,161,229,107,275,241,60,69
Players,2440,Matt Barnes,Matt,1610612763,MEM,36.0,36,20,16,0.556,105.0,0.153,0.123,0.141,0.412,0.34,0.217,0.179,0.105,0.296,0.229,0.278,0.207,0.222,0.222,0.067,0.222,0.171,0.176,59,45,324,142,98,199,244,236,44,60,122,162,207,72,147,90,317,128,125,238,272,174,173
Players,201144,Mike Conley,Mike,1610612763,MEM,28.0,30,19,11,0.633,116.0,0.258,0.19,0.278,0.222,0.283,0.217,0.231,0.081,0.117,0.105,0.452,0.273,0.188,0.25,0.368,0.263,0.187,0.201,107,64,251,91,82,60,167,67,118,97,124,116,228,297,309,42,360,148,107,386,328,160,146
