game_id,game_date,away_team,home_team,pf,opp_pf,round,game_no_in_series
42000131,2021-05-23,ATL,NYK,105,107.0,rnd1,1
42000132,2021-05-26,ATL,NYK,101,92.0,rnd1,2
42000133,2021-05-28,NYK,ATL,94,105.0,rnd1,3
42000134,2021-05-30,NYK,ATL,96,113.0,rnd1,4
42000135,2021-06-02,ATL,NYK,89,103.0,rnd1,5
