close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
1626167,Myles Turner,1610612754,IND,C-F,24.0,4,4,0.513,18,41,0.439,0.647,-0.208
203200,Justin Holiday,1610612754,IND,F-G,31.0,4,4,0.4,12,20,0.6,0.638,-0.038
203933,T.J. Warren,1610612754,IND,F,26.0,4,4,0.41,7,16,0.438,0.617,-0.179
1627763,Malcolm Brogdon,1610612754,IND,G,27.0,4,4,0.308,12,16,0.75,0.617,0.133
203506,Victor Oladipo,1610612754,IND,G,28.0,4,3,0.333,7,15,0.467,0.644,-0.177
203960,JaKarr Sampson,1610612754,IND,F,27.0,4,4,0.421,6,8,0.75,0.665,0.085
1628410,Edmond Sumner,1610612754,IND,G,24.0,2,2,0.4,3,6,0.5,0.642,-0.142
1628988,Aaron Holiday,1610612754,IND,G,23.0,4,4,0.2,3,5,0.6,0.649,-0.049
203926,Doug McDermott,1610612754,IND,F,28.0,4,2,0.182,1,2,0.5,0.57,-0.07
204456,T.J. McConnell,1610612754,IND,G,28.0,3,2,0.222,2,2,1.0,0.634,0.366
