close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1627734,Domantas Sabonis,1610612754,IND,F-C,24.0,62,62,0.514,293,559,0.524,0.579,-0.055
1626167,Myles Turner,1610612754,IND,C-F,24.0,62,62,0.577,292,542,0.539,0.595,-0.056
203200,Justin Holiday,1610612754,IND,F-G,31.0,73,71,0.503,206,373,0.552,0.568,-0.016
1627763,Malcolm Brogdon,1610612754,IND,G,27.0,54,54,0.489,165,315,0.524,0.568,-0.044
1628988,Aaron Holiday,1610612754,IND,G,23.0,65,65,0.441,179,312,0.574,0.561,0.012
203933,T.J. Warren,1610612754,IND,F,26.0,67,65,0.474,163,288,0.566,0.571,-0.005
203087,Jeremy Lamb,1610612754,IND,G-F,28.0,46,45,0.485,152,260,0.585,0.563,0.022
203926,Doug McDermott,1610612754,IND,F,28.0,69,68,0.504,147,258,0.57,0.556,0.014
204456,T.J. McConnell,1610612754,IND,G,28.0,71,65,0.474,127,217,0.585,0.555,0.03
1629048,Goga Bitadze,1610612754,IND,C-F,20.0,53,49,0.632,89,180,0.494,0.568,-0.073
203960,JaKarr Sampson,1610612754,IND,F,27.0,33,31,0.524,59,109,0.541,0.561,-0.02
203506,Victor Oladipo,1610612754,IND,G,28.0,19,18,0.408,47,84,0.56,0.581,-0.021
1628388,T.J. Leaf,1610612754,IND,F,23.0,24,20,0.565,37,65,0.569,0.551,0.018
1628410,Edmond Sumner,1610612754,IND,G,24.0,29,23,0.411,24,53,0.453,0.559,-0.106
1628993,Alize Johnson,1610612754,IND,F,24.0,13,6,0.382,6,13,0.462,0.522,-0.06
1628513,Naz Mitrou-Long,1610612754,IND,G,26.0,3,2,0.688,5,11,0.455,0.531,-0.076
1628968,Brian Bowen II,1610612754,IND,F-G,21.0,5,5,0.7,2,7,0.286,0.55,-0.264
