player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank,team
1630598,Aaron Wiggins,Aaron,1610612760,OKC,25.0,10,6,4,0.6,15.7,100.0,2.3,0.122,0.2,0.6,0.231,0.3,0.158,4.4,6.6,3.0,13.0,-0.318,56,51,84,36,116,55,102,106,92,83,66,95,97,90,133,76,94,83,OKC
1641717,Cason Wallace,Cason,1610612760,OKC,20.0,10,6,4,0.6,19.8,97.8,0.6,0.028,0.044,0.9,0.257,0.2,0.087,5.8,6.9,4.1,16.2,-0.382,56,51,84,36,104,45,182,201,201,51,51,108,119,108,138,98,106,95,OKC
1631096,Chet Holmgren,Chet,1610612760,OKC,22.0,10,6,4,0.6,34.5,102.0,5.8,0.161,0.249,0.7,0.125,2.5,0.5,7.9,10.3,7.2,29.4,-0.753,56,51,84,36,52,62,25,65,64,76,136,1,15,136,189,146,150,141,OKC
202330,Gordon Hayward,Gordon,1610612760,OKC,34.0,7,5,2,0.714,6.6,85.1,1.7,0.25,0.3,0.1,0.2,0.1,0.2,0.0,0.9,0.4,4.9,-0.08,80,70,25,22,157,21,116,15,31,155,80,129,76,1,41,19,51,34,OKC
1630198,Isaiah Joe,Isaiah,1610612760,OKC,24.0,10,6,4,0.6,17.3,105.4,1.8,0.107,0.165,0.5,0.172,0.0,0.0,3.2,4.9,4.0,12.8,-0.405,56,51,84,36,112,71,112,134,125,87,112,142,142,69,107,94,93,99,OKC
1631114,Jalen Williams,Jalen,1610612760,OKC,23.0,10,6,4,0.6,37.7,104.7,5.5,0.136,0.222,1.7,0.274,0.5,0.093,8.8,13.5,7.5,32.8,-0.865,56,51,84,36,24,68,28,90,83,7,46,56,117,150,206,149,174,158,OKC
1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,10,6,4,0.6,12.7,105.8,2.8,0.196,0.322,0.4,0.211,0.3,0.231,3.6,5.7,3.0,10.8,-0.303,56,51,84,36,128,73,75,38,20,111,78,95,66,74,118,76,82,80,OKC
1630581,Josh Giddey,Josh,1610612760,OKC,21.0,10,6,4,0.6,18.1,98.9,2.9,0.149,0.22,0.2,0.077,0.4,0.19,5.6,6.1,4.6,17.0,-0.366,56,51,84,36,110,52,73,75,84,142,154,79,81,103,124,105,110,92,OKC
1629026,Kenrich Williams,Kenrich,1610612760,OKC,29.0,7,6,1,0.857,4.5,101.6,1.0,0.226,0.28,0.1,0.2,0.0,0.0,1.0,0.9,0.7,4.0,-0.095,80,51,7,7,180,60,146,22,43,155,80,142,142,30,41,27,36,38,OKC
1630322,Lindy Waters III,Lindy,1610612760,OKC,26.0,3,3,0,1.0,2.8,94.1,0.3,0.125,0.143,0.0,0.0,0.0,0.0,2.3,0.0,1.3,2.7,-0.048,171,86,1,1,205,36,190,100,149,162,162,142,142,58,1,38,19,23,OKC
1629652,Luguentz Dort,Luguentz,1610612760,OKC,25.0,10,6,4,0.6,35.0,104.9,2.7,0.073,0.115,1.3,0.228,0.2,0.043,7.0,11.3,7.7,32.2,-0.8,56,51,84,36,48,69,80,176,174,14,69,108,139,126,199,153,171,146,OKC
1631172,Ousmane Dieng,Ousmane,1610612760,OKC,21.0,4,2,2,0.5,1.8,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.5,1.0,-0.021,141,101,25,78,212,22,203,203,203,162,162,142,142,41,1,20,4,14,OKC
1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,25.0,10,6,4,0.6,39.9,104.4,6.4,0.152,0.239,1.3,0.191,1.7,0.304,9.3,13.5,8.5,34.4,-0.899,56,51,84,36,15,66,17,73,68,14,95,3,47,156,206,163,179,166,OKC
