close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
202323,Evan Turner,1610612738,BOS,G-F,27.0,6,6,1.0,4.33,13.17,0.329,0.451,-0.122
203109,Jae Crowder,1610612738,BOS,F,25.0,6,6,1.0,6.17,13.0,0.474,0.45,0.024
202340,Avery Bradley,1610612738,BOS,G,25.0,1,1,1.0,4.0,11.0,0.364,0.447,-0.083
101161,Amir Johnson,1610612738,BOS,F,29.0,6,6,1.0,5.17,10.5,0.492,0.464,0.028
203935,Marcus Smart,1610612738,BOS,G,22.0,6,6,1.0,3.33,9.67,0.345,0.447,-0.102
201973,Jonas Jerebko,1610612738,BOS,F,29.0,6,6,1.0,4.33,9.33,0.464,0.454,0.01
202738,Isaiah Thomas,1610612738,BOS,G,27.0,6,6,1.0,3.17,9.17,0.345,0.445,-0.099
203096,Jared Sullinger,1610612738,BOS,C-F,24.0,6,6,1.0,4.33,7.5,0.578,0.467,0.11
1626179,Terry Rozier,1610612738,BOS,G,22.0,5,5,1.0,1.8,5.2,0.346,0.447,-0.101
203092,Tyler Zeller,1610612738,BOS,C-F,26.0,3,3,1.0,2.33,4.33,0.538,0.457,0.082
203482,Kelly Olynyk,1610612738,BOS,C-F,25.0,4,4,1.0,2.0,4.0,0.5,0.474,0.026
1626175,Jordan Mickey,1610612738,BOS,F,21.0,1,1,1.0,1.0,4.0,0.25,0.398,-0.148
1626154,RJ Hunter,1610612738,BOS,G,22.0,5,5,1.0,1.2,3.2,0.375,0.435,-0.06
203923,James Young,1610612738,BOS,G-F,20.0,1,1,1.0,1.0,2.0,0.5,0.345,0.155
204066,John Holland,1610612738,BOS,G-F,27.0,1,1,1.0,1.0,1.0,1.0,0.5,0.5
