GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,203085,Austin Rivers,Austin,1610612746,LAC,23.0,25,17,8,0.68,40.37833333333333,0.0,1.8,0.0,3.6,12.5,10.7,2.7,16.0,0.0,0.9,7.1,1.8,21.0,151,88,204,59,215,234,162,175,213,295,246,116,381,200,322,359,273,279
Players,201933,Blake Griffin,Blake,1610612746,LAC,27.0,20,12,8,0.6,74.34333333333333,1.9,2.9,1.0,12.6,10.2,15.0,5.8,27.1,0.5,1.0,7.3,4.4,44.3,196,144,204,103,145,149,99,134,31,219,370,219,214,166,335,364,131,54
Players,203912,C.J. Wilcox,C.J.,1610612746,LAC,25.0,2,1,1,0.5,1.9016666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,56.8,374,362,31,188,398,234,237,175,303,1,1,1,401,200,1,423,326,15
Players,101108,Chris Paul,Chris,1610612746,LAC,31.0,35,22,13,0.629,138.2483333333333,3.1,0.8,0.0,6.2,8.6,11.7,4.4,26.6,0.0,0.5,5.7,6.2,44.9,70,25,281,94,42,82,223,175,124,175,290,160,231,200,273,320,72,51
Players,202332,Cole Aldrich,Cole,1610612746,LAC,27.0,3,1,2,0.333,16.05,9.0,4.5,0.0,22.4,13.5,4.5,4.5,17.9,6.7,0.0,6.7,2.2,73.8,357,362,75,330,292,7,47,175,9,326,76,162,373,5,1,344,256,7
Players,201599,DeAndre Jordan,DeAndre,1610612746,LAC,27.0,37,24,13,0.649,136.63,2.4,3.2,0.0,9.0,8.2,11.6,4.0,24.8,3.4,0.0,4.5,9.7,44.7,51,14,281,81,44,121,85,175,68,161,284,144,294,21,1,244,23,52
Players,200755,JJ Redick,JJ,1610612746,LAC,32.0,34,22,12,0.647,124.72333333333331,3.2,0.6,0.9,0.6,7.8,10.4,3.8,25.4,0.0,0.3,3.5,6.4,27.1,76,25,264,83,61,78,228,145,300,147,231,138,273,200,239,168,68,210
Players,2037,Jamal Crawford,Jamal,1610612746,LAC,36.0,39,23,16,0.59,115.18,2.8,1.9,0.0,3.1,10.0,10.6,3.8,23.1,0.0,0.6,2.2,5.0,24.0,32,19,324,113,83,91,158,175,231,215,243,137,322,200,290,96,110,245
Players,201965,Jeff Ayres,Jeff,1610612746,LAC,29.0,1,1,0,1.0,0.0033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,433,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,201145,Jeff Green,Jeff,1610612746,LAC,29.0,32,21,11,0.656,104.86,2.7,2.4,1.4,5.5,10.3,7.2,4.8,24.0,1.4,1.4,2.1,1.7,35.3,94,33,251,78,99,98,122,115,151,223,99,174,310,86,363,85,277,116
Players,201601,Luc Mbah a Moute,Luc,1610612746,LAC,29.0,30,20,10,0.667,35.18,2.0,0.0,0.0,0.0,7.2,10.2,3.1,30.7,1.0,0.0,6.1,3.1,18.4,107,45,238,61,231,144,237,175,303,137,226,122,136,107,1,331,205,310
Players,203143,Pablo Prigioni,Pablo,1610612746,LAC,39.0,4,2,2,0.5,8.728333333333333,0.0,0.0,0.0,0.0,8.2,0.0,8.2,16.5,0.0,4.1,4.1,0.0,12.0,339,326,75,188,336,234,237,175,303,163,1,322,378,200,423,213,326,367
Players,1718,Paul Pierce,Paul,1610612746,LAC,38.0,21,14,7,0.667,50.79333333333334,2.1,0.0,0.0,1.4,9.2,9.2,4.3,24.1,0.7,0.7,2.1,2.1,14.3,188,119,188,61,193,138,237,175,286,186,178,155,308,138,301,91,262,348
Players,202325,Wesley Johnson,Wesley,1610612746,LAC,28.0,25,15,10,0.6,51.01,0.0,0.0,1.4,1.4,7.8,8.5,4.2,21.2,3.5,0.0,4.9,2.1,30.4,151,109,238,103,192,234,237,110,287,146,150,152,341,20,1,281,263,169
