season,team_id,team,team_name,game_id,game_date,matchup,wl,min,e_off_rating,off_rating,e_def_rating,def_rating,e_net_rating,net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,efg_pct,ts_pct,e_pace,pace,pace_per40,poss,pie,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,off_rating_rank,def_rating_rank,net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,efg_pct_rank,ts_pct_rank,pace_rank,pie_rank,available_flag,season_start,season_end,is_home,home,away,MON
2019-20,1610612762,UTA,Utah Jazz,21901314,2020-08-13,UTA vs. SAS,W,48.0,115.2,116.8,111.1,112.0,4.2,4.8,0.532,2.78,17.7,0.296,0.766,0.515,0.089,0.54,0.56,101.6,100.5,83.75,101,0.515,1,1,1,1,139,559,1206,815,1587,199,985,704,680,800,151,927,1119,1039,926,1,2019,2020,True,UTA,SAS,AUG
2019-20,1610612762,UTA,Utah Jazz,21901293,2020-08-10,UTA vs. DAL,L,48.0,124.2,122.6,127.0,131.2,-2.8,-8.6,0.718,2.33,21.2,0.273,0.763,0.5,0.129,0.604,0.628,93.9,93.0,77.5,93,0.462,1,1060,1060,1060,139,281,2047,1573,240,387,220,945,715,1008,776,284,336,1991,1408,1,2019,2020,True,UTA,DAL,AUG
2019-20,1610612762,UTA,Utah Jazz,21901281,2020-08-08,UTA @ DEN,L,58.0,107.6,110.0,111.5,110.7,-3.9,-0.7,0.723,1.48,20.0,0.306,0.767,0.533,0.192,0.552,0.576,100.5,99.72,83.1,120,0.451,1,1060,1060,1060,1,1069,1104,1076,221,1360,422,588,676,536,1880,773,918,1237,1506,1,2019,2020,False,DEN,UTA,AUG
2019-20,1610612762,UTA,Utah Jazz,21901274,2020-08-07,UTA @ SAS,L,48.0,103.2,105.7,112.9,113.3,-9.7,-7.6,0.658,1.56,17.4,0.246,0.796,0.5,0.152,0.505,0.546,106.5,105.0,87.5,105,0.446,1,1060,1060,1060,139,1393,1321,1498,584,1240,1101,1265,370,1008,1299,1355,1324,413,1542,1,2019,2020,False,SAS,UTA,AUG
2019-20,1610612762,UTA,Utah Jazz,21901262,2020-08-05,UTA vs. MEM,W,48.0,117.5,117.0,107.5,110.6,10.0,6.4,0.658,1.39,17.4,0.319,0.755,0.542,0.17,0.56,0.629,106.3,105.0,87.5,106,0.559,1,1,1,1,139,554,1093,701,584,1508,1101,481,811,416,1610,689,322,413,524,1,2019,2020,True,UTA,MEM,AUG
2019-20,1610612762,UTA,Utah Jazz,21901255,2020-08-03,UTA vs. LAL,L,48.0,100.0,104.9,109.8,112.6,-9.8,-7.8,0.676,1.19,18.1,0.234,0.818,0.516,0.204,0.518,0.574,106.8,103.0,85.83,103,0.442,1,1060,1060,1060,139,1459,1254,1511,451,1789,864,1430,215,764,1974,1172,933,639,1584,1,2019,2020,True,UTA,LAL,AUG
2019-20,1610612762,UTA,Utah Jazz,21901240,2020-08-01,UTA @ OKC,L,48.0,93.4,94.9,111.6,113.4,-18.2,-18.5,0.5,1.06,12.9,0.296,0.649,0.44,0.162,0.437,0.486,99.6,98.0,81.67,99,0.375,1,1060,1060,1060,139,1928,1326,1934,1739,1927,1982,704,1894,1882,1469,1965,1931,1473,1985,1,2019,2020,False,OKC,UTA,AUG
2019-20,1610612762,UTA,Utah Jazz,21901231,2020-07-30,UTA @ NOP,W,48.0,101.6,103.9,96.4,103.0,5.2,1.0,0.459,0.85,12.5,0.34,0.632,0.495,0.196,0.488,0.55,106.1,101.5,84.58,102,0.528,1,1,1,1,139,1524,532,1031,1942,2064,2007,305,1981,1126,1927,1557,1278,835,817,1,2019,2020,False,NOP,UTA,JUL
2019-20,1610612762,UTA,Utah Jazz,21900959,2020-03-09,UTA vs. TOR,L,48.0,97.7,95.8,104.2,106.3,-6.5,-10.5,0.727,2.18,18.9,0.157,0.646,0.394,0.115,0.494,0.516,95.5,95.5,79.58,96,0.442,1,1060,1060,1060,139,1901,769,1671,195,483,665,2000,1913,2089,521,1499,1667,1799,1585,1,2019,2020,True,UTA,TOR,MAR
2019-20,1610612762,UTA,Utah Jazz,21900941,2020-03-07,UTA @ DET,W,48.0,122.9,120.7,108.6,114.1,14.3,6.5,0.425,1.7,14.3,0.256,0.667,0.483,0.109,0.584,0.621,93.5,92.0,76.67,92,0.559,1,1,1,1,139,367,1371,694,2027,1041,1788,1128,1729,1363,405,440,397,2031,530,1,2019,2020,False,DET,UTA,MAR
2019-20,1610612762,UTA,Utah Jazz,21900933,2020-03-06,UTA @ BOS,W,48.0,103.9,105.3,92.2,100.0,11.7,5.3,0.639,1.28,18.0,0.244,0.639,0.472,0.191,0.556,0.58,98.6,94.0,78.33,94,0.547,1,1,1,1,139,1411,360,767,718,1676,914,1309,1948,1519,1876,720,844,1945,633,1,2019,2020,False,BOS,UTA,MAR
2019-20,1610612762,UTA,Utah Jazz,21900921,2020-03-04,UTA @ NYK,W,48.0,112.0,116.7,109.6,109.5,2.4,7.2,0.634,1.86,19.5,0.262,0.761,0.523,0.146,0.568,0.609,97.5,95.5,79.58,96,0.53,1,1,1,1,139,566,1001,647,749,819,524,1072,737,672,1147,607,503,1799,790,1,2019,2020,False,NYK,UTA,MAR
2019-20,1610612762,UTA,Utah Jazz,21900902,2020-03-02,UTA @ CLE,W,48.0,131.0,131.3,119.0,117.7,12.0,13.5,0.638,2.0,22.1,0.278,0.769,0.568,0.156,0.687,0.707,95.5,96.0,80.0,96,0.571,1,1,1,1,139,69,1608,325,725,619,128,893,640,182,1369,14,22,1745,423,1,2019,2020,False,CLE,UTA,MAR
2019-20,1610612762,UTA,Utah Jazz,21900885,2020-02-28,UTA vs. WAS,W,48.0,126.2,124.0,113.1,115.5,13.1,8.5,0.523,1.53,16.1,0.362,0.727,0.559,0.144,0.601,0.631,103.7,103.5,86.25,104,0.54,1,1,1,1,139,229,1467,555,1644,1283,1449,163,1142,244,1090,312,316,577,688,1,2019,2020,True,UTA,WAS,FEB
2019-20,1610612762,UTA,Utah Jazz,21900872,2020-02-26,UTA vs. BOS,L,48.0,111.2,114.4,125.2,126.7,-14.0,-12.2,0.4,1.6,13.2,0.288,0.7,0.467,0.111,0.517,0.539,91.8,90.0,75.0,90,0.412,1,1060,1060,1060,139,717,1951,1751,2066,1173,1941,794,1441,1570,461,1192,1411,2097,1822,1,2019,2020,True,UTA,BOS,FEB
2019-20,1610612762,UTA,Utah Jazz,21900855,2020-02-24,UTA vs. PHX,L,48.0,108.9,111.0,129.0,131.0,-20.1,-20.0,0.5,0.8,12.9,0.27,0.625,0.455,0.2,0.544,0.639,101.7,100.0,83.33,100,0.395,1,1060,1060,1060,139,990,2045,1962,1739,2085,1981,1001,2003,1738,1950,870,267,1131,1911,1,2019,2020,True,UTA,PHX,FEB
2019-20,1610612762,UTA,Utah Jazz,21900841,2020-02-22,UTA vs. HOU,L,48.0,102.3,108.9,117.5,118.8,-15.2,-9.9,0.429,1.38,13.7,0.24,0.824,0.535,0.129,0.506,0.547,104.9,101.0,84.17,101,0.471,1,1060,1060,1060,139,1156,1669,1641,2020,1515,1876,1353,190,509,761,1353,1319,923,1314,1,2019,2020,True,UTA,HOU,FEB
2019-20,1610612762,UTA,Utah Jazz,21900832,2020-02-21,UTA vs. SAS,L,48.0,99.6,101.0,110.3,111.9,-10.7,-10.9,0.714,1.47,18.2,0.18,0.827,0.51,0.165,0.5,0.557,103.4,102.0,85.0,103,0.452,1,1060,1060,1060,139,1692,1190,1689,247,1376,824,1906,175,886,1530,1380,1178,779,1491,1,2019,2020,True,UTA,SAS,FEB
2019-20,1610612762,UTA,Utah Jazz,21900816,2020-02-12,UTA vs. MIA,W,48.0,115.9,117.2,101.0,101.0,14.9,16.2,0.561,1.53,17.3,0.261,0.849,0.576,0.152,0.565,0.61,100.1,99.5,82.92,99,0.593,1,1,1,1,139,543,436,240,1370,1283,1119,1081,95,133,1280,639,492,1247,264,1,2019,2020,True,UTA,MIA,FEB
2019-20,1610612762,UTA,Utah Jazz,21900798,2020-02-10,UTA @ DAL,W,48.0,125.2,125.5,119.4,121.4,5.8,4.1,0.587,1.29,19.9,0.314,0.848,0.617,0.214,0.686,0.705,98.9,98.0,81.67,98,0.515,1,1,1,1,139,182,1790,863,1166,1668,469,527,98,19,2036,16,25,1473,924,1,2019,2020,False,DAL,UTA,FEB
2019-20,1610612762,UTA,Utah Jazz,21900790,2020-02-09,UTA @ HOU,W,48.0,114.1,117.5,110.6,116.5,3.5,1.0,0.595,1.56,18.4,0.304,0.759,0.55,0.165,0.576,0.607,101.0,97.0,80.83,97,0.532,1,1,1,1,139,521,1535,1012,1092,1240,791,613,767,327,1522,520,522,1621,778,1,2019,2020,False,HOU,UTA,FEB
2019-20,1610612762,UTA,Utah Jazz,21900776,2020-02-07,UTA vs. POR,W,48.0,113.0,117.0,111.6,112.9,1.4,4.1,0.467,1.4,15.3,0.34,0.782,0.571,0.15,0.549,0.576,102.9,100.5,83.75,100,0.539,1,1,1,1,139,548,1274,861,1909,1485,1608,305,515,154,1240,799,906,1039,704,1,2019,2020,True,UTA,POR,FEB
2019-20,1610612762,UTA,Utah Jazz,21900762,2020-02-05,UTA vs. DEN,L,48.0,95.8,97.9,102.2,101.0,-6.4,-3.1,0.556,1.43,15.7,0.212,0.727,0.477,0.144,0.5,0.515,97.5,97.0,80.83,97,0.456,1,1060,1060,1060,139,1835,447,1188,1409,1440,1511,1671,1142,1456,1107,1380,1672,1621,1457,1,2019,2020,True,UTA,DEN,FEB
2019-20,1610612762,UTA,Utah Jazz,21900735,2020-02-01,UTA @ POR,L,48.0,110.4,111.5,126.6,127.8,-16.3,-16.4,0.475,1.9,15.0,0.241,0.617,0.416,0.104,0.521,0.546,97.4,96.5,80.42,96,0.423,1,1060,1060,1060,139,956,1986,1883,1880,785,1668,1340,2033,2021,339,1132,1329,1699,1752,1,2019,2020,False,POR,UTA,FEB
2019-20,1610612762,UTA,Utah Jazz,21900718,2020-01-30,UTA @ DEN,L,48.0,103.6,106.4,110.1,111.6,-6.5,-5.2,0.667,1.5,18.9,0.2,0.733,0.467,0.17,0.571,0.585,96.4,94.5,78.75,94,0.441,1,1060,1060,1060,139,1339,1172,1342,488,1311,665,1760,1082,1584,1636,583,785,1911,1590,1,2019,2020,False,DEN,UTA,JAN
2019-20,1610612762,UTA,Utah Jazz,21900711,2020-01-29,UTA @ SAS,L,48.0,114.0,116.5,126.7,127.0,-12.7,-10.5,0.486,1.38,12.9,0.377,0.865,0.578,0.126,0.524,0.576,102.7,101.5,84.58,103,0.421,1,1060,1060,1060,139,575,1960,1672,1847,1515,1985,101,57,119,727,1094,914,835,1759,1,2019,2020,False,SAS,UTA,JAN
