season,team_id,game_id,game_date,away_team,home_team,opponent,opponent_id,pf,opp_pf,wl,differential,round,game_no_in_series
2016-17,1610612764,41600131,2017-04-16,ATL,WAS,ATL,1610612737,114,107,W,7,rnd1,1
2016-17,1610612764,41600132,2017-04-19,ATL,WAS,ATL,1610612737,109,101,W,8,rnd1,2
2016-17,1610612764,41600133,2017-04-22,WAS,ATL,ATL,1610612737,98,116,L,-18,rnd1,3
2016-17,1610612764,41600134,2017-04-24,WAS,ATL,ATL,1610612737,101,111,L,-10,rnd1,4
2016-17,1610612764,41600135,2017-04-26,ATL,WAS,ATL,1610612737,103,99,W,4,rnd1,5
2016-17,1610612764,41600136,2017-04-28,WAS,ATL,ATL,1610612737,115,99,W,16,rnd1,6
2016-17,1610612764,41600201,2017-04-30,WAS,BOS,BOS,1610612738,111,123,L,-12,sf,1
2016-17,1610612764,41600202,2017-05-02,WAS,BOS,BOS,1610612738,119,129,L,-10,sf,2
2016-17,1610612764,41600203,2017-05-04,BOS,WAS,BOS,1610612738,116,89,W,27,sf,3
2016-17,1610612764,41600204,2017-05-07,BOS,WAS,BOS,1610612738,121,102,W,19,sf,4
2016-17,1610612764,41600205,2017-05-10,WAS,BOS,BOS,1610612738,101,123,L,-22,sf,5
2016-17,1610612764,41600206,2017-05-12,BOS,WAS,BOS,1610612738,92,91,W,1,sf,6
2016-17,1610612764,41600207,2017-05-15,WAS,BOS,BOS,1610612738,105,115,L,-10,sf,7
