player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank
101112,Channing Frye,Channing,1610612739,CLE,33.0,70,35,35,0.5,17.1,0.323,0.677,0.287,0.108,0.642,0.024,0.071,0.172,0.179,0.754,0.246,1.0,0.0,0.901,0.099,152,347,0.438,177,157,322,224,286,462,14,449,283,16,437,435,166,441,70,399,1,282,24,450,247,246,243
2563,Dahntay Jones,Dahntay,1610612739,CLE,35.0,1,0,1,0.0,42.4,0.857,0.143,0.769,0.462,0.231,0.0,0.0,0.154,0.308,0.4,0.6,1.0,0.0,0.5,0.5,6,14,0.429,474,469,7,469,1,146,330,95,7,248,449,462,246,332,338,129,1,282,347,119,447,449,270
202697,Iman Shumpert,Iman,1610612739,CLE,26.0,54,39,15,0.722,24.4,0.521,0.479,0.457,0.193,0.415,0.161,0.128,0.17,0.264,0.507,0.493,0.977,0.023,0.684,0.316,114,305,0.374,287,123,114,47,169,391,85,354,140,103,130,322,173,378,275,194,115,267,199,274,296,268,408
2747,JR Smith,JR,1610612739,CLE,30.0,77,53,24,0.688,30.7,0.4,0.6,0.312,0.136,0.641,0.073,0.047,0.136,0.176,0.43,0.57,0.931,0.069,0.72,0.28,353,850,0.415,98,31,185,61,80,443,32,440,232,18,338,456,331,442,320,149,184,198,159,315,89,73,320
2592,James Jones,James,1610612739,CLE,35.0,48,33,15,0.688,9.7,0.268,0.732,0.191,0.124,0.691,0.017,0.118,0.129,0.067,0.706,0.294,0.927,0.073,0.862,0.138,58,142,0.408,314,170,114,63,401,468,8,463,262,13,445,351,355,462,111,358,193,189,37,436,349,352,346
203099,Jared Cunningham,Jared,1610612739,CLE,25.0,44,31,13,0.705,9.3,0.629,0.371,0.4,0.033,0.3,0.25,0.3,0.225,0.367,0.667,0.333,1.0,0.0,0.778,0.222,36,105,0.343,330,198,98,53,408,305,171,391,416,191,24,22,40,273,143,318,1,282,84,386,384,374,443
203925,Joe Harris,Joe,1610612739,CLE,24.0,5,5,0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,459,426,1,1,472,474,1,469,446,1,449,462,457,467,466,461,1,282,1,464,471,469,469
203895,Jordan McRae,Jordan,1610612739,CLE,25.0,22,10,12,0.455,8.9,0.718,0.282,0.485,0.182,0.303,0.172,0.212,0.081,0.303,0.208,0.792,0.5,0.5,0.294,0.706,34,78,0.436,407,384,88,279,413,231,245,330,165,188,105,106,445,342,423,46,365,14,442,32,388,386,246
201567,Kevin Love,Kevin,1610612739,CLE,27.0,77,53,24,0.688,31.5,0.551,0.449,0.407,0.125,0.384,0.059,0.209,0.138,0.282,0.602,0.398,0.987,0.013,0.751,0.249,409,977,0.419,98,31,185,61,72,365,111,387,258,123,371,116,315,366,205,264,107,275,118,356,60,44,310
202681,Kyrie Irving,Kyrie,1610612739,CLE,24.0,53,37,16,0.698,31.5,0.702,0.298,0.596,0.238,0.242,0.117,0.162,0.143,0.357,0.206,0.794,0.595,0.405,0.289,0.711,394,879,0.448,291,139,126,57,73,246,230,222,90,237,234,226,289,288,427,42,352,30,444,30,68,65,208
