GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM,FGA,FGM_PG,FGA_PG,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_RANK,FGA_RANK,FGM_PG_RANK,FGA_PG_RANK,FG_PCT_RANK
Players,1889,Andre Miller,Andre,1610612759,SAS,40.0,7,2,5,0.286,2.0,91.6,96.2,96.2,130.9,122.9,122.9,-39.3,-26.7,-26.7,0.375,1.5,33.3,0.067,0.077,0.071,22.2,22.5,0.0,0.258,0.2,0.194,102.25,103.74,86.45,103.74,-0.009,26,0,3,0.0,0.4,0.0,301,326,153,370,291,346,285,285,387,394,394,391,372,372,27,97,24,106,282,214,409,410,342,345,115,143,147,196,196,378,342,296,342,287,342
Players,1626246,Boban Marjanović,Boban,1610612759,SAS,27.0,2,2,0,1.0,5.9,111.4,115.0,115.0,100.2,100.0,100.0,11.2,15.0,15.0,0.0,0.0,0.0,0.1,0.308,0.217,50.0,53.2,0.0,1.136,0.083,0.08,84.31,83.1,69.25,83.1,0.143,20,0,0,0.0,0.0,0.0,374,326,1,1,4,152,58,58,150,171,171,119,82,82,287,238,287,56,13,11,430,434,342,2,331,349,407,423,423,91,342,379,342,379,342
Players,2564,Boris Diaw,Boris,1610612759,SAS,34.0,6,6,0,1.0,2.4,127.4,125.0,125.0,79.7,77.3,77.3,47.6,47.7,47.7,0.1,1.0,25.0,0.059,0.154,0.1,25.0,25.8,1.0,0.798,0.081,0.081,83.01,85.06,70.88,85.06,0.106,28,1,1,0.2,0.2,1.0,312,235,1,1,258,41,22,22,45,48,48,27,27,27,152,131,45,120,119,133,412,415,5,41,333,344,409,418,418,149,279,337,263,363,1
Players,201980,Danny Green,Danny,1610612759,SAS,29.0,25,17,8,0.68,2.8,114.3,109.9,109.9,102.9,101.4,101.4,11.3,8.5,8.5,0.109,1.25,19.2,0.014,0.099,0.056,15.4,15.2,0.438,0.462,0.127,0.137,95.03,97.6,81.33,97.6,0.062,141,6,16,0.2,0.6,0.375,151,88,204,59,211,112,110,110,184,216,216,118,132,132,145,121,81,241,236,265,371,370,203,261,249,244,336,337,337,240,164,159,226,210,209
Players,2561,David West,David,1610612759,SAS,35.0,7,4,3,0.571,3.3,94.2,88.1,88.1,86.9,93.0,93.0,7.3,-4.9,-4.9,0.0,0.0,0.0,0.0,0.031,0.019,0.0,0.0,0.0,0.0,0.043,0.046,89.97,89.63,74.69,89.63,-0.038,42,0,2,0.0,0.3,0.0,301,270,109,127,143,333,347,347,64,106,106,151,262,262,287,238,287,270,347,364,1,1,342,359,383,387,384,412,412,396,342,316,342,339,342
Players,203613,Jonathon Simmons,Jonathon,1610612759,SAS,26.0,5,4,1,0.8,2.1,102.9,105.0,105.0,96.3,95.2,95.2,6.6,9.8,9.8,0.0,0.0,0.0,0.083,0.0,0.042,0.0,0.0,0.5,0.466,0.25,0.275,93.92,93.55,77.96,93.55,0.076,20,3,6,0.6,1.2,0.5,329,270,31,42,284,249,184,184,110,130,130,158,123,123,287,238,287,78,356,318,1,1,133,258,66,53,350,395,395,210,223,255,78,92,98
Players,202695,Kawhi Leonard,Kawhi,1610612759,SAS,25.0,24,16,8,0.667,3.7,113.8,109.8,109.8,99.4,98.8,98.8,14.4,11.0,11.0,0.094,2.5,8.3,0.087,0.2,0.141,3.3,3.4,0.453,0.545,0.253,0.261,93.41,95.43,79.53,95.43,0.175,183,18,43,0.8,1.8,0.419,163,99,204,61,86,117,111,111,137,162,162,97,111,111,164,45,222,72,57,61,165,167,188,181,64,66,358,378,378,54,66,60,49,44,175
Players,2755,Kevin Martin,Kevin,1610612759,SAS,33.0,14,7,7,0.5,3.3,96.5,93.1,93.1,93.7,88.2,88.2,2.8,4.8,4.8,0.053,0.5,3.7,0.039,0.129,0.088,7.4,7.5,0.3,0.404,0.224,0.231,100.72,105.66,88.05,105.66,0.053,101,5,20,0.4,1.4,0.25,242,215,188,188,137,316,314,314,93,84,84,180,161,161,232,205,277,161,170,172,236,241,299,298,89,93,184,162,162,255,179,136,164,76,298
Players,203937,Kyle Anderson,Kyle,1610612759,SAS,22.0,10,8,2,0.8,1.5,119.6,110.0,110.0,101.5,97.0,97.0,18.0,13.0,13.0,0.375,0.0,30.0,0.0,0.143,0.069,0.0,0.0,0.917,0.945,0.159,0.182,111.52,119.16,99.3,119.16,0.278,40,5,6,0.5,0.6,0.833,277,195,75,42,346,69,106,106,169,145,145,77,99,99,27,238,32,270,147,222,1,1,27,27,182,163,55,60,60,16,179,255,93,221,25
Players,200746,LaMarcus Aldridge,LaMarcus,1610612759,SAS,30.0,26,19,7,0.731,3.1,114.2,114.3,114.3,96.2,93.9,93.9,18.0,20.4,20.4,0.086,1.67,10.6,0.071,0.25,0.153,6.4,6.4,0.394,0.491,0.209,0.216,93.61,94.63,78.86,94.63,0.143,168,13,33,0.5,1.3,0.394,144,64,188,50,166,113,62,62,108,118,118,78,60,60,182,87,184,98,27,45,210,209,243,241,108,111,354,389,389,93,88,83,93,87,196
Players,1938,Manu Ginobili,Manu,1610612759,SAS,38.0,16,9,7,0.563,2.1,109.7,107.9,107.9,102.2,95.7,95.7,7.5,12.2,12.2,0.182,4.0,16.0,0.025,0.121,0.068,4.0,4.1,0.567,0.567,0.221,0.227,100.55,104.65,87.2,104.65,0.131,76,8,15,0.5,0.9,0.533,222,182,188,136,287,177,143,143,177,134,134,149,102,102,81,11,107,203,182,223,169,172,101,153,98,97,190,179,179,107,138,163,93,144,86
Players,201988,Patty Mills,Patty,1610612759,SAS,27.0,16,12,4,0.75,1.5,139.4,125.0,125.0,83.2,78.6,78.6,56.2,46.4,46.4,0.158,3.0,15.8,0.16,0.091,0.128,5.3,5.5,0.577,0.628,0.222,0.24,94.79,103.47,86.23,103.47,0.197,60,6,13,0.4,0.8,0.462,222,144,127,44,345,18,22,22,54,50,50,23,30,30,104,26,110,18,243,76,193,194,96,103,91,82,339,201,201,40,164,178,153,168,137
Players,2446,Rasual Butler,Rasual,1610612759,SAS,37.0,2,2,0,1.0,4.3,124.2,115.0,115.0,50.0,52.9,52.9,74.2,62.1,62.1,0.0,0.0,0.0,0.0,0.167,0.1,0.0,0.0,1.5,1.5,0.048,0.051,101.92,103.26,86.05,103.26,0.2,20,1,1,0.5,0.5,1.0,374,326,1,1,23,46,58,58,26,29,29,16,16,16,287,238,287,270,93,133,1,1,1,1,381,383,152,206,206,38,279,337,93,251,1
Players,203492,Ray McCallum,Ray,1610612759,SAS,25.0,1,0,1,0.0,0.9,0.0,0.0,0.0,100.0,100.0,100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,1.0,0.5,50.0,50.0,0.0,0.0,1.0,1.0,110.77,110.77,92.31,110.77,-0.333,2,0,1,0.0,1.0,0.0,404,408,31,408,388,415,415,415,144,171,171,419,423,423,287,238,287,270,1,1,430,430,342,359,1,1,60,99,99,429,342,337,342,116,342
Players,1495,Tim Duncan,Tim,1610612759,SAS,40.0,19,12,7,0.632,3.1,107.5,107.8,107.8,101.1,98.1,98.1,6.4,9.6,9.6,0.217,1.67,34.5,0.094,0.13,0.11,20.7,20.9,0.5,0.554,0.126,0.128,95.25,96.44,80.37,96.44,0.085,129,5,10,0.3,0.5,0.5,203,144,188,92,162,193,145,145,166,155,155,160,124,124,66,87,23,63,169,107,405,403,133,168,252,259,329,360,360,191,179,204,207,245,98
Players,2225,Tony Parker,Tony,1610612759,SAS,34.0,24,17,7,0.708,3.3,110.2,107.1,107.1,100.9,100.0,100.0,9.2,7.1,7.1,0.233,3.33,16.7,0.012,0.042,0.026,5.0,5.1,0.564,0.57,0.254,0.262,94.11,95.94,79.95,95.94,0.141,168,21,39,0.9,1.6,0.538,163,88,188,55,141,168,154,154,163,171,171,134,142,142,60,22,99,250,339,355,185,187,103,151,63,63,349,371,371,95,50,66,28,55,82
