season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
22015,1610612747,LAL,Los Angeles Lakers,PRBallHandler,Offensive,0.759,82,0.22,0.847,0.406,0.113,0.151,0.106,0.017,0.397,0.447,23.8,20.1,7.2,17.8,10.6,2015-16,2015,2016
22015,1610612761,TOR,Toronto Raptors,PRBallHandler,Offensive,0.966,82,0.207,0.902,0.441,0.136,0.131,0.12,0.02,0.444,0.463,21.7,19.6,7.2,16.4,9.1,2015-16,2015,2016
22015,1610612757,POR,Portland Trail Blazers,PRBallHandler,Offensive,0.897,82,0.204,0.875,0.42,0.085,0.134,0.073,0.018,0.402,0.465,22.3,19.5,7.5,17.8,10.3,2015-16,2015,2016
22015,1610612740,NOP,New Orleans Pelicans,PRBallHandler,Offensive,0.793,82,0.205,0.847,0.415,0.08,0.138,0.066,0.016,0.394,0.454,22.2,18.8,7.4,17.7,10.4,2015-16,2015,2016
22015,1610612765,DET,Detroit Pistons,PRBallHandler,Offensive,0.552,82,0.203,0.817,0.417,0.079,0.151,0.072,0.02,0.386,0.447,22.4,18.3,7.4,17.7,10.3,2015-16,2015,2016
22015,1610612766,CHA,Charlotte Hornets,PRBallHandler,Offensive,0.828,82,0.198,0.856,0.417,0.106,0.151,0.085,0.017,0.402,0.458,21.1,18.1,6.7,16.0,9.3,2015-16,2015,2016
22015,1610612746,LAC,LA Clippers,PRBallHandler,Offensive,0.931,82,0.184,0.879,0.44,0.083,0.145,0.058,0.013,0.413,0.474,19.5,17.1,6.7,15.3,8.6,2015-16,2015,2016
22015,1610612741,CHI,Chicago Bulls,PRBallHandler,Offensive,0.621,82,0.183,0.829,0.413,0.09,0.133,0.081,0.019,0.396,0.436,20.1,16.6,6.6,16.0,9.4,2015-16,2015,2016
22015,1610612760,OKC,Oklahoma City Thunder,PRBallHandler,Offensive,0.724,82,0.17,0.846,0.428,0.11,0.189,0.097,0.021,0.395,0.468,19.2,16.2,5.9,13.8,7.9,2015-16,2015,2016
22015,1610612739,CLE,Cleveland Cavaliers,PRBallHandler,Offensive,0.517,82,0.179,0.816,0.426,0.065,0.161,0.059,0.014,0.386,0.459,18.9,15.5,6.4,14.9,8.5,2015-16,2015,2016
22015,1610612764,WAS,Washington Wizards,PRBallHandler,Offensive,0.31,82,0.181,0.778,0.411,0.074,0.157,0.066,0.015,0.377,0.432,19.7,15.4,6.4,15.5,9.1,2015-16,2015,2016
22015,1610612742,DAL,Dallas Mavericks,PRBallHandler,Offensive,0.483,82,0.178,0.801,0.411,0.086,0.166,0.071,0.018,0.378,0.444,18.9,15.1,6.0,14.5,8.5,2015-16,2015,2016
22015,1610612754,IND,Indiana Pacers,PRBallHandler,Offensive,0.379,82,0.176,0.783,0.387,0.082,0.147,0.068,0.014,0.369,0.419,19.3,15.1,5.9,15.1,9.3,2015-16,2015,2016
22015,1610612762,UTA,Utah Jazz,PRBallHandler,Offensive,0.448,82,0.18,0.787,0.392,0.107,0.173,0.087,0.017,0.375,0.423,18.9,14.8,5.4,13.9,8.4,2015-16,2015,2016
22015,1610612748,MIA,Miami Heat,PRBallHandler,Offensive,0.586,82,0.17,0.819,0.449,0.099,0.179,0.087,0.015,0.411,0.457,17.8,14.6,5.9,13.1,7.2,2015-16,2015,2016
