game_id,game_date,away_team,home_team,game_no,pf,opp_pf
21500008,2015-10-28,CHA,MIA,1,104,94.0
21500021,2015-10-30,MIA,CLE,2,92,102.0
21500041,2015-11-01,HOU,MIA,3,109,89.0
21500055,2015-11-03,ATL,MIA,4,92,98.0
21500071,2015-11-05,MIA,MIN,5,96,84.0
21500080,2015-11-06,MIA,IND,6,87,90.0
21500096,2015-11-08,TOR,MIA,7,96,76.0
21500108,2015-11-10,LAL,MIA,8,101,88.0
21500124,2015-11-12,UTA,MIA,9,92,91.0
21500161,2015-11-17,MIN,MIA,10,91,103.0
21500175,2015-11-19,SAC,MIA,11,116,109.0
21500193,2015-11-21,PHI,MIA,12,96,91.0
21500204,2015-11-23,NYK,MIA,13,95,78.0
21500218,2015-11-25,MIA,DET,14,81,104.0
21500230,2015-11-27,MIA,NYK,15,97,78.0
21500255,2015-11-30,BOS,MIA,16,95,105.0
21500277,2015-12-03,OKC,MIA,17,97,95.0
21500291,2015-12-05,CLE,MIA,18,99,84.0
21500306,2015-12-07,WAS,MIA,19,103,114.0
21500320,2015-12-09,MIA,CHA,20,81,99.0
21500333,2015-12-11,MIA,IND,21,83,96.0
21500354,2015-12-13,MEM,MIA,22,100,97.0
21500360,2015-12-14,MIA,ATL,23,100,88.0
21500373,2015-12-16,MIA,BKN,24,104,98.0
21500390,2015-12-18,TOR,MIA,25,94,108.0
21500404,2015-12-20,POR,MIA,26,116,109.0
21500420,2015-12-22,DET,MIA,27,92,93.0
21500436,2015-12-25,NOP,MIA,28,94,88.0
21500444,2015-12-26,MIA,ORL,29,108,101.0
21500462,2015-12-28,BKN,MIA,30,105,111.0
21500471,2015-12-29,MIA,MEM,31,90,99.0
21500491,2016-01-01,DAL,MIA,32,106,82.0
21500508,2016-01-03,MIA,WAS,33,97,75.0
21500515,2016-01-04,IND,MIA,34,103,100.0
21500525,2016-01-06,NYK,MIA,35,90,98.0
21500547,2016-01-08,MIA,PHX,36,103,95.0
21500555,2016-01-09,MIA,UTA,37,83,98.0
21500568,2016-01-11,MIA,GSW,38,103,111.0
21500586,2016-01-13,MIA,LAC,39,90,104.0
21500600,2016-01-15,MIA,DEN,40,98,95.0
21500611,2016-01-17,MIA,OKC,41,74,99.0
21500625,2016-01-19,MIL,MIA,42,79,91.0
21500630,2016-01-20,MIA,WAS,43,87,106.0
21500649,2016-01-22,MIA,TOR,44,81,101.0
21500669,2016-01-25,MIA,CHI,45,89,84.0
21500678,2016-01-26,MIA,BKN,46,102,98.0
21500703,2016-01-29,MIA,MIL,47,107,103.0
21500715,2016-01-31,ATL,MIA,48,105,87.0
21500731,2016-02-02,MIA,HOU,49,102,115.0
21500741,2016-02-03,MIA,DAL,50,93,90.0
21500751,2016-02-05,MIA,CHA,51,98,95.0
21500772,2016-02-07,LAC,MIA,52,93,100.0
21500784,2016-02-09,SAS,MIA,53,101,119.0
21500808,2016-02-19,MIA,ATL,54,115,111.0
21500820,2016-02-20,WAS,MIA,55,114,94.0
21500834,2016-02-22,IND,MIA,56,101,93.0
21500848,2016-02-24,GSW,MIA,57,112,118.0
21500869,2016-02-27,MIA,BOS,58,89,101.0
21500883,2016-02-28,MIA,NYK,59,98,81.0
21500892,2016-03-01,CHI,MIA,60,129,111.0
21500908,2016-03-03,PHX,MIA,61,108,92.0
21500914,2016-03-04,MIA,PHI,62,112,102.0
21500935,2016-03-06,PHI,MIA,63,103,98.0
21500952,2016-03-09,MIA,MIL,64,108,114.0
21500966,2016-03-11,MIA,CHI,65,118,96.0
21500977,2016-03-12,MIA,TOR,66,104,112.0
21500990,2016-03-14,DEN,MIA,67,124,119.0
21501014,2016-03-17,CHA,MIA,68,106,109.0
21501033,2016-03-19,CLE,MIA,69,122,101.0
21501053,2016-03-22,MIA,NOP,70,113,99.0
21501063,2016-03-23,MIA,SAS,71,88,112.0
21501075,2016-03-25,ORL,MIA,72,108,97.0
21501097,2016-03-28,BKN,MIA,73,110,99.0
21501121,2016-03-30,MIA,LAL,74,100,102.0
21501135,2016-04-01,MIA,SAC,75,112,106.0
21501142,2016-04-02,MIA,POR,76,93,110.0
21501155,2016-04-05,DET,MIA,77,107,89.0
21501174,2016-04-07,CHI,MIA,78,106,98.0
21501179,2016-04-08,MIA,ORL,79,109,112.0
21501200,2016-04-10,ORL,MIA,80,118,96.0
21501213,2016-04-12,MIA,DET,81,99,93.0
21501217,2016-04-13,MIA,BOS,82,88,98.0
