group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,team
Players,1629026,Kenrich Williams,Kenrich,1610612760,OKC,29.0,14,9,5,0.643,23.935,2,5,0.4,0,2,0.0,0,0,0.0,4,3,7,0,0,0,0,0,0,1,4,-3,12.4,0,0,11.0,215,167,196,95,252,252,253,222,222,226,222,272,280,272,86,231,181,308,270,254,218,1,1,252,293,258,286,215,22,283,OKC
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,25.0,34,23,11,0.676,107.475,36,62,0.581,5,14,0.357,35,39,0.897,4,15,19,19,6,8,2,3,5,23,112,68,187.3,5,0,175.0,29,6,324,69,54,7,20,70,67,75,105,8,12,83,86,42,46,13,45,2,61,401,273,16,7,13,7,67,22,9,OKC
Players,1630846,Olivier Sarr,Olivier,1610612760,OKC,25.0,1,0,1,0.0,0.015,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,420,422,29,422,464,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,1,1,310,367,194,410,215,22,411,OKC
Players,203488,Mike Muscala,Mike,1610612760,OKC,33.0,4,3,1,0.75,2.638333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,341,288,29,44,417,355,364,355,222,268,222,272,280,272,298,355,379,308,270,254,218,1,1,310,367,176,410,215,22,411,OKC
Players,1630581,Josh Giddey,Josh,1610612760,OKC,21.0,28,17,11,0.607,61.208333333333336,8,19,0.421,1,6,0.167,6,7,0.857,3,9,12,12,6,2,1,0,2,5,23,33,58.4,4,2,54.0,87,44,324,119,152,137,137,207,159,146,200,124,138,95,107,104,117,35,45,84,126,1,159,137,143,45,128,79,6,130,OKC
Players,202687,Bismack Biyombo,Bismack,1610612760,OKC,31.0,5,3,2,0.6,17.946666666666665,1,2,0.5,0,0,0.0,3,7,0.429,3,3,6,0,0,0,2,0,2,4,5,6,18.2,2,0,15.0,320,288,98,121,283,290,330,103,222,324,222,173,138,260,107,231,195,308,270,254,61,1,159,155,272,140,250,118,22,259,OKC
Players,1630322,Lindy Waters III,Lindy,1610612760,OKC,26.0,1,0,1,0.0,0.0533333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,420,422,29,422,456,355,399,355,222,324,222,272,280,272,298,355,379,308,270,254,218,1,1,310,367,194,410,215,22,411,OKC
Players,1631119,Jaylin Williams,Jaylin,1610612760,OKC,22.0,13,6,7,0.462,11.315,1,2,0.5,0,1,0.0,2,2,1.0,1,1,2,2,0,0,0,0,3,1,4,-7,9.4,0,0,8.0,229,221,243,263,327,290,330,103,222,268,222,199,229,1,196,308,294,191,270,254,218,1,199,252,293,308,309,215,22,306,OKC
Players,1630198,Isaiah Joe,Isaiah,1610612760,OKC,24.0,28,17,11,0.607,59.12833333333333,4,15,0.267,4,13,0.308,5,5,1.0,1,4,5,4,0,2,0,1,7,2,17,40,35.0,0,0,34.0,87,44,324,119,156,191,156,326,79,84,136,142,170,1,196,205,217,133,270,84,218,257,326,207,176,33,187,215,22,180,OKC
Players,1629652,Luguentz Dort,Luguentz,1610612760,OKC,25.0,34,21,13,0.618,111.69333333333331,7,22,0.318,3,11,0.273,8,11,0.727,9,11,20,4,4,0,2,3,18,10,25,34,57.0,0,0,56.0,29,15,365,115,45,152,122,308,103,96,160,102,94,181,16,72,41,133,79,254,61,401,457,68,137,44,132,215,22,124,OKC
Players,1630598,Aaron Wiggins,Aaron,1610612760,OKC,25.0,20,11,9,0.55,45.07833333333333,6,10,0.6,2,5,0.4,0,0,0.0,2,4,6,2,1,2,0,0,4,0,14,-39,29.2,0,0,28.0,157,138,288,167,181,165,190,56,131,159,74,272,280,272,144,205,195,191,187,84,218,1,248,310,186,440,208,215,22,202,OKC
Players,1641717,Cason Wallace,Cason,1610612760,OKC,20.0,12,9,3,0.75,20.848333333333333,4,6,0.667,1,2,0.5,0,0,0.0,0,1,1,1,0,1,0,1,2,0,9,11,14.7,0,0,14.0,247,167,132,44,267,191,235,37,159,226,27,272,280,272,298,308,334,240,270,139,218,257,159,310,221,101,273,215,22,263,OKC
Players,1631114,Jalen Williams,Jalen,1610612760,OKC,23.0,32,20,12,0.625,97.32666666666668,28,41,0.683,7,12,0.583,19,23,0.826,2,12,14,9,9,4,1,2,11,16,82,38,118.3,1,0,122.0,43,20,337,109,73,22,47,36,30,88,22,36,38,122,144,61,91,57,16,22,126,341,403,38,27,35,37,145,22,35,OKC
Players,1631096,Chet Holmgren,Chet,1610612760,OKC,22.0,35,23,12,0.657,113.61,21,40,0.525,7,17,0.412,15,21,0.714,3,23,26,7,5,1,11,2,11,13,64,51,136.7,12,0,128.0,20,6,337,91,41,39,52,99,30,59,70,51,40,185,107,16,20,75,57,139,3,341,403,49,40,25,32,22,22,33,OKC
Players,202330,Gordon Hayward,Gordon,1610612760,OKC,34.0,16,8,8,0.5,54.57666666666667,10,21,0.476,1,2,0.5,7,8,0.875,5,10,15,6,3,3,0,1,8,5,28,-20,61.0,0,0,56.0,196,181,263,200,162,111,126,161,159,226,27,109,124,91,64,86,85,98,106,47,218,257,348,137,128,407,118,215,22,124,OKC
