close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
204001,Kristaps Porziņģis,1610612742,DAL,F-C,25.0,43,43,0.725,6.33,12.0,0.527,0.542,-0.015
1628467,Maxi Kleber,1610612742,DAL,F,29.0,50,50,0.671,4.66,8.98,0.519,0.533,-0.014
1629029,Luka Dončić,1610612742,DAL,F-G,22.0,66,66,0.601,4.03,7.88,0.512,0.527,-0.016
1627827,Dorian Finney-Smith,1610612742,DAL,F,28.0,60,60,0.629,3.5,7.28,0.481,0.525,-0.045
1626161,Willie Cauley-Stein,1610612742,DAL,C,27.0,53,53,0.682,3.26,6.47,0.504,0.54,-0.036
203939,Dwight Powell,1610612742,DAL,F-C,29.0,57,54,0.723,3.16,6.28,0.503,0.538,-0.035
1626196,Josh Richardson,1610612742,DAL,G,27.0,59,58,0.577,2.73,5.32,0.513,0.52,-0.007
203501,Tim Hardaway Jr.,1610612742,DAL,G-F,29.0,70,70,0.509,2.8,5.31,0.527,0.524,0.003
1628973,Jalen Brunson,1610612742,DAL,G,24.0,68,68,0.573,2.35,4.47,0.526,0.51,0.016
1626246,Boban Marjanović,1610612742,DAL,C,32.0,30,27,0.75,2.27,4.4,0.515,0.547,-0.031
1629740,Nicolo Melli,1610612742,DAL,F,30.0,41,36,0.667,1.73,3.27,0.53,0.521,0.009
203504,Trey Burke,1610612742,DAL,G,28.0,56,48,0.65,1.46,2.98,0.491,0.489,0.002
1630182,Josh Green,1610612742,DAL,G,20.0,32,30,0.667,1.63,2.69,0.605,0.507,0.098
200755,JJ Redick,1610612742,DAL,G,37.0,43,39,0.571,1.6,2.63,0.611,0.521,0.089
1630189,Tyler Bey,1610612742,DAL,F,23.0,15,14,0.622,1.13,1.87,0.607,0.51,0.097
1630207,Nate Hinton,1610612742,DAL,G-F,22.0,15,12,0.68,0.8,1.13,0.706,0.517,0.189
1630179,Tyrell Terry,1610612742,DAL,G,20.0,8,7,0.643,0.5,1.13,0.444,0.537,-0.093
