close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1627827,Dorian Finney-Smith,1610612742,DAL,F,28.0,7,7,1.0,7.43,15.43,0.481,0.481,0.0
1629029,Luka Dončić,1610612742,DAL,F-G,22.0,7,7,1.0,6.86,14.0,0.49,0.484,0.006
203501,Tim Hardaway Jr.,1610612742,DAL,G-F,29.0,7,7,1.0,5.57,13.14,0.424,0.475,-0.052
204001,Kristaps Porziņģis,1610612742,DAL,F-C,25.0,7,7,1.0,6.71,12.43,0.54,0.49,0.05
1626246,Boban Marjanović,1610612742,DAL,C,32.0,4,4,1.0,6.25,12.25,0.51,0.487,0.024
1628467,Maxi Kleber,1610612742,DAL,F,29.0,7,7,1.0,6.14,11.14,0.551,0.502,0.05
1626161,Willie Cauley-Stein,1610612742,DAL,C,27.0,6,6,1.0,2.33,4.67,0.5,0.484,0.016
1629740,Nicolo Melli,1610612742,DAL,F,30.0,3,3,1.0,2.0,3.33,0.6,0.454,0.146
1626196,Josh Richardson,1610612742,DAL,G,27.0,7,7,1.0,1.57,3.29,0.478,0.471,0.007
1628973,Jalen Brunson,1610612742,DAL,G,24.0,7,7,1.0,1.43,3.29,0.435,0.476,-0.042
203939,Dwight Powell,1610612742,DAL,F-C,29.0,6,6,1.0,1.5,2.83,0.529,0.489,0.04
203504,Trey Burke,1610612742,DAL,G,28.0,2,2,1.0,0.5,1.5,0.333,0.46,-0.127
1630182,Josh Green,1610612742,DAL,G,20.0,1,1,1.0,1.0,1.0,1.0,0.421,0.579
