close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
1626163,Frank Kaminsky,1610612766,CHA,C,24.0,75,73,0.358,191,299,0.639,0.611,0.028
203469,Cody Zeller,1610612766,CHA,C,24.0,62,61,0.467,170,293,0.58,0.61,-0.03
203077,Michael Kidd-Gilchrist,1610612766,CHA,F,23.0,81,78,0.256,153,269,0.569,0.608,-0.039
101107,Marvin Williams,1610612766,CHA,F,31.0,76,72,0.311,157,265,0.592,0.607,-0.014
201587,Nicolas Batum,1610612766,CHA,G,28.0,77,73,0.266,113,186,0.608,0.61,-0.002
202689,Kemba Walker,1610612766,CHA,G,27.0,79,69,0.186,114,173,0.659,0.594,0.065
203087,Jeremy Lamb,1610612766,CHA,G,25.0,61,45,0.254,76,106,0.717,0.61,0.107
203101,Miles Plumlee,1610612766,CHA,C,28.0,41,37,0.454,54,99,0.545,0.608,-0.062
201158,Marco Belinelli,1610612766,CHA,G-F,31.0,74,53,0.187,75,94,0.798,0.617,0.18
201196,Ramon Sessions,1610612766,CHA,G,31.0,50,27,0.159,22,37,0.595,0.575,0.019
203148,Brian Roberts,1610612766,CHA,G,31.0,39,18,0.205,19,26,0.731,0.587,0.144
203948,Johnny O'Bryant III,1610612766,CHA,F-C,24.0,8,7,0.56,10,14,0.714,0.631,0.084
1627362,Briante Weber,1610612766,CHA,G,24.0,17,9,0.194,10,12,0.833,0.58,0.253
1626174,Christian Wood,1610612766,CHA,F,21.0,12,8,0.353,10,12,0.833,0.604,0.23
1626203,Treveon Graham,1610612766,CHA,G-F,23.0,23,9,0.169,9,11,0.818,0.588,0.231
1626151,Aaron Harrison,1610612766,CHA,G,22.0,4,4,1.0,3,5,0.6,0.432,0.168
1627861,Mike Tobey,1610612766,CHA,C,22.0,2,2,0.444,0,4,0.0,0.557,-0.557
