GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK
Players,2738,Andre Iguodala,Andre,1610612744,GSW,32.0,9,6,3,0.667,32.0,0.143,0.143,0.141,0.167,0.167,0.0,0.0,0.25,0.16,0.182,0.063,0.286,0.375,0.333,0.2,0.053,0.091,0.132,3,5,89,27,10,65,50,71,28,48,46,49,28,63,57,44,104,20,20,104,53,57,55
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,2,2,0,1.0,3.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.333,1.0,0.5,0.0,1.0,0.0,0.0,78,31,1,1,100,65,74,99,33,68,46,49,1,1,1,1,108,1,9,1,123,64,83
Players,203110,Draymond Green,Draymond,1610612744,GSW,26.0,9,6,3,0.667,36.0,0.155,0.129,0.145,0.0,0.032,0.182,0.25,0.125,0.259,0.229,0.353,0.286,0.25,0.429,0.2,0.174,0.385,0.116,3,5,89,27,7,62,56,67,33,67,37,31,45,36,48,27,104,26,17,104,78,16,59
Players,203105,Festus Ezeli,Festus,1610612744,GSW,26.0,3,2,1,0.667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.5,0.0,0.333,0.0,0.0,49,31,19,27,82,107,74,99,33,68,46,49,48,48,50,14,1,36,9,1,98,64,83
Players,203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,7,5,2,0.714,25.0,0.088,0.125,0.1,0.1,0.05,0.0,0.0,0.0,0.167,0.143,0.154,0.0,0.0,0.0,0.0,0.071,0.125,0.109,20,10,69,25,27,90,57,78,31,66,46,49,48,59,69,39,1,36,32,1,54,53,64
Players,203546,Ian Clark,Ian,1610612744,GSW,25.0,1,0,1,0.0,4.0,0.333,0.667,0.375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.5,98,99,19,99,95,18,4,17,33,33,46,49,48,83,88,14,1,36,32,1,122,64,9
Players,202691,Klay Thompson,Klay,1610612744,GSW,26.0,9,6,3,0.667,36.0,0.155,0.065,0.159,0.077,0.194,0.273,0.25,0.125,0.185,0.171,0.0,0.0,0.0,0.0,0.4,0.174,0.154,0.093,3,5,89,27,7,62,73,63,32,45,25,31,45,56,58,45,1,36,32,119,78,48,69
Players,2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,60,1,1,125,107,74,99,33,68,46,49,48,83,88,45,1,36,32,1,1,64,83
Players,201578,Marreese Speights,Marreese,1610612744,GSW,28.0,2,0,2,0.0,1.0,0.25,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,99,69,99,120,28,74,3,33,9,46,49,1,83,1,45,1,36,32,1,1,64,83
Players,2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,3,2,1,0.667,8.0,0.217,0.286,0.25,0.0,0.0,0.0,0.0,0.333,0.222,0.25,0.25,0.5,1.0,0.0,0.0,0.167,0.0,0.174,49,31,19,27,63,39,27,34,33,68,46,49,25,42,35,32,115,1,32,1,72,64,47
Players,201939,Stephen Curry,Stephen,1610612744,GSW,28.0,7,5,2,0.714,28.0,0.448,0.56,0.464,0.75,0.615,0.75,0.667,0.167,0.2,0.192,0.308,0.2,0.143,0.0,0.25,0.313,0.4,0.614,20,10,69,25,16,5,10,8,5,5,4,5,39,48,54,31,98,35,32,107,97,14,4
