GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,2738,Andre Iguodala,Andre,1610612744,GSW,32.0,9,6,3,0.667,47.5,0.0,0.0,0.0,6.0,13.4,17.9,10.4,17.9,3.0,1.5,1.5,1.5,47.3,3,5,89,27,89,36,34,24,42,66,91,86,97,22,106,54,63,41
Players,101106,Andrew Bogut,Andrew,1610612744,GSW,31.0,2,2,0,1.0,58.1,0.0,0.0,0.0,0.0,83.3,66.7,0.0,33.3,16.7,0.0,50.0,0.0,148.3,78,31,1,1,30,36,34,24,55,130,127,1,59,3,1,130,64,3
Players,203110,Draymond Green,Draymond,1610612744,GSW,26.0,9,6,3,0.667,48.1,0.0,1.4,0.0,10.8,16.2,16.2,9.5,21.6,4.1,1.4,5.4,6.8,56.2,3,5,89,27,85,36,33,24,29,76,84,83,90,15,103,83,35,31
Players,203105,Festus Ezeli,Festus,1610612744,GSW,26.0,3,2,1,0.667,55.7,0.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,57.0,49,31,19,27,39,36,34,24,55,108,1,1,93,5,1,102,64,29
Players,203084,Harrison Barnes,Harrison,1610612744,GSW,24.0,7,5,2,0.714,47.2,3.8,0.0,3.8,7.7,1.9,11.5,13.5,15.4,0.0,0.0,1.9,1.9,26.2,20,10,69,25,92,25,34,20,39,33,71,93,99,32,1,55,59,78
Players,203546,Ian Clark,Ian,1610612744,GSW,25.0,1,0,1,0.0,54.1,28.6,0.0,28.6,57.1,42.9,0.0,0.0,57.1,0.0,0.0,42.9,0.0,78.6,98,99,19,99,45,2,34,1,2,123,1,1,13,32,1,129,64,16
Players,202691,Klay Thompson,Klay,1610612744,GSW,26.0,9,6,3,0.667,48.1,5.4,0.0,6.8,2.7,16.2,16.2,9.5,21.6,0.0,2.7,5.4,2.7,20.5,3,5,89,27,85,22,34,14,54,76,84,83,90,32,117,83,54,88
Players,2571,Leandro Barbosa,Leandro,1610612744,GSW,33.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,60,1,1,127,36,34,24,55,1,1,1,108,32,1,1,64,106
Players,201578,Marreese Speights,Marreese,1610612744,GSW,28.0,2,0,2,0.0,31.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,40.0,78,99,69,99,119,36,34,24,55,131,1,1,2,32,1,1,64,52
Players,2733,Shaun Livingston,Shaun,1610612744,GSW,30.0,3,2,1,0.667,39.9,10.0,0.0,0.0,10.0,15.0,10.0,0.0,30.0,0.0,0.0,5.0,0.0,55.5,49,31,19,27,111,13,34,24,33,71,65,1,71,32,1,80,64,32
Players,201939,Stephen Curry,Stephen,1610612744,GSW,28.0,7,5,2,0.714,47.9,11.9,3.4,15.3,13.6,15.3,18.6,11.9,20.3,0.0,1.7,8.5,6.8,96.6,20,10,69,25,88,10,25,7,21,73,92,90,92,32,108,100,34,7
