GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,GAME_WEEK
21900007,2019-10-23,MEM,MIA,1
21900020,2019-10-25,CHI,MEM,2
21900037,2019-10-27,BKN,MEM,3
21900054,2019-10-29,MEM,LAL,4
21900081,2019-11-02,PHX,MEM,5
21900093,2019-11-04,HOU,MEM,6
21900108,2019-11-06,MIN,MEM,7
21900117,2019-11-08,MEM,ORL,8
21900130,2019-11-09,DAL,MEM,9
21900143,2019-11-11,MEM,SAS,10
21900154,2019-11-13,MEM,CHA,11
21900170,2019-11-15,UTA,MEM,12
21900186,2019-11-17,DEN,MEM,13
21900198,2019-11-19,GSW,MEM,14
21900232,2019-11-23,LAL,MEM,15
21900242,2019-11-25,MEM,IND,16
21900260,2019-11-27,LAC,MEM,17
21900274,2019-11-29,UTA,MEM,18
21900286,2019-12-01,MEM,MIN,19
21900296,2019-12-02,IND,MEM,20
21900311,2019-12-04,MEM,CHI,21
21900334,2019-12-07,MEM,UTA,22
21900351,2019-12-09,MEM,GSW,23
21900363,2019-12-11,MEM,PHX,24
21900376,2019-12-13,MIL,MEM,25
21900383,2019-12-14,WAS,MEM,26
21900397,2019-12-16,MIA,MEM,27
21900412,2019-12-18,MEM,OKC,28
21900420,2019-12-20,MEM,CLE,29
21900435,2019-12-21,SAC,MEM,30
21900450,2019-12-23,SAS,MEM,31
21900462,2019-12-26,MEM,OKC,32
21900472,2019-12-28,MEM,DEN,33
21900487,2019-12-29,CHA,MEM,34
21900515,2020-01-02,MEM,SAC,35
21900523,2020-01-04,MEM,LAC,36
21900537,2020-01-05,MEM,PHX,37
21900551,2020-01-07,MIN,MEM,38
21900571,2020-01-10,SAS,MEM,39
21900588,2020-01-12,GSW,MEM,40
21900600,2020-01-14,HOU,MEM,41
21900622,2020-01-17,CLE,MEM,42
21900646,2020-01-20,NOP,MEM,43
21900657,2020-01-22,MEM,BOS,44
21900670,2020-01-24,MEM,DET,45
21900690,2020-01-26,PHX,MEM,46
21900704,2020-01-28,DEN,MEM,47
21900710,2020-01-29,MEM,NYK,48
21900723,2020-01-31,MEM,NOP,49
21900748,2020-02-03,DET,MEM,50
21900761,2020-02-05,MEM,DAL,51
21900769,2020-02-07,MEM,PHI,52
21900789,2020-02-09,MEM,WAS,53
21900812,2020-02-12,POR,MEM,54
21900824,2020-02-20,MEM,SAC,55
21900833,2020-02-21,MEM,LAL,56
21900856,2020-02-24,MEM,LAC,57
21900870,2020-02-26,MEM,HOU,58
21900881,2020-02-28,SAC,MEM,59
21900891,2020-02-29,LAL,MEM,60
21900905,2020-03-02,MEM,ATL,61
21900920,2020-03-04,MEM,BKN,62
21900937,2020-03-06,MEM,DAL,63
21900943,2020-03-07,ATL,MEM,64
21900964,2020-03-10,ORL,MEM,65
21901234,2020-07-31,MEM,POR,66
21901246,2020-08-02,SAS,MEM,67
21901253,2020-08-03,MEM,NOP,68
21901262,2020-08-05,MEM,UTA,69
21901275,2020-08-07,OKC,MEM,70
21901286,2020-08-09,MEM,TOR,71
21901301,2020-08-11,BOS,MEM,72
21901311,2020-08-13,MIL,MEM,73
