GAME_ID,GAME_DATE,AWAY_TEAM,HOME_TEAM,ROUND,GAME_NO_IN_SERIES
42200131,2023-04-15,NYK,CLE,RND1,1
42200132,2023-04-18,NYK,CLE,RND1,2
42200133,2023-04-21,CLE,NYK,RND1,3
42200134,2023-04-23,CLE,NYK,RND1,4
42200135,2023-04-26,NYK,CLE,RND1,5
