TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,10,4,6,0.4,485.0,13.9,11.5,12.0,42.8,16.3,13.5,11.5,35.6,7,8,11,10,7,9,12,7,1,11,10,7,2
1610612738,Boston Celtics,6,2,4,0.333,293.0,14.4,12.9,11.0,40.6,14.1,11.3,14.9,43.9,11,11,1,11,11,8,6,9,7,6,5,13,16
1610612766,Charlotte Hornets,7,3,4,0.429,336.0,12.9,9.0,5.9,41.1,9.7,13.6,9.4,43.4,9,9,1,8,9,11,15,16,6,1,11,3,15
1610612739,Cleveland Cavaliers,21,16,5,0.762,1008.0,17.5,14.3,13.6,38.7,13.5,10.6,8.4,36.9,2,1,10,1,2,2,4,5,12,4,2,2,4
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,11.2,10.2,9.0,39.6,16.6,16.6,17.4,42.0,13,13,1,13,13,14,14,12,10,12,16,15,11
1610612765,Detroit Pistons,4,0,4,0.0,192.0,8.8,9.0,7.5,39.0,16.8,13.0,10.5,33.5,15,15,1,15,15,16,15,15,11,13,9,5,1
1610612744,Golden State Warriors,24,15,9,0.625,1157.0,17.8,11.9,14.6,40.0,15.9,15.5,15.1,42.2,1,2,15,2,1,1,9,2,9,10,14,14,12
1610612745,Houston Rockets,5,1,4,0.2,240.0,15.0,13.8,11.6,42.4,23.6,11.4,19.0,43.2,13,13,1,13,13,7,5,8,2,16,6,16,14
1610612754,Indiana Pacers,7,3,4,0.429,336.0,16.3,11.6,13.6,34.0,16.9,16.0,9.6,37.1,9,9,1,8,9,4,11,6,16,14,15,4,5
1610612746,LA Clippers,6,2,4,0.333,288.0,13.0,14.3,9.2,42.3,10.3,13.7,13.7,36.7,11,11,1,11,12,10,3,10,3,2,13,10,3
1610612763,Memphis Grizzlies,4,0,4,0.0,192.0,11.8,11.8,8.3,35.5,19.3,9.5,14.5,37.5,15,15,1,15,15,13,10,14,15,15,1,12,6
1610612748,Miami Heat,14,7,7,0.5,687.0,10.8,12.4,8.3,42.2,14.3,10.9,7.5,40.0,5,5,13,5,5,15,8,13,5,7,3,1,9
1610612760,Oklahoma City Thunder,18,11,7,0.611,864.0,15.1,15.3,16.7,42.3,14.8,11.2,13.7,40.8,4,3,13,3,4,6,1,1,3,9,4,11,10
1610612757,Portland Trail Blazers,11,5,6,0.455,533.0,12.2,14.4,14.1,35.8,14.0,13.6,11.7,42.7,6,7,11,7,6,12,2,4,14,5,12,8,13
1610612759,San Antonio Spurs,10,6,4,0.6,480.0,16.6,10.8,14.4,40.2,12.4,12.7,13.1,39.0,7,6,1,4,8,3,13,3,8,3,8,9,8
1610612761,Toronto Raptors,20,10,10,0.5,975.0,15.4,12.8,9.0,37.1,14.8,11.8,11.2,38.5,3,4,16,5,3,5,7,11,13,8,7,6,7
