season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2022-23,1610612738,BOS,Boston Celtics,22201152,2023-03-31,BOS vs. UTA,W,48.0,19.0,21.0,10.0,46.0,15.0,15.0,20.0,68.0,0,0,0,0,159,802,233,1694,1531,924,1435,2003,2306,1,2022,2023,True,BOS,UTA
2022-23,1610612761,TOR,Toronto Raptors,22201150,2023-03-31,TOR @ PHI,L,48.0,22.0,20.0,18.0,54.0,20.0,8.0,19.0,56.0,0,0,0,0,159,445,313,565,802,1660,350,1897,1660,1,2022,2023,False,PHI,TOR
2022-23,1610612764,WAS,Washington Wizards,22201151,2023-03-31,WAS vs. ORL,L,48.0,12.0,28.0,19.0,42.0,18.0,11.0,8.0,58.0,0,0,0,0,159,1836,25,459,1859,1377,766,377,1820,1,2022,2023,True,WAS,ORL
2022-23,1610612766,CHA,Charlotte Hornets,22201148,2023-03-31,CHA vs. CHI,L,48.0,10.0,8.0,15.0,38.0,29.0,16.0,19.0,48.0,0,0,0,0,159,2086,1967,927,2107,2362,1579,1897,931,1,2022,2023,True,CHA,CHI
2022-23,1610612745,HOU,Houston Rockets,22201155,2023-03-31,HOU vs. DET,W,48.0,19.0,12.0,15.0,44.0,10.0,13.0,11.0,60.0,0,0,0,0,159,802,1346,927,1702,269,1116,768,1945,1,2022,2023,True,HOU,DET
2022-23,1610612751,BKN,Brooklyn Nets,22201153,2023-03-31,BKN vs. ATL,W,48.0,14.0,8.0,14.0,50.0,17.0,16.0,21.0,44.0,0,0,0,0,159,1538,1967,1066,1168,1213,1579,2083,603,1,2022,2023,True,BKN,ATL
2022-23,1610612758,SAC,Sacramento Kings,22201159,2023-03-31,SAC @ POR,W,48.0,26.0,13.0,26.0,64.0,15.0,16.0,17.0,36.0,0,0,0,0,159,168,1203,84,215,924,1579,1662,165,1,2022,2023,False,POR,SAC
2022-23,1610612753,ORL,Orlando Magic,22201151,2023-03-31,ORL @ WAS,W,48.0,18.0,11.0,8.0,58.0,12.0,28.0,19.0,42.0,0,0,0,0,159,927,1507,1967,517,485,2428,1897,468,1,2022,2023,False,WAS,ORL
2022-23,1610612747,LAL,Los Angeles Lakers,22201157,2023-03-31,LAL @ MIN,W,48.0,17.0,17.0,29.0,64.0,14.0,18.0,13.0,52.0,0,0,0,0,159,1085,595,33,215,770,1867,1089,1294,1,2022,2023,False,MIN,LAL
2022-23,1610612737,ATL,Atlanta Hawks,22201153,2023-03-31,ATL @ BKN,L,48.0,17.0,16.0,21.0,44.0,14.0,8.0,14.0,50.0,0,0,0,0,159,1085,742,310,1702,770,350,1245,1108,1,2022,2023,False,BKN,ATL
2022-23,1610612750,MIN,Minnesota Timberwolves,22201157,2023-03-31,MIN vs. LAL,L,48.0,14.0,18.0,13.0,52.0,17.0,17.0,29.0,64.0,0,0,0,0,159,1538,487,1217,999,1213,1720,2413,2162,1,2022,2023,True,MIN,LAL
2022-23,1610612744,GSW,Golden State Warriors,22201158,2023-03-31,GSW vs. SAS,W,48.0,17.0,21.0,12.0,46.0,23.0,19.0,13.0,46.0,0,0,0,0,159,1085,233,1373,1531,2017,1975,1089,760,1,2022,2023,True,GSW,SAS
2022-23,1610612743,DEN,Denver Nuggets,22201160,2023-03-31,DEN @ PHX,L,48.0,13.0,19.0,22.0,62.0,8.0,9.0,10.0,38.0,0,0,0,0,159,1692,395,246,300,122,495,625,247,1,2022,2023,False,PHX,DEN
2022-23,1610612756,PHX,Phoenix Suns,22201160,2023-03-31,PHX vs. DEN,W,48.0,8.0,9.0,10.0,38.0,13.0,19.0,22.0,62.0,0,0,0,0,159,2278,1835,1694,2107,626,1975,2152,2055,1,2022,2023,True,PHX,DEN
2022-23,1610612765,DET,Detroit Pistons,22201155,2023-03-31,DET @ HOU,L,48.0,10.0,13.0,11.0,60.0,19.0,12.0,15.0,44.0,0,0,0,0,159,2086,1203,1535,407,1535,955,1396,603,1,2022,2023,False,HOU,DET
2022-23,1610612741,CHI,Chicago Bulls,22201148,2023-03-31,CHI @ CHA,W,48.0,29.0,16.0,19.0,48.0,10.0,8.0,15.0,38.0,0,0,0,0,159,76,742,459,1354,269,350,1396,247,1,2022,2023,False,CHA,CHI
2022-23,1610612759,SAS,San Antonio Spurs,22201158,2023-03-31,SAS @ GSW,L,48.0,23.0,19.0,13.0,46.0,17.0,21.0,12.0,46.0,0,0,0,0,159,360,395,1217,1531,1213,2149,927,760,1,2022,2023,False,GSW,SAS
2022-23,1610612757,POR,Portland Trail Blazers,22201159,2023-03-31,POR vs. SAC,L,48.0,15.0,16.0,17.0,36.0,26.0,13.0,26.0,64.0,0,0,0,0,159,1405,742,670,2215,2237,1116,2337,2162,1,2022,2023,True,POR,SAC
2022-23,1610612763,MEM,Memphis Grizzlies,22201156,2023-03-31,MEM vs. LAC,W,48.0,24.0,17.0,24.0,60.0,16.0,10.0,13.0,44.0,0,0,0,0,159,288,595,152,407,1057,627,1089,603,1,2022,2023,True,MEM,LAC
2022-23,1610612739,CLE,Cleveland Cavaliers,22201154,2023-03-31,CLE vs. NYK,L,48.0,13.0,6.0,11.0,46.0,16.0,14.0,13.0,54.0,0,0,0,0,159,1692,2200,1535,1531,1057,1259,1089,1463,1,2022,2023,True,CLE,NYK
2022-23,1610612752,NYK,New York Knicks,22201154,2023-03-31,NYK @ CLE,W,48.0,16.0,14.0,13.0,54.0,13.0,6.0,11.0,46.0,0,0,0,0,159,1249,1027,1217,802,626,169,768,760,1,2022,2023,False,CLE,NYK
2022-23,1610612762,UTA,Utah Jazz,22201152,2023-03-31,UTA @ BOS,L,48.0,15.0,15.0,20.0,68.0,19.0,21.0,10.0,46.0,0,0,0,0,159,1405,883,379,112,1535,2149,625,760,1,2022,2023,False,BOS,UTA
2022-23,1610612754,IND,Indiana Pacers,22201149,2023-03-31,IND vs. OKC,W,48.0,16.0,21.0,11.0,46.0,27.0,19.0,31.0,72.0,0,0,0,0,159,1249,233,1535,1531,2294,1975,2439,2393,1,2022,2023,True,IND,OKC
2022-23,1610612755,PHI,Philadelphia 76ers,22201150,2023-03-31,PHI vs. TOR,W,48.0,20.0,8.0,19.0,56.0,22.0,20.0,18.0,54.0,0,0,0,0,159,679,1967,459,642,1917,2067,1792,1463,1,2022,2023,True,PHI,TOR
2022-23,1610612760,OKC,Oklahoma City Thunder,22201149,2023-03-31,OKC @ IND,L,48.0,27.0,19.0,31.0,72.0,16.0,21.0,11.0,46.0,0,0,0,0,159,130,395,18,42,1057,2149,768,760,1,2022,2023,False,IND,OKC
2022-23,1610612746,LAC,LA Clippers,22201156,2023-03-31,LAC @ MEM,L,48.0,16.0,10.0,13.0,44.0,24.0,17.0,24.0,60.0,0,0,0,0,159,1249,1696,1217,1702,2102,1720,2258,1945,1,2022,2023,False,MEM,LAC
2022-23,1610612738,BOS,Boston Celtics,22201146,2023-03-30,BOS @ MIL,W,48.0,14.0,8.0,12.0,54.0,9.0,17.0,8.0,36.0,0,0,0,0,159,1538,1967,1373,802,184,1720,377,165,1,2022,2023,False,MIL,BOS
2022-23,1610612749,MIL,Milwaukee Bucks,22201146,2023-03-30,MIL vs. BOS,L,48.0,9.0,17.0,8.0,36.0,14.0,8.0,12.0,54.0,0,0,0,0,159,2193,595,1967,2215,770,350,927,1463,1,2022,2023,True,MIL,BOS
2022-23,1610612740,NOP,New Orleans Pelicans,22201147,2023-03-30,NOP @ DEN,W,48.0,8.0,8.0,12.0,38.0,10.0,8.0,8.0,52.0,0,0,0,0,159,2278,1967,1373,2107,269,350,377,1294,1,2022,2023,False,DEN,NOP
2022-23,1610612743,DEN,Denver Nuggets,22201147,2023-03-30,DEN vs. NOP,L,48.0,10.0,8.0,8.0,52.0,8.0,8.0,12.0,38.0,0,0,0,0,159,2086,1967,1967,999,122,350,927,247,1,2022,2023,True,DEN,NOP
