SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2019-20,1610612748,MIA,Miami Heat,0041900406,2020-10-11T00:00:00,MIA vs. LAL,L,51.6,15.1,5.4,8.6,47.3,21.5,19.4,17.2,55.9,0,0,0,84,13,94,146,103,50,140,153,143,156,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900406,2020-10-11T00:00:00,LAL @ MIA,W,51.1,21.3,19.1,17.0,55.3,14.9,5.3,8.5,46.8,0,0,0,1,13,28,13,25,11,71,21,61,115,1
2019-20,1610612748,MIA,Miami Heat,0041900405,2020-10-09T00:00:00,MIA @ LAL,W,51.6,21.5,16.1,4.3,34.4,15.1,17.2,26.9,45.2,0,0,0,1,13,27,32,157,128,72,147,165,105,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900405,2020-10-09T00:00:00,LAL vs. MIA,L,51.1,14.9,17.0,26.6,44.7,21.3,16.0,4.3,34.0,0,0,0,84,13,95,20,2,63,139,132,9,35,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900404,2020-10-06T00:00:00,LAL @ MIA,W,52.2,20.7,13.0,7.6,37.0,14.1,7.6,4.3,34.8,0,0,0,1,13,32,62,119,112,63,42,12,41,1
2019-20,1610612748,MIA,Miami Heat,0041900404,2020-10-06T00:00:00,MIA vs. LAL,L,52.2,14.1,7.6,4.3,34.8,20.7,13.0,7.6,37.0,0,0,0,84,13,106,125,155,125,135,105,48,55,1
2019-20,1610612748,MIA,Miami Heat,0041900403,2020-10-04T00:00:00,MIA vs. LAL,W,48.5,21.2,5.1,9.1,52.5,17.2,6.1,15.2,34.3,0,0,0,1,13,29,148,96,21,102,26,128,38,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900403,2020-10-04T00:00:00,LAL @ MIA,L,48.0,17.0,6.0,15.0,34.0,21.0,5.0,9.0,52.0,0,0,0,84,13,66,141,37,132,136,19,68,143,1
2019-20,1610612748,MIA,Miami Heat,0041900402,2020-10-02T00:00:00,MIA @ LAL,L,52.7,8.8,15.4,2.2,50.5,8.8,23.1,9.9,61.5,0,0,0,84,13,150,40,161,28,17,160,81,163,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900402,2020-10-02T00:00:00,LAL vs. MIA,W,52.2,8.7,22.8,9.8,60.9,8.7,15.2,2.2,50.0,0,0,0,1,13,152,7,89,5,15,126,6,134,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900401,2020-09-30T00:00:00,LAL vs. MIA,W,49.0,16.3,16.3,10.2,38.8,14.3,9.2,12.2,46.9,0,0,0,1,13,77,30,79,103,66,62,106,118,1
2019-20,1610612748,MIA,Miami Heat,0041900401,2020-09-30T00:00:00,MIA @ LAL,L,49.5,14.4,9.3,12.4,47.4,16.5,16.5,10.3,39.2,0,0,0,84,13,100,105,61,49,92,139,87,62,1
2019-20,1610612738,BOS,Boston Celtics,0041900306,2020-09-27T00:00:00,BOS @ MIA,L,47.5,17.8,15.8,10.9,47.5,9.9,1.0,3.0,47.5,0,0,0,84,13,53,36,73,47,23,1,8,121,1
2019-20,1610612748,MIA,Miami Heat,0041900306,2020-09-27T00:00:00,MIA vs. BOS,W,47.5,9.9,1.0,3.0,47.5,17.8,15.8,10.9,47.5,0,0,0,1,13,144,166,159,47,112,131,96,121,1
2019-20,1610612747,LAL,Los Angeles Lakers,0041900315,2020-09-26T00:00:00,LAL vs. DEN,W,48.5,11.1,3.0,18.2,52.5,22.2,16.2,15.2,50.5,0,0,0,1,13,131,162,21,21,142,135,128,137,1
