close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
1628389,Bam Adebayo,1610612748,MIA,C-F,24.0,56,55,0.359,2.75,4.48,0.614,0.643,-0.029
1629639,Tyler Herro,1610612748,MIA,G,22.0,66,65,0.357,2.59,4.2,0.617,0.619,-0.002
200768,Kyle Lowry,1610612748,MIA,G,36.0,63,60,0.342,2.71,4.11,0.66,0.625,0.035
1628997,Caleb Martin,1610612748,MIA,F,26.0,59,55,0.341,2.17,3.66,0.593,0.622,-0.029
200782,P.J. Tucker,1610612748,MIA,F,37.0,71,68,0.282,2.07,3.34,0.62,0.626,-0.006
202710,Jimmy Butler III,1610612748,MIA,F,32.0,57,55,0.324,2.11,3.18,0.663,0.643,0.02
1630209,Omer Yurtseven,1610612748,MIA,C,24.0,48,36,0.401,1.73,3.0,0.576,0.641,-0.065
1629130,Duncan Robinson,1610612748,MIA,F,28.0,79,75,0.324,1.89,2.94,0.642,0.631,0.012
1629622,Max Strus,1610612748,MIA,G-F,26.0,68,59,0.313,1.85,2.9,0.64,0.631,0.009
203473,Dewayne Dedmon,1610612748,MIA,C,32.0,67,59,0.37,1.61,2.73,0.59,0.643,-0.052
203506,Victor Oladipo,1610612748,MIA,G,30.0,8,8,0.299,1.25,2.5,0.5,0.654,-0.154
1629644,KZ Okpala,1610612748,MIA,F-G,23.0,15,12,0.368,1.33,2.33,0.571,0.613,-0.042
1630606,Javonte Smart,1610612748,MIA,G,23.0,12,11,0.346,1.33,2.33,0.571,0.605,-0.033
1629735,Chris Silva,1610612748,MIA,F,25.0,8,6,0.514,1.5,2.25,0.667,0.642,0.025
1629216,Gabe Vincent,1610612748,MIA,G,26.0,64,53,0.229,1.52,2.23,0.678,0.632,0.046
202693,Markieff Morris,1610612748,MIA,F,32.0,17,15,0.295,1.29,1.94,0.667,0.617,0.049
1629657,Kyle Guy,1610612748,MIA,G,24.0,14,11,0.37,1.29,1.93,0.667,0.647,0.02
1628539,Mychal Mulder,1610612748,MIA,G,28.0,13,11,0.286,1.0,1.54,0.65,0.622,0.028
1629312,Haywood Highsmith,1610612748,MIA,F,25.0,14,9,0.352,0.71,1.36,0.526,0.64,-0.114
1630585,Marcus Garrett,1610612748,MIA,G,23.0,9,6,0.364,0.89,1.33,0.667,0.541,0.126
2617,Udonis Haslem,1610612748,MIA,F,42.0,11,5,0.222,0.73,0.73,1.0,0.582,0.418
