group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203932,Aaron Gordon,,1610612753,ORL,23.0,43,22,21,0.512,45.4,0.7,2.9,0.7,6.5,21.3,7.2,8.7,33.9,1.1,1.4,5.1,1.8,33.5,11,14,425,176,250,221,132,164,187,389,99,305,324,133,340,245,289,217
,201571,D.J. Augustin,,1610612753,ORL,31.0,46,21,25,0.457,45.6,2.4,0.6,0.6,5.3,18.1,6.8,9.5,32.0,0.0,0.9,4.2,7.1,30.4,2,28,449,257,237,152,233,175,213,347,90,328,357,217,299,204,82,252
,203095,Evan Fournier,,1610612753,ORL,26.0,46,22,24,0.478,45.4,2.7,1.2,0.6,10.1,18.5,8.0,8.3,32.1,0.6,0.9,3.9,6.3,37.6,2,14,443,233,249,139,208,174,121,353,116,287,356,192,300,180,99,185
,1628515,Isaiah Briscoe,,1610612753,ORL,23.0,3,2,1,0.667,44.6,0.0,25.0,0.0,25.0,25.0,25.0,0.0,50.0,0.0,0.0,0.0,12.5,62.5,371,331,19,50,283,229,4,182,12,412,401,1,82,217,1,1,16,48
,1626170,Jerian Grant,,1610612753,ORL,26.0,8,6,2,0.75,34.8,0.0,0.0,0.0,0.0,28.6,14.3,0.0,57.1,0.0,0.0,7.1,0.0,-7.1,292,240,72,27,416,229,235,182,315,424,271,1,51,217,1,333,329,449
,1628371,Jonathan Isaac,,1610612753,ORL,21.0,32,14,18,0.438,43.6,2.7,4.0,2.7,6.7,16.7,10.7,5.3,30.7,0.7,0.7,6.0,2.7,30.5,73,102,405,273,329,142,91,83,185,314,175,169,370,181,272,296,259,247
,203920,Khem Birch,,1610612753,ORL,26.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,365,1,1,441,229,235,182,315,1,1,1,419,217,1,1,329,405
,203487,Michael Carter-Williams,,1610612753,ORL,27.0,4,4,0,1.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,97.1,354,277,1,1,435,229,235,182,315,1,1,1,419,217,1,1,3,9
,1628964,Mo Bamba,,1610612753,ORL,21.0,6,3,3,0.5,44.3,0.0,0.0,0.0,0.0,66.7,0.0,44.4,66.7,0.0,0.0,11.1,0.0,15.6,327,301,109,178,297,229,235,182,315,445,1,448,26,217,1,401,329,379
,202696,Nikola Vučević,,1610612753,ORL,28.0,46,22,24,0.478,46.2,3.8,5.2,0.0,15.7,18.3,7.2,8.1,32.5,1.4,1.7,6.1,5.8,54.5,2,14,443,233,202,97,65,182,50,349,100,277,351,101,363,300,120,78
,203082,Terrence Ross,,1610612753,ORL,28.0,41,19,22,0.463,45.3,1.8,1.8,2.8,4.2,17.0,6.4,10.6,33.2,1.4,0.4,2.1,3.2,42.1,18,44,436,249,259,179,184,74,244,329,86,358,344,106,234,109,234,151
,1628411,Wes Iwundu,,1610612753,ORL,24.0,13,7,6,0.538,43.2,0.0,0.0,0.0,0.0,14.3,5.7,5.7,34.3,2.9,2.9,8.6,5.7,26.6,250,223,179,158,336,229,235,182,315,260,83,182,320,43,414,369,121,301
