season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away,MON
2022-23,1610612744,GSW,Golden State Warriors,22201230,2023-04-09,GSW @ POR,W,48.0,25.0,9.0,26.0,60.0,17.0,14.0,14.0,48.0,0,0,0,0,159,225,1835,84,407,1213,1259,1245,931,1,2022,2023,False,POR,GSW,APR
2022-23,1610612744,GSW,Golden State Warriors,22201211,2023-04-07,GSW @ SAC,W,48.0,12.0,22.0,11.0,44.0,16.0,24.0,8.0,46.0,0,0,0,0,159,1836,166,1535,1702,1057,2330,377,760,1,2022,2023,False,SAC,GSW,APR
2022-23,1610612744,GSW,Golden State Warriors,22201187,2023-04-04,GSW vs. OKC,W,48.0,15.0,30.0,14.0,50.0,17.0,12.0,11.0,52.0,0,0,0,0,159,1405,13,1066,1168,1213,955,768,1294,1,2022,2023,True,GSW,OKC,APR
2022-23,1610612744,GSW,Golden State Warriors,22201175,2023-04-02,GSW @ DEN,L,48.0,19.0,28.0,22.0,54.0,17.0,16.0,20.0,58.0,0,0,0,0,159,802,25,246,802,1213,1579,2003,1820,1,2022,2023,False,DEN,GSW,APR
2022-23,1610612744,GSW,Golden State Warriors,22201158,2023-03-31,GSW vs. SAS,W,48.0,17.0,21.0,12.0,46.0,23.0,19.0,13.0,46.0,0,0,0,0,159,1085,233,1373,1531,2017,1975,1089,760,1,2022,2023,True,GSW,SAS,MAR
2022-23,1610612744,GSW,Golden State Warriors,22201135,2023-03-28,GSW vs. NOP,W,48.0,23.0,14.0,12.0,46.0,18.0,12.0,22.0,50.0,0,0,0,0,159,360,1027,1373,1531,1377,955,2152,1108,1,2022,2023,True,GSW,NOP,MAR
2022-23,1610612744,GSW,Golden State Warriors,22201121,2023-03-26,GSW vs. MIN,L,48.0,18.0,6.0,9.0,28.0,24.0,12.0,10.0,34.0,0,0,0,0,159,927,2200,1837,2421,2102,955,625,97,1,2022,2023,True,GSW,MIN,MAR
2022-23,1610612744,GSW,Golden State Warriors,22201103,2023-03-24,GSW vs. PHI,W,48.0,12.0,14.0,7.0,42.0,15.0,4.0,16.0,50.0,0,0,0,0,159,1836,1027,2085,1859,924,50,1535,1108,1,2022,2023,True,GSW,PHI,MAR
2022-23,1610612744,GSW,Golden State Warriors,22201086,2023-03-22,GSW @ DAL,W,48.0,12.0,18.0,14.0,66.0,17.0,13.0,11.0,54.0,0,0,0,0,159,1836,487,1066,156,1213,1116,768,1463,1,2022,2023,False,DAL,GSW,MAR
2022-23,1610612744,GSW,Golden State Warriors,22201074,2023-03-20,GSW @ HOU,W,48.0,26.0,13.0,28.0,50.0,25.0,19.0,25.0,54.0,0,0,0,0,159,168,1203,49,1168,2174,1975,2310,1463,1,2022,2023,False,HOU,GSW,MAR
