player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,def_rating,dreb,dreb_pct,pct_dreb,stl,pct_stl,blk,pct_blk,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,def_ws,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,def_rating_rank,dreb_rank,dreb_pct_rank,pct_dreb_rank,stl_rank,pct_stl_rank,blk_rank,pct_blk_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,def_ws_rank
201166,Aaron Brooks,Aaron,1610612741,CHI,31.0,69,36,33,0.522,1107.71,102.3,80,0.068,0.101,30,0.226,10,0.089,362,287,317,950,4.04,185,151,291,204,254,156,324,450,452,251,142,286,321,215,224,237,211,205
1626171,Bobby Portis,Bobby,1610612741,CHI,21.0,62,29,33,0.468,1102.08,108.0,214,0.186,0.275,25,0.21,22,0.206,363,301,313,1016,2.05,235,215,291,273,256,391,147,90,91,276,175,173,173,216,233,234,223,318
1626245,Cristiano Felicio,Cristiano,1610612741,CHI,23.0,31,14,17,0.452,320.7033333333333,99.5,72,0.218,0.317,6,0.12,13,0.406,108,75,86,258,1.44,376,352,130,280,385,67,341,39,44,401,412,252,67,86,86,87,82,343
201565,Derrick Rose,Derrick,1610612741,CHI,27.0,66,32,34,0.485,2097.423333333333,106.9,179,0.078,0.118,44,0.176,14,0.054,687,655,601,2034,4.66,207,183,307,258,98,345,187,418,409,180,264,244,381,373,431,390,406,171
203926,Doug McDermott,Doug,1610612741,CHI,24.0,81,41,40,0.506,1860.56,104.6,158,0.08,0.118,14,0.065,6,0.031,652,528,558,1676,5.45,19,96,378,223,136,258,223,411,408,345,457,340,422,356,366,362,348,122
202734,E'Twaun Moore,E'Twaun,1610612741,CHI,27.0,59,29,30,0.492,1263.1,105.0,114,0.082,0.125,37,0.239,18,0.119,435,388,387,1194,3.57,260,215,258,250,231,271,275,402,394,217,114,207,271,251,288,280,265,230
202710,Jimmy Butler III,Jimmy,1610612741,CHI,26.0,67,37,30,0.552,2473.625,104.5,279,0.103,0.158,110,0.326,43,0.136,774,754,684,2242,7.23,200,139,258,167,41,251,93,312,302,23,27,82,246,409,463,435,435,67
201149,Joakim Noah,Joakim,1610612741,CHI,31.0,29,15,14,0.517,635.4233333333333,99.9,168,0.235,0.339,18,0.231,29,0.387,212,183,158,522,2.81,385,347,104,207,330,77,205,27,25,319,132,131,77,145,158,138,139,271
203200,Justin Holiday,Justin,1610612741,CHI,27.0,53,28,25,0.528,772.5866666666667,104.5,78,0.098,0.147,32,0.258,19,0.253,291,196,242,682,2.33,291,237,201,196,307,254,331,336,326,241,87,195,136,189,168,187,173,297
2399,Mike Dunleavy,Mike,1610612741,CHI,35.0,31,13,18,0.419,702.6366666666667,111.6,75,0.105,0.157,14,0.157,10,0.118,224,208,185,666,0.51,376,361,139,308,319,442,335,307,303,345,318,286,277,150,171,152,168,404
202703,Nikola Mirotic,Nikola,1610612741,CHI,25.0,66,37,29,0.561,1646.11,104.7,304,0.174,0.264,58,0.256,46,0.234,549,455,451,1630,4.79,207,139,246,163,171,261,77,115,109,122,91,77,152,313,329,321,338,162
2200,Pau Gasol,Pau,1610612741,CHI,35.0,72,36,36,0.5,2291.358333333333,104.4,638,0.249,0.376,42,0.153,146,0.488,759,733,657,2132,6.83,157,151,331,224,67,246,4,17,12,193,335,4,45,405,455,428,419,83
203915,Spencer Dinwiddie,Spencer,1610612741,CHI,23.0,12,5,7,0.417,159.23,101.3,13,0.083,0.115,3,0.115,0,0.0,45,28,34,126,0.61,431,426,49,315,420,112,434,396,418,426,421,444,444,53,45,46,53,397
201959,Taj Gibson,Taj,1610612741,CHI,31.0,73,37,36,0.507,1935.5583333333332,105.3,298,0.14,0.211,47,0.208,77,0.32,641,597,579,1734,5.2,144,139,331,219,124,284,83,188,174,167,179,36,104,350,396,380,357,140
203503,Tony Snell,Tony,1610612741,CHI,24.0,64,33,31,0.516,1301.013333333333,97.3,180,0.117,0.174,16,0.104,17,0.107,393,378,315,1150,6.81,227,170,265,208,225,38,186,262,260,331,427,217,293,231,276,236,256,84
