group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,201582,Alexis Ajinca,,1610612740,NOP,28.0,6,2,4,0.333,9.156666666666666,0.0,0.0,0.0,10.5,15.7,31.5,0.0,52.4,0.0,0.0,10.5,0.0,33.5,312,326,127,330,333,234,237,175,89,268,416,1,54,200,1,378,326,234
,202087,Alonzo Gee,,1610612740,NOP,29.0,27,15,12,0.556,51.16833333333334,1.9,2.8,0.0,5.6,17.8,15.9,6.6,48.8,0.0,0.0,5.6,0.9,14.7,131,109,264,142,190,182,144,175,191,322,302,178,66,200,1,221,319,376
,203076,Anthony Davis,,1610612740,NOP,23.0,31,15,16,0.484,120.00833333333334,3.6,4.8,1.6,15.2,16.8,11.6,8.0,35.2,2.8,1.2,4.4,10.0,67.3,100,109,324,232,72,103,66,123,34,300,161,224,241,46,325,158,42,28
,1626214,Bryce Dejean-Jones,,1610612740,NOP,23.0,3,1,2,0.333,3.398333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,14.1,14.1,108.8,357,362,75,330,383,234,237,175,303,1,1,1,340,200,1,409,16,5
,201967,Dante Cunningham,,1610612740,NOP,29.0,30,13,17,0.433,84.1,2.3,0.0,1.1,4.6,17.7,14.3,7.4,27.4,0.6,1.1,9.7,0.0,20.5,107,129,341,266,129,163,237,146,219,321,247,205,351,172,316,365,326,338
,201569,Eric Gordon,,1610612740,NOP,27.0,27,9,18,0.333,95.62833333333332,2.5,1.5,3.5,6.0,14.6,12.5,9.0,32.1,0.5,1.5,4.0,5.0,30.4,131,182,361,330,109,150,197,57,181,235,190,265,309,175,348,133,161,260
,203516,James Ennis III,,1610612740,NOP,25.0,2,1,1,0.5,7.473333333333334,0.0,0.0,0.0,0.0,19.3,25.7,12.8,25.7,0.0,6.4,6.4,6.4,6.4,374,362,31,188,349,234,237,175,303,351,400,363,365,200,426,272,117,394
,202706,Jordan Hamilton,,1610612740,NOP,25.0,3,1,2,0.333,10.618333333333334,0.0,9.0,0.0,0.0,18.1,27.1,9.0,36.2,0.0,0.0,13.6,4.5,53.8,357,362,75,330,322,234,19,175,303,330,408,266,213,200,1,406,184,81
,201950,Jrue Holiday,,1610612740,NOP,26.0,38,17,21,0.447,145.53,4.3,0.0,3.0,9.9,14.8,12.5,6.9,33.0,0.0,1.0,5.3,8.2,51.8,38,88,402,257,37,76,237,77,100,245,189,188,296,200,305,198,75,90
,2570,Kendrick Perkins,,1610612740,NOP,31.0,4,2,2,0.5,9.718333333333334,0.0,0.0,0.0,0.0,9.9,24.7,0.0,0.0,4.9,0.0,4.9,0.0,15.8,339,326,75,188,327,234,237,175,303,139,396,1,401,19,1,190,326,368
,202337,Luke Babbitt,,1610612740,NOP,27.0,16,4,12,0.25,12.078333333333331,0.0,7.9,7.9,7.9,27.8,15.9,15.9,47.7,4.0,7.9,19.9,15.9,62.0,222,270,264,380,312,234,27,11,135,399,301,394,72,30,431,421,9,42
,202708,Norris Cole,,1610612740,NOP,27.0,22,9,13,0.409,48.97166666666666,0.0,0.0,0.0,2.0,14.7,9.8,9.8,47.0,0.0,0.0,7.8,2.9,17.9,182,182,281,286,197,234,237,175,282,242,104,292,76,200,1,323,257,355
,201600,Omer Asik,,1610612740,NOP,29.0,3,3,0,1.0,2.595,0.0,0.0,0.0,0.0,74.0,37.0,0.0,37.0,0.0,0.0,0.0,18.5,59.2,357,293,1,1,388,234,237,175,303,431,422,1,200,200,1,1,6,53
,201583,Ryan Anderson,,1610612740,NOP,28.0,36,13,23,0.361,124.525,1.2,4.6,0.8,2.3,15.4,10.8,8.5,32.4,1.2,1.2,4.6,3.5,30.3,59,129,418,319,62,210,72,164,277,261,135,240,303,121,318,170,230,262
,204025,Tim Frazier,,1610612740,NOP,25.0,9,4,5,0.444,23.863333333333333,0.0,6.0,0.0,4.0,22.1,22.1,8.0,28.2,2.0,0.0,6.0,0.0,42.4,289,270,153,258,262,234,45,175,238,375,384,227,343,80,1,246,326,153
,201962,Toney Douglas,,1610612740,NOP,30.0,13,5,8,0.385,31.585,0.0,0.0,4.6,6.1,19.8,15.2,9.1,39.5,0.0,0.0,6.1,4.6,36.2,250,252,204,303,240,234,237,37,179,359,279,269,158,200,1,251,182,208
,201936,Tyreke Evans,,1610612740,NOP,26.0,15,6,9,0.4,68.28333333333333,4.2,0.7,0.0,7.0,17.6,16.9,4.9,33.7,0.7,0.7,6.3,10.5,54.8,233,235,223,291,159,79,232,175,160,318,325,136,277,159,275,266,36,77
