season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
42018,1610612762,UTA,Utah Jazz,OffRebound,Defensive,0.6,5,0.033,1.056,0.538,0.278,0.111,0.222,0.111,0.556,0.538,18,19,7,13,6
42018,1610612754,IND,Indiana Pacers,OffRebound,Defensive,0.857,4,0.045,1.0,0.429,0.211,0.053,0.158,0.0,0.526,0.429,19,19,6,14,8
42018,1610612753,ORL,Orlando Magic,OffRebound,Defensive,0.0,5,0.029,1.4,0.615,0.2,0.0,0.2,0.067,0.667,0.615,15,21,8,13,5
42018,1610612765,DET,Detroit Pistons,OffRebound,Defensive,0.067,4,0.048,1.286,0.667,0.143,0.048,0.095,0.048,0.667,0.667,21,27,12,18,6
42018,1610612746,LAC,LA Clippers,OffRebound,Defensive,0.933,6,0.048,0.97,0.467,0.091,0.03,0.091,0.03,0.485,0.483,33,32,14,30,16
42018,1610612760,OKC,Oklahoma City Thunder,OffRebound,Defensive,0.267,5,0.063,1.194,0.656,0.028,0.056,0.056,0.0,0.611,0.656,36,43,21,32,11
42018,1610612759,SAS,San Antonio Spurs,OffRebound,Defensive,0.667,7,0.065,1.042,0.5,0.125,0.0,0.104,0.0,0.563,0.5,48,50,21,42,21
42018,1610612738,BOS,Boston Celtics,OffRebound,Defensive,0.333,9,0.044,1.186,0.543,0.186,0.023,0.163,0.023,0.605,0.543,43,51,19,35,16
42018,1610612755,PHI,Philadelphia 76ers,OffRebound,Defensive,0.2,12,0.034,1.2,0.528,0.2,0.044,0.156,0.044,0.578,0.556,45,54,19,36,17
42018,1610612751,BKN,Brooklyn Nets,OffRebound,Defensive,0.133,5,0.078,1.213,0.629,0.191,0.085,0.17,0.021,0.638,0.629,47,57,22,35,13
42018,1610612749,MIL,Milwaukee Bucks,OffRebound,Defensive,1.0,15,0.042,0.871,0.451,0.171,0.114,0.114,0.014,0.443,0.451,70,61,23,51,28
42018,1610612745,HOU,Houston Rockets,OffRebound,Defensive,0.467,11,0.054,1.091,0.54,0.197,0.045,0.182,0.0,0.591,0.54,66,72,27,50,23
42018,1610612743,DEN,Denver Nuggets,OffRebound,Defensive,0.733,14,0.064,1.041,0.512,0.143,0.071,0.133,0.051,0.51,0.524,98,102,42,82,40
42018,1610612757,POR,Portland Trail Blazers,OffRebound,Defensive,0.4,16,0.061,1.108,0.532,0.135,0.045,0.126,0.027,0.55,0.532,111,123,50,94,44
42018,1610612744,GSW,Golden State Warriors,OffRebound,Defensive,0.533,22,0.048,1.077,0.57,0.085,0.094,0.077,0.034,0.538,0.57,117,126,57,100,43
42018,1610612761,TOR,Toronto Raptors,OffRebound,Defensive,0.857,24,0.054,1.0,0.517,0.092,0.077,0.099,0.007,0.514,0.517,142,142,61,118,57
