season_id,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx
22018,1610612750,MIN,Minnesota Timberwolves,OffRebound,Offensive,0.828,82,0.061,1.139,0.564,0.143,0.063,0.132,0.033,0.569,0.571,568,647,265,470,205
22018,1610612752,NYK,New York Knicks,OffRebound,Offensive,0.69,82,0.062,1.112,0.547,0.14,0.052,0.136,0.031,0.562,0.552,573,637,263,481,218
22018,1610612740,NOP,New Orleans Pelicans,OffRebound,Offensive,0.759,82,0.058,1.135,0.568,0.146,0.074,0.132,0.031,0.574,0.57,554,629,255,449,194
22018,1610612757,POR,Portland Trail Blazers,OffRebound,Offensive,0.276,82,0.063,1.058,0.523,0.131,0.065,0.121,0.034,0.526,0.527,588,622,258,493,235
22018,1610612765,DET,Detroit Pistons,OffRebound,Offensive,0.069,82,0.068,0.976,0.489,0.124,0.06,0.111,0.021,0.498,0.494,620,605,254,519,265
22018,1610612748,MIA,Miami Heat,OffRebound,Offensive,0.138,82,0.064,1.031,0.533,0.118,0.058,0.108,0.026,0.526,0.535,585,603,265,497,232
22018,1610612758,SAC,Sacramento Kings,OffRebound,Offensive,0.586,82,0.058,1.087,0.549,0.102,0.056,0.096,0.025,0.542,0.553,550,598,262,477,215
22018,1610612739,CLE,Cleveland Cavaliers,OffRebound,Offensive,0.517,82,0.061,1.084,0.546,0.097,0.057,0.091,0.022,0.54,0.548,548,594,260,476,216
22018,1610612753,ORL,Orlando Magic,OffRebound,Offensive,0.724,82,0.057,1.127,0.573,0.102,0.068,0.098,0.025,0.563,0.576,512,577,251,438,187
22018,1610612762,UTA,Utah Jazz,OffRebound,Offensive,0.966,82,0.053,1.171,0.602,0.14,0.065,0.124,0.022,0.598,0.606,492,576,242,402,160
22018,1610612737,ATL,Atlanta Hawks,OffRebound,Offensive,0.0,81,0.061,0.971,0.489,0.104,0.07,0.096,0.024,0.491,0.493,585,568,243,497,254
22018,1610612755,PHI,Philadelphia 76ers,OffRebound,Offensive,0.483,82,0.055,1.083,0.542,0.137,0.064,0.13,0.027,0.551,0.543,517,560,231,426,195
22018,1610612754,IND,Indiana Pacers,OffRebound,Offensive,1.0,82,0.05,1.23,0.619,0.102,0.051,0.093,0.026,0.609,0.622,453,557,245,396,151
22018,1610612746,LAC,LA Clippers,OffRebound,Offensive,0.862,82,0.052,1.143,0.553,0.164,0.044,0.154,0.054,0.565,0.557,481,550,225,407,182
22018,1610612764,WAS,Washington Wizards,OffRebound,Offensive,0.931,82,0.05,1.152,0.577,0.12,0.047,0.113,0.041,0.575,0.586,468,539,236,409,173
22018,1610612743,DEN,Denver Nuggets,OffRebound,Offensive,0.207,82,0.055,1.043,0.541,0.11,0.079,0.105,0.03,0.525,0.546,507,529,230,425,195
22018,1610612751,BKN,Brooklyn Nets,OffRebound,Offensive,0.241,82,0.051,1.056,0.536,0.126,0.076,0.115,0.029,0.532,0.541,485,512,215,401,186
22018,1610612756,PHX,Phoenix Suns,OffRebound,Offensive,0.793,82,0.049,1.136,0.574,0.127,0.071,0.12,0.036,0.569,0.578,450,511,216,376,160
22018,1610612760,OKC,Oklahoma City Thunder,OffRebound,Offensive,0.034,81,0.055,0.971,0.509,0.097,0.086,0.084,0.011,0.5,0.511,526,511,222,436,214
22018,1610612747,LAL,Los Angeles Lakers,OffRebound,Offensive,0.345,82,0.051,1.058,0.543,0.1,0.065,0.092,0.019,0.533,0.545,480,508,222,409,187
22018,1610612761,TOR,Toronto Raptors,OffRebound,Offensive,0.552,82,0.049,1.086,0.571,0.102,0.086,0.088,0.027,0.544,0.581,452,491,216,378,162
22018,1610612759,SAS,San Antonio Spurs,OffRebound,Offensive,0.655,82,0.048,1.106,0.579,0.111,0.092,0.109,0.025,0.552,0.583,433,479,206,356,150
22018,1610612766,CHA,Charlotte Hornets,OffRebound,Offensive,0.448,82,0.047,1.077,0.53,0.127,0.054,0.127,0.033,0.542,0.537,426,459,192,362,170
22018,1610612749,MIL,Milwaukee Bucks,OffRebound,Offensive,0.621,82,0.044,1.1,0.538,0.117,0.051,0.112,0.034,0.546,0.548,412,453,192,357,165
22018,1610612744,GSW,Golden State Warriors,OffRebound,Offensive,0.897,82,0.042,1.149,0.588,0.095,0.067,0.095,0.026,0.567,0.604,388,446,197,335,138
22018,1610612763,MEM,Memphis Grizzlies,OffRebound,Offensive,0.379,82,0.047,1.068,0.553,0.126,0.077,0.111,0.019,0.551,0.555,414,442,187,338,151
22018,1610612741,CHI,Chicago Bulls,OffRebound,Offensive,0.414,82,0.046,1.07,0.539,0.092,0.056,0.083,0.022,0.539,0.542,412,441,194,360,166
22018,1610612742,DAL,Dallas Mavericks,OffRebound,Offensive,0.31,82,0.045,1.058,0.551,0.104,0.09,0.09,0.019,0.533,0.557,413,437,188,341,153
22018,1610612738,BOS,Boston Celtics,OffRebound,Offensive,0.172,82,0.045,1.041,0.524,0.1,0.054,0.095,0.007,0.534,0.53,410,427,183,349,166
22018,1610612745,HOU,Houston Rockets,OffRebound,Offensive,0.103,82,0.044,0.987,0.489,0.144,0.083,0.134,0.035,0.491,0.494,397,392,157,321,164
