team_id,team_name,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank
1610612738,Boston Celtics,11,6,5,0.545,533.0,404,913,0.442,156,433,0.36,199,249,0.799,119,355,474,220,145.0,74,59,40,215,221,1163,61.0,7,6,11,6,7,7,7,12,7,7,6,7,7,4,7,6,7,7,10,8,5,9,10,7,7,4
1610612739,Cleveland Cavaliers,9,5,4,0.556,432.0,368,790,0.466,134,369,0.363,205,251,0.817,111,291,402,206,109.0,80,32,48,167,198,1075,105.0,8,7,1,4,8,8,8,3,8,8,5,6,6,3,8,8,8,8,9,7,11,10,9,8,8,2
1610612743,Denver Nuggets,14,7,7,0.5,682.0,540,1211,0.446,166,479,0.347,252,330,0.764,172,478,650,317,221.0,106,59,90,279,296,1498,-68.0,5,5,14,7,5,5,5,10,5,5,11,5,4,10,4,4,4,5,13,6,5,14,12,5,5,14
1610612765,Detroit Pistons,6,2,4,0.333,288.0,223,496,0.45,61,188,0.324,133,167,0.796,66,197,263,120,99.0,43,38,34,137,131,640,-8.0,11,11,1,11,11,11,11,8,13,13,14,10,10,5,11,11,11,11,8,11,9,7,8,10,11,9
1610612744,Golden State Warriors,12,5,7,0.417,576.0,442,1026,0.431,164,465,0.353,189,246,0.768,145,339,484,279,173.0,107,47,63,254,232,1237,-36.0,6,7,14,10,6,6,6,14,6,6,8,8,8,9,5,7,6,6,11,5,8,12,11,6,6,11
1610612745,Houston Rockets,7,3,4,0.429,336.0,257,576,0.446,74,198,0.374,140,200,0.7,94,234,328,137,95.0,55,36,34,124,150,728,0.0,9,9,1,8,10,10,10,9,10,10,3,9,9,14,9,9,9,10,7,10,10,7,6,9,10,7
1610612754,Indiana Pacers,17,13,4,0.765,826.0,719,1449,0.496,232,573,0.405,319,402,0.794,124,565,689,473,228.0,121,97,73,393,363,1989,67.0,2,1,1,1,2,2,3,1,1,2,1,3,3,7,6,1,3,1,14,3,1,13,16,2,1,3
1610612746,LA Clippers,7,3,4,0.429,341.0,288,592,0.486,84,231,0.364,98,137,0.715,70,206,276,182,84.0,56,50,27,135,128,758,4.0,9,9,1,8,9,9,9,2,9,9,4,11,11,13,10,10,10,9,6,9,7,5,7,11,9,6
1610612747,Los Angeles Lakers,5,1,4,0.2,240.0,173,394,0.439,68,194,0.351,88,106,0.83,48,147,195,106,73.0,25,25,18,105,104,502,-35.0,12,12,1,12,13,14,14,13,12,11,9,12,13,2,14,13,14,13,4,14,13,2,4,12,13,10
1610612763,Memphis Grizzlies,4,0,4,0.0,192.0,144,347,0.415,42,138,0.304,72,82,0.878,41,136,177,82,77.0,23,26,27,83,75,402,-78.0,15,15,1,15,15,16,15,16,15,16,15,14,15,1,15,15,15,16,5,15,12,5,2,15,15,15
1610612748,Miami Heat,4,0,4,0.0,192.0,145,326,0.445,55,159,0.346,37,53,0.698,40,109,149,85,64.0,18,12,12,69,53,382,-122.0,15,15,1,15,15,15,16,11,14,14,12,16,16,15,16,16,16,15,2,16,16,1,1,16,16,16
1610612749,Milwaukee Bucks,5,1,4,0.2,245.0,199,439,0.453,72,190,0.379,81,112,0.723,52,166,218,119,65.0,30,18,24,98,96,551,-38.0,12,12,1,12,12,12,12,7,11,12,2,13,12,12,13,12,12,12,3,13,15,3,3,13,12,12
1610612750,Minnesota Timberwolves,15,9,6,0.6,720.0,592,1282,0.462,199,556,0.358,253,328,0.771,176,457,633,363,235.0,109,71,60,312,315,1636,40.0,4,4,13,3,4,4,4,4,3,4,7,4,5,8,3,5,5,3,15,4,4,11,13,4,4,5
1610612752,New York Knicks,18,10,8,0.556,874.0,709,1557,0.455,199,570,0.349,355,467,0.76,212,555,767,357,248.0,142,84,103,377,411,1972,0.0,1,3,16,4,1,3,2,6,3,3,10,1,1,11,1,2,1,4,16,2,3,16,15,1,3,7
1610612760,Oklahoma City Thunder,17,12,5,0.706,821.0,723,1572,0.46,212,629,0.337,325,409,0.795,195,553,748,418,195.0,186,95,91,361,356,1983,172.0,2,2,11,2,3,1,1,5,2,1,13,2,2,6,2,3,2,2,12,1,2,15,14,3,2,1
1610612753,Orlando Magic,5,1,4,0.2,240.0,178,422,0.422,41,156,0.263,71,103,0.689,57,142,199,93,58.0,32,19,24,107,87,468,-64.0,12,12,1,12,13,13,13,15,16,15,16,15,14,16,12,14,13,14,1,12,14,3,5,14,14,13
