group_set,player_id,player_name,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank,team
Players,1642358,AJ Johnson,AJ,1610612764,WAS,20.0,5,3,2,0.6,12.0,0.156,0.3,0.208,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.182,0.0,0.292,342,304,105,122,330,194,74,134,14,263,307,313,302,382,400,74,1,263,208,1,258,339,66,WAS
Players,1642259,Alex Sarr,Alex,1610612764,WAS,20.0,19,8,11,0.421,53.0,0.157,0.244,0.185,0.133,0.154,0.143,0.115,0.5,0.154,0.219,0.133,0.077,0.0,0.5,0.0,0.097,0.095,0.212,171,187,352,329,171,193,118,172,216,227,190,229,32,276,188,239,233,263,33,1,149,269,141,WAS
Players,1630264,Anthony Gill,Anthony,1610612764,WAS,32.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439,375,1,1,459,435,369,419,265,347,307,313,302,382,400,337,1,263,208,1,1,339,392,WAS
Players,1641731,Bilal Coulibaly,Bilal,1610612764,WAS,20.0,22,8,14,0.364,60.0,0.159,0.136,0.165,0.091,0.128,0.08,0.1,0.3,0.162,0.191,0.167,0.167,0.0,0.0,0.6,0.268,0.115,0.121,142,187,410,360,155,191,258,212,245,261,261,250,111,262,224,192,313,263,208,474,394,251,297,WAS
Players,1626158,Richaun Holmes,Richaun,1610612764,WAS,31.0,5,2,3,0.4,10.0,0.048,0.0,0.056,0.0,0.143,0.5,0.5,0.0,0.333,0.25,0.0,0.0,0.0,1.0,0.0,0.4,0.2,0.05,342,335,148,340,348,423,369,405,265,238,17,14,302,66,140,337,1,263,1,1,454,154,376,WAS
Players,203935,Marcus Smart,Marcus,1610612764,WAS,31.0,11,7,4,0.636,24.0,0.167,0.095,0.156,0.0,0.286,0.4,0.45,0.0,0.357,0.208,0.3,0.0,0.0,0.0,0.0,0.238,0.429,0.169,254,209,181,92,269,175,316,227,265,86,40,24,302,57,196,94,1,263,208,1,344,28,197,WAS
Players,1642267,Bub Carrington,Bub,1610612764,WAS,19.0,17,9,8,0.529,54.0,0.198,0.156,0.186,0.0,0.111,0.267,0.217,0.0,0.057,0.049,0.357,0.286,0.143,0.286,0.0,0.194,0.227,0.15,190,172,288,190,169,135,227,171,265,286,100,131,302,374,395,68,405,210,111,1,274,128,234,WAS
Players,1641798,Jaylen Martin,Jaylen,1610612764,WAS,21.0,2,1,1,0.5,3.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,375,35,212,429,342,369,140,265,347,307,313,302,15,12,337,1,263,208,1,1,339,392,WAS
Players,1641774,Tristan Vukcevic,Tristan,1610612764,WAS,22.0,4,3,1,0.75,8.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.222,0.25,0.333,0.0,1.0,0.0,0.143,0.0,0.0,359,304,35,45,362,430,369,419,265,347,307,313,302,94,178,111,422,263,1,1,194,339,392,WAS
Players,1641732,Colby Jones,Colby,1610612764,WAS,23.0,4,2,2,0.5,12.0,0.323,0.1,0.261,0.0,0.5,1.0,1.0,0.5,0.286,0.333,0.333,0.333,0.5,0.0,0.0,0.444,1.0,0.167,359,335,105,212,333,30,308,81,265,10,1,1,32,94,64,74,422,31,208,1,467,1,203,WAS
