close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
201935,James Harden,1610612745,HOU,G,26.0,5,5,0.536,15,37,0.405,0.404,0.001
2772,Trevor Ariza,1610612745,HOU,F,31.0,5,5,0.714,13,35,0.371,0.413,-0.042
201976,Patrick Beverley,1610612745,HOU,G,27.0,5,5,0.443,8,27,0.296,0.408,-0.112
202700,Donatas Motiejunas,1610612745,HOU,F-C,25.0,5,5,0.591,8,26,0.308,0.401,-0.093
2730,Dwight Howard,1610612745,HOU,C,30.0,5,5,0.387,12,24,0.5,0.412,0.088
1891,Jason Terry,1610612745,HOU,G,38.0,5,5,0.484,12,15,0.8,0.408,0.392
201563,Michael Beasley,1610612745,HOU,F,27.0,5,5,0.375,4,12,0.333,0.405,-0.072
203991,Clint Capela,1610612745,HOU,F-C,22.0,5,4,0.458,3,11,0.273,0.4,-0.127
201147,Corey Brewer,1610612745,HOU,G-F,30.0,5,5,0.526,5,10,0.5,0.404,0.096
203909,KJ McDaniels,1610612745,HOU,G-F,23.0,3,3,0.385,1,5,0.2,0.395,-0.195
2746,Josh Smith,1610612745,HOU,F,30.0,4,3,0.455,3,5,0.6,0.376,0.224
1626149,Montrezl Harrell,1610612745,HOU,F,22.0,2,2,1.0,3,4,0.75,0.407,0.343
202726,Andrew Goudelock,1610612745,HOU,G,27.0,2,1,0.333,0,1,0.0,0.42,-0.42
