season,player_id,player_name,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank,available_flag,min_sec,season_start,season_end
2023-24,1629670,Jordan Nwora,Jordan,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,20.508333333333333,6,10,0.6,2,4,0.5,0,0,0.0,2,9,11,1,2,0,0,1,1,0,14,-4,26.7,1,0,28.0,1,13252,13252,13252,15436,5451,8327,5678,4439,7844,4049,13417,14233,13417,3105,782,1073,14131,4132,12108,8529,17336,6163,17532,7525,16567,8894,1,138,7405,1,20:31,2023,2024
2023-24,203482,Kelly Olynyk,Kelly,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,22.25,5,9,0.556,1,3,0.333,0,0,0.0,1,7,8,2,4,1,0,0,4,1,11,-13,22.6,0,0,24.0,1,13252,13252,13252,14121,7292,9591,7603,8460,10539,9124,13417,14233,13417,6495,1913,2854,9909,804,4430,8529,1,22902,11166,10286,22947,11204,2248,138,9599,1,22:15,2023,2024
2023-24,1628971,Bruce Brown,Bruce,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,20.416666666666668,3,5,0.6,0,1,0.0,0,1,0.0,0,0,0,0,1,0,0,0,2,1,6,-16,5.0,0,0,6.0,1,13252,13252,13252,15500,12407,15951,5678,14651,16961,14651,13417,12641,13417,13449,22149,23241,19657,8468,12108,8529,1,13042,11166,15809,24160,22451,2248,138,21429,1,20:25,2023,2024
2023-24,1641711,Gradey Dick,Gradey,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,29.016666666666666,5,13,0.385,1,5,0.2,3,4,0.75,0,2,2,1,2,2,0,2,1,3,14,-16,21.9,0,0,22.0,1,13252,13252,13252,8765,7292,5230,16373,8460,5663,13222,4235,3806,8216,13449,13100,15973,14131,4132,1349,8529,23757,6163,4296,7525,24160,11638,2248,138,10751,1,29:01,2023,2024
2023-24,1631241,Javon Freeman-Liberty,Javon,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,32.75,3,6,0.5,0,2,0.0,2,2,1.0,1,0,1,7,3,0,2,1,1,3,8,1,22.7,0,0,20.0,1,13252,13252,13252,5654,12407,14269,8954,14651,13570,14651,6103,7481,1,6495,22149,19646,1520,1850,12108,879,17336,6163,4296,13454,11403,11142,2248,138,11998,1,32:45,2023,2024
2023-24,1629018,Gary Trent Jr.,Gary,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,23.25,6,14,0.429,3,8,0.375,3,3,1.0,1,3,4,1,0,0,0,0,1,1,18,-18,24.3,0,0,26.0,1,13252,13252,13252,13392,5451,4371,14111,2226,1806,8784,4235,6016,1,6495,9402,9569,14131,16035,12108,8529,1,6163,11166,4872,24741,10200,2248,138,8454,1,23:15,2023,2024
2023-24,202066,Garrett Temple,Garrett,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,24.75,1,8,0.125,1,5,0.2,6,6,1.0,2,1,3,7,1,0,0,0,3,4,9,3,22.1,0,0,20.0,1,13252,13252,13252,12225,18910,11049,22400,8460,5663,13222,1214,1912,1,3105,17515,12548,1520,8468,12108,8529,1,18879,2625,12379,9396,11505,2248,138,11998,1,24:45,2023,2024
2023-24,1630534,Ochai Agbaji,Ochai,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,32.75,4,11,0.364,0,3,0.0,2,3,0.667,4,2,6,2,4,2,1,2,3,2,10,1,25.2,0,0,24.0,1,13252,13252,13252,5654,9679,7189,17149,14651,10539,14651,6103,6016,9424,766,13100,5291,9909,804,1349,2720,23757,18879,6969,11320,11403,9698,2248,138,9599,1,32:45,2023,2024
2023-24,1629667,Jalen McDaniels,Jalen,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,23.2,2,7,0.286,1,2,0.5,2,2,1.0,0,2,2,2,2,1,0,1,3,1,7,-1,13.4,0,0,14.0,1,13252,13252,13252,13439,15517,12577,19775,8460,13570,4049,6103,7481,1,13449,13100,15973,9909,4132,4430,8529,17336,18879,11166,14704,13562,17150,2248,138,16037,1,23:12,2023,2024
2023-24,1642013,Malik Williams,Malik,1610612761,TOR,Toronto Raptors,22301189,2024-04-14T00:00:00,TOR @ MIA,L,11.108333333333333,3,7,0.429,0,1,0.0,0,0,0.0,2,2,4,0,0,0,0,0,2,0,6,-12,10.8,0,0,10.0,1,13252,13252,13252,21543,12407,12577,14111,14651,16961,14651,13417,14233,13417,3105,13100,9569,19657,16035,12108,8529,1,13042,17532,15809,22460,18944,2248,138,18860,1,11:07,2023,2024
2023-24,1628971,Bruce Brown,Bruce,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,21.5,5,6,0.833,2,2,1.0,2,2,1.0,0,4,4,4,2,0,0,0,3,1,14,-22,22.8,0,0,24.0,1,13252,13252,13252,14689,7292,14269,1607,4439,13570,1,6103,7481,1,13449,6490,9569,4938,4132,12108,8529,1,18879,11166,7525,25564,11084,2248,138,9599,1,21:30,2023,2024
2023-24,1629018,Gary Trent Jr.,Gary,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,28.65,3,13,0.231,1,7,0.143,0,0,0.0,0,1,1,1,1,0,0,0,2,1,7,-5,8.7,0,0,10.0,1,13252,13252,13252,9071,12407,5230,21232,8460,2715,14340,13417,14233,13417,13449,17515,19646,14131,8468,12108,8529,1,13042,11166,14704,17506,20228,2248,138,18860,1,28:39,2023,2024
2023-24,1629628,RJ Barrett,RJ,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,32.6,13,18,0.722,1,4,0.25,8,10,0.8,1,10,11,3,3,0,0,0,3,6,35,-9,49.7,1,0,50.0,1,13252,13252,13252,5786,291,1970,2910,8460,7844,11776,512,455,7723,6495,489,1073,7003,1850,12108,8529,1,18879,906,344,20690,1321,1,138,998,1,32:36,2023,2024
2023-24,1629670,Jordan Nwora,Jordan,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,3.883333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0.2,0,0,1.0,1,13252,13252,13252,24559,22557,24896,22557,14651,20560,14651,13417,14233,13417,13449,17515,19646,19657,8468,12108,8529,1,1,17532,23140,12394,25165,2248,138,24649,1,3:53,2023,2024
2023-24,1642013,Malik Williams,Malik,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,19.1,0,2,0.0,0,0,0.0,0,0,0.0,2,2,4,0,1,0,0,1,3,0,0,-15,3.8,0,0,4.0,1,13252,13252,13252,16487,22557,21406,22557,14651,20560,14651,13417,14233,13417,3105,13100,9569,19657,8468,12108,8529,17336,18879,17532,23140,23787,23241,2248,138,22721,1,19:06,2023,2024
2023-24,203482,Kelly Olynyk,Kelly,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,24.98333333333333,3,7,0.429,0,0,0.0,2,2,1.0,3,8,11,6,4,0,0,0,3,3,8,-1,26.2,0,0,25.0,1,13252,13252,13252,12041,12407,12577,14111,14651,20560,14651,6103,7481,1,1506,1266,1073,2326,804,12108,8529,1,18879,4296,13454,13562,9140,2248,138,9026,1,24:59,2023,2024
2023-24,1630534,Ochai Agbaji,Ochai,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,25.28333333333333,3,5,0.6,1,2,0.5,0,0,0.0,0,1,1,2,0,1,1,0,1,0,7,-28,17.2,0,0,15.0,1,13252,13252,13252,11818,12407,15951,5678,8460,13570,4049,13417,14233,13417,13449,17515,19646,9909,16035,4430,2720,1,6163,17532,14704,26138,14610,2248,138,15335,1,25:17,2023,2024
2023-24,1631241,Javon Freeman-Liberty,Javon,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,15.183333333333334,1,5,0.2,0,3,0.0,2,2,1.0,0,1,1,2,2,0,0,0,1,2,4,-6,6.2,0,0,7.0,1,13252,13252,13252,19211,18910,15951,21471,14651,10539,14651,6103,7481,1,13449,17515,19646,9909,4132,12108,8529,1,6163,6969,18488,18385,21715,2248,138,20822,1,15:11,2023,2024
2023-24,202066,Garrett Temple,Garrett,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,7.8,2,3,0.667,0,1,0.0,1,2,0.5,1,1,2,0,0,0,0,0,1,1,5,-6,7.4,0,0,7.0,1,13252,13252,13252,22785,15517,19584,3541,14651,16961,14651,10099,7481,10591,6495,17515,15973,19657,16035,12108,8529,1,6163,11166,17241,18385,21007,2248,138,20822,1,7:48,2023,2024
2023-24,1641711,Gradey Dick,Gradey,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,30.75,3,7,0.429,2,5,0.4,0,0,0.0,0,1,1,0,0,0,0,0,0,0,8,-3,9.2,0,0,11.0,1,13252,13252,13252,7324,12407,12577,14111,4439,5663,7875,13417,14233,13417,13449,17515,19646,19657,16035,12108,8529,1,1,17532,13454,15642,19917,2248,138,18152,1,30:45,2023,2024
2023-24,1630193,Immanuel Quickley,Immanuel,1610612761,TOR,Toronto Raptors,22301176,2024-04-12T00:00:00,TOR @ MIA,L,30.266666666666666,4,11,0.364,3,7,0.429,4,4,1.0,0,4,4,5,3,0,0,1,4,2,15,-15,24.3,0,0,27.0,1,13252,13252,13252,7751,9679,7189,17149,2226,2715,7457,2744,3806,1,13449,6490,9569,3413,1850,12108,8529,17336,22902,6969,6762,23787,10200,2248,138,7909,1,30:16,2023,2024
2023-24,1629670,Jordan Nwora,Jordan,1610612761,TOR,Toronto Raptors,22301160,2024-04-10T00:00:00,TOR @ BKN,L,18.08833333333333,4,10,0.4,2,5,0.4,1,2,0.5,1,3,4,2,0,0,1,1,1,1,11,-6,21.8,0,0,21.0,1,13252,13252,13252,17240,9679,8327,15260,4439,5663,7875,10099,7481,10591,6495,9402,9569,9909,16035,12108,2720,17336,6163,11166,10286,18385,11704,2248,138,11363,1,18:05,2023,2024
2023-24,1630193,Immanuel Quickley,Immanuel,1610612761,TOR,Toronto Raptors,22301160,2024-04-10T00:00:00,TOR @ BKN,L,33.725,10,24,0.417,4,11,0.364,8,8,1.0,1,6,7,9,4,1,1,2,5,8,32,5,55.9,0,0,56.0,1,13252,13252,13252,4836,1283,365,14849,1043,427,9044,512,948,1,6495,2880,3886,667,804,4430,2720,23757,25189,278,628,7721,655,2248,138,475,1,33:44,2023,2024
2023-24,1642013,Malik Williams,Malik,1610612761,TOR,Toronto Raptors,22301160,2024-04-10T00:00:00,TOR @ BKN,L,24.116666666666667,3,10,0.3,1,1,1.0,0,0,0.0,5,9,14,1,1,2,0,4,4,0,7,0,30.3,0,0,27.0,1,13252,13252,13252,12747,12407,8327,19532,8460,16961,1,13417,14233,13417,361,782,358,14131,8468,1349,8529,26229,22902,17532,14704,12394,7054,2248,138,7909,1,24:07,2023,2024
2023-24,1631338,Mouhamadou Gueye,Mouhamadou,1610612761,TOR,Toronto Raptors,22301160,2024-04-10T00:00:00,TOR @ BKN,L,23.091666666666665,1,7,0.143,0,0,0.0,1,1,1.0,1,3,4,1,0,1,3,2,4,1,3,-4,21.3,0,0,16.0,1,13252,13252,13252,13517,18910,12577,22249,14651,20560,14651,10099,12641,1,6495,9402,9569,14131,16035,4430,312,23757,22902,11166,19746,16567,12025,2248,138,14655,1,23:06,2023,2024
2023-24,1631241,Javon Freeman-Liberty,Javon,1610612761,TOR,Toronto Raptors,22301160,2024-04-10T00:00:00,TOR @ BKN,L,23.808333333333334,4,8,0.5,2,4,0.5,2,2,1.0,1,3,4,1,0,1,0,1,0,2,12,2,21.3,0,0,21.0,1,13252,13252,13252,12997,9679,11049,8954,4439,7844,4049,6103,7481,1,6495,9402,9569,14131,16035,4430,8529,17336,1,6969,9297,10350,12025,2248,138,11363,1,23:49,2023,2024
2023-24,1629667,Jalen McDaniels,Jalen,1610612761,TOR,Toronto Raptors,22301160,2024-04-10T00:00:00,TOR @ BKN,L,13.566666666666666,0,3,0.0,0,1,0.0,3,4,0.75,1,0,1,0,0,1,0,1,3,2,3,0,7.2,0,0,6.0,1,13252,13252,13252,20236,22557,19584,22557,14651,16961,14651,4235,3806,8216,6495,22149,19646,19657,16035,4430,8529,17336,18879,6969,19746,12394,21124,2248,138,21429,1,13:34,2023,2024
2023-24,202066,Garrett Temple,Garrett,1610612761,TOR,Toronto Raptors,22301160,2024-04-10T00:00:00,TOR @ BKN,L,35.7,1,6,0.167,1,3,0.333,0,0,0.0,4,2,6,4,3,2,0,2,1,1,3,-11,19.2,0,0,18.0,1,13252,13252,13252,3211,18910,14269,21962,8460,10539,9124,13417,14233,13417,766,13100,5291,4938,1850,1349,8529,23757,6163,11166,19746,21910,13291,2248,138,13299,1,35:42,2023,2024
